#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_1561	9688	96	N	N	2	*	*,1561,*
contig_2480	9686	41	N	N	2	*	2478,2480,-2478
contig_2611	9672	109	N	N	6	*	2610,2611,-2610
contig_1710	9638	10	N	Y	1	*	1710
contig_76	9590	19	N	N	1	*	76,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068
contig_2578	9570	64	N	N	2	*	2578
contig_1559	9551	28	N	N	7	*	*,1559,*
contig_1540	9510	29	N	N	1	*	*,1540,*
contig_2609	9508	6	N	N	1	*	-2607,2609,2607
contig_2582	9499	107	N	Y	1	*	2582
contig_2514	9466	20	N	Y	1	265	2514
contig_157	9426	12	N	N	1	*	-85,85,85,-85,-84,85,85,157,2494
contig_1741	9409	94	N	N	1	*	*,1741,*
contig_1971	9405	3	N	Y	1	*	1971
contig_2245	9401	50	Y	N	1	*	2245
contig_1103	9383	215	N	N	2	*	*,1103,*
contig_1270	9379	597	N	N	5	*	*,1270,*
contig_1511	9374	149	N	Y	2	240	*,1511,*
contig_1926	9372	12	N	N	1	*	-2815,1926,2815
contig_2320	9349	65	N	N	1	*	*,2320,*
contig_2859	9315	16	N	N	2	*	*,2859,2302
contig_2371	9304	11	N	N	1	*	755,2371,-2370,-755
contig_2025	9295	72	N	N	2	*	*,2025,*
contig_2756	9285	144	N	Y	1	*	2756
contig_1409	9235	9	N	N	1	*	1409,2653
contig_1919	9190	39	N	N	2	*	*,1919,*
contig_2937	9160	25	Y	N	1	*	2937
contig_2530	9152	133	N	Y	1	284	*,2530,*
contig_1920	9143	76	Y	N	1	*	1920
contig_1692	9088	5	N	N	1	*	*,1692,-1694
contig_63	9078	8	N	N	1	*	63,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068
contig_1108	9042	53	N	N	1	*	*,1108,-1315,-2713
contig_1716	9024	52	Y	N	2	*	1716
contig_2781	9001	206	N	Y	2	*	2781
contig_3134	8981	13	Y	N	1	*	3134
contig_77	8959	114	N	Y	2	*	77
contig_1624	8935	6	N	N	1	*	-1611,1624,2288
contig_1784	8915	3	N	N	1	*	-2804,1784,2804
contig_2854	8910	296	Y	N	2	*	2854
contig_2812	8857	26	Y	N	2	*	2812
contig_2085	8853	38	N	N	1	*	*,-2087,2085,-2084,2087,*
contig_2971	8818	33	Y	N	1	*	2971
contig_2166	8817	90	N	N	15	*	*,2166,*
contig_2375	8815	11	N	N	2	*	*,2375,*
contig_2397	8800	24	N	Y	1	*	2397
contig_1478	8792	149	N	N	1	*	-2690,1478,-1311,1314
contig_2993	8777	21	Y	N	1	*	2993
contig_2714	8771	88	N	N	1	*	2714,-905,908
contig_2161	8753	39	N	N	1	*	*,-2842,2161,2842,*
contig_2303	8740	16	N	N	1	*	*,2302,2303,-2302,*
contig_2930	8710	105	Y	N	1	*	2930
contig_638	8678	8	N	Y	4	*	638
contig_3127	8677	71	Y	N	1	*	3127
contig_632	8673	200	N	Y	100	*	632
contig_2330	8671	21	N	N	1	*	*,2330,*
contig_894	8663	96	N	N	3	*	894,-891
contig_1640	8662	849	N	N	8	*	1639,-1638,1638,1639,1640,2787
contig_2601	8652	98	Y	N	2	*	2601
contig_904	8645	18	N	N	1	*	-908,904,1314
contig_1843	8636	25	N	N	1	*	*,1843,*
contig_3073	8634	16	Y	N	1	*	3073
contig_1685	8624	12	N	N	1	*	2781,1685,-2781
contig_1503	8569	53	N	N	2	*	*,1503,*
contig_1496	8568	199	N	Y	2	*	1496
contig_799	8568	15	N	N	2	*	799,807
contig_2904	8567	80	Y	N	2	*	2904
contig_1706	8554	46	N	N	5	*	*,1706,*
contig_338	8554	4	N	Y	1	*	338
contig_156	8545	14	N	N	1	*	91,140,1449,-141,156,2494
contig_2136	8510	32	N	N	1	*	*,2136,*
contig_3065	8462	17	Y	N	1	*	3065
contig_447	8460	450	N	Y	225	*	447
contig_1003	8436	58	N	Y	2	254	*,1003,*
contig_793	8396	40	N	Y	1	*	793
contig_2912	8376	19	Y	N	1	*	2912
contig_1282	8364	65	N	N	1	*	*,1282,*
contig_1348	8338	38	N	N	1	*	837,1348,-1347,-1346,-837
contig_2818	8312	26	Y	N	1	*	2818
contig_2586	8306	108	Y	N	1	*	2586
contig_2870	8295	7	Y	N	1	*	2870
contig_3089	8293	38	Y	N	1	*	3089
contig_1832	8292	140	N	N	1	*	*,1832,*
contig_2917	8268	16	Y	N	1	*	2917
contig_2243	8265	20	Y	N	2	*	2243
contig_1852	8216	29	N	N	1	*	2807,1850,1852,-2774,*
contig_3092	8214	7	Y	N	1	*	3092
contig_2679	8196	26	N	N	1	*	*,2679,*
scaffold_2427	8189	79	N	N	1	*	*,-2427,??,2426,1835,2831,*
contig_2795	8188	61	Y	N	1	*	2795
contig_2691	8156	142	N	Y	1	*	2691
contig_1120	8142	43	N	N	1	*	1120,1122
contig_588	8132	24	N	N	4	*	588
contig_2900	8128	310	Y	N	3	*	2900
contig_110	8115	22	N	Y	11	*	110
contig_1781	8061	70	N	Y	1	*	1781
contig_1740	8050	9	N	N	1	*	*,1740,*
contig_3038	8040	22	Y	N	1	*	3038
contig_1837	8016	899	N	N	8	*	*,1837,*
contig_738	8011	93	N	N	1	*	*,738,*
contig_2692	8005	5	N	Y	1	*	2692
contig_1682	7977	16	N	Y	1	252	*,1682,*
contig_524	7967	275	N	Y	91	*	524
contig_1879	7965	12	N	N	1	*	*,1879,*
contig_1371	7958	212	N	Y	1	*	1371
contig_3105	7951	12	Y	N	1	*	3105
contig_2885	7949	73	Y	N	1	*	2885
contig_2513	7911	78	N	Y	1	264	2513
contig_491	7911	8	N	Y	4	*	491
contig_2770	7897	59	Y	N	1	*	2770
contig_1298	7878	116	N	N	2	*	*,1298,*
contig_58	7861	19	N	Y	9	*	58
contig_732	7849	43	N	N	7	*	*,732,*
contig_1678	7844	29	N	N	1	*	*,1678,*
contig_829	7832	63	Y	N	4	*	829
contig_2973	7819	21	Y	N	1	*	2973
contig_2584	7811	26	N	N	1	*	1781,2584,-1781
contig_1085	7784	110	N	N	4	*	-1083,1083,1085,-1087,1088,1090
contig_2002	7760	38	Y	N	1	*	2002
contig_2942	7756	8	Y	N	1	*	2942
contig_2265	7729	61	N	Y	1	306	*,2265,*
contig_854	7720	66	N	N	2	*	854,-852,-852,-848,848,852,852
contig_2670	7700	77	N	N	7	*	*,2670,*
contig_2599	7699	24	N	N	1	*	*,2599,*
contig_3085	7691	6	Y	N	1	*	3085
contig_2698	7689	304	N	N	6	*	*,2698,*
contig_1513	7659	90	N	N	1	*	*,1513,*
contig_617	7648	208	N	Y	104	*	617
contig_818	7645	5	N	N	1	*	*,818,*
contig_2266	7644	20	N	Y	1	306	*,2266,*
contig_3043	7644	16	Y	N	1	*	3043
contig_3020	7640	34	Y	N	1	*	3020
contig_1705	7631	37	N	Y	1	*	1705
contig_1469	7607	10	N	Y	1	318	*,1469,*
contig_2374	7601	65	N	N	2	*	*,2374,*
contig_3001	7592	52	Y	N	1	*	3001
contig_7	7579	17	N	N	1	*	2689,7,-2689
contig_1650	7532	3	N	Y	1	*	1650
contig_1508	7531	21	N	N	2	*	*,1508,*
contig_1589	7521	16	N	N	2	*	*,1589,*
contig_1425	7513	697	N	Y	6	*	*,1425
contig_2225	7512	61	N	N	1	*	2225
contig_2951	7505	7	Y	N	1	*	2951
contig_3084	7500	26	Y	N	1	*	3084
contig_2898	7489	74	Y	N	4	*	2898
contig_3002	7484	21	Y	N	1	*	3002
contig_875	7465	168	N	N	9	*	-878,-874,875,-874
contig_1501	7458	27	N	N	3	*	*,1501,*
contig_1359	7453	10	N	N	1	*	*,1359,*
contig_2073	7435	36	N	N	1	*	*,2073,*
contig_2497	7422	219	N	N	2	*	*,2497,*
contig_1314	7410	402	N	Y	4	*	1314
contig_2302	7409	72	N	Y	1	*	*,2302
contig_1454	7387	10	N	N	1	*	*,1454,*
contig_1575	7374	7	N	Y	3	*	1575
contig_2705	7354	210	N	N	1	*	*,2705,*
contig_3074	7349	45	Y	N	1	*	3074
contig_2645	7341	36	N	N	3	*	2643,2644,2645,-2644,-2643
contig_1686	7338	102	N	N	1	*	2781,1686
contig_2987	7320	76	Y	N	1	*	2987
contig_2483	7278	97	N	N	2	*	*,2483,*
contig_3037	7275	295	Y	N	2	*	3037
contig_3114	7274	27	Y	N	1	*	3114
contig_1273	7269	34	N	N	2	*	*,1273,*
contig_1100	7257	64	N	N	2	*	*,1100,*
contig_2242	7232	50	N	N	1	*	*,2240,2241,2242,-2241,-2240,*
contig_1773	7217	118	N	N	1	*	1773
contig_1174	7192	28	N	Y	1	308	*,1174,*
contig_1940	7173	25	N	N	5	*	*,1940,*
contig_1509	7166	16	N	N	1	*	*,1509,*
contig_2554	7154	101	N	N	3	*	*,2554,*
contig_2790	7105	42	Y	N	1	*	2790
contig_2587	7097	67	N	N	1	*	*,2587,*
contig_1657	7075	12	N	N	1	*	*,1657,*
contig_3023	7063	16	Y	N	1	*	3023
contig_2946	7062	37	Y	N	1	*	2946
contig_2983	7062	11	Y	N	1	*	2983
contig_2580	7053	73	Y	N	1	*	2580
contig_1035	7045	96	N	N	3	*	*,1035,*
contig_2975	7045	19	Y	N	1	*	2975
contig_863	7031	13	N	Y	1	216	*,863,*
contig_1567	7012	14	N	Y	1	320	*,1567,*
contig_2557	6972	45	N	N	1	*	*,2557,*
contig_1045	6963	130	N	N	5	*	*,1045,*
contig_1966	6944	70	Y	N	2	*	1966
contig_2768	6940	52	Y	N	1	*	2768
contig_1128	6909	162	N	N	2	*	*,1128,*
contig_1566	6892	124	N	Y	2	320	*,1566,*
contig_2934	6878	17	Y	N	1	*	2934
contig_2986	6877	36	Y	N	1	*	2986
contig_2593	6860	18	N	N	2	*	*,2593,*
contig_119	6849	679	N	Y	339	*	119
contig_1516	6833	71	N	N	3	*	*,1516,*
contig_920	6831	11	N	N	1	*	*,920,*
contig_1999	6827	56	N	N	1	*	*,1999,*
contig_1768	6812	16	N	Y	1	330	*,1768,*
contig_1214	6802	142	Y	Y	1	*	1214
contig_2832	6770	14	Y	N	1	*	2832
contig_1500	6741	92	Y	N	1	*	1500
contig_2541	6737	142	N	Y	1	*	2541
contig_1783	6726	9	N	N	1	*	2804,1783,-2804
contig_1305	6688	34	N	Y	1	314	1305
contig_1993	6685	60	N	N	1	*	*,1993,*
contig_3080	6678	16	Y	N	1	*	3080
contig_1040	6658	38	N	Y	1	*	1040
contig_1825	6658	157	N	N	26	*	*,1825,*
contig_1836	6653	59	Y	N	3	*	1836
contig_3072	6642	17	Y	N	1	*	3072
contig_1175	6622	117	N	Y	1	308	*,1175,*
contig_1545	6612	33	N	N	1	*	*,1545,*
contig_2901	6612	433	Y	N	3	*	2901
contig_2343	6602	144	N	N	6	*	2841,2342,2343,-2342,-2841
contig_1945	6592	79	N	N	1	*	*,1945,*
contig_2773	6580	143	N	N	1	*	*,2773,*
contig_2359	6578	9	N	N	1	*	*,2359,*
contig_1329	6562	102	N	Y	2	296	*,1329,*
contig_461	6555	7	N	Y	3	*	461
contig_2810	6554	68	Y	N	2	*	2810
contig_2295	6548	134	N	N	1	*	*,2295,*
contig_2748	6548	126	N	Y	1	*	*,2748
contig_3093	6523	27	Y	N	1	*	3093
contig_3052	6516	10	Y	N	1	*	3052
contig_2331	6515	66	N	N	1	*	*,2331,*
contig_636	6498	3	N	Y	1	*	636
contig_2512	6472	391	N	N	3	*	*,2512,*
contig_2981	6468	16	Y	N	1	*	2981
contig_1244	6461	57	N	N	5	*	1244,-1245
contig_1141	6457	5	N	Y	1	*	1141
contig_474	6452	28	N	Y	14	*	474
contig_65	6419	232	N	N	2	*	22,-33,-33,-33,65,-1597,-1596,28
contig_2112	6412	8	N	Y	1	*	*,2112
contig_2892	6411	10	Y	N	1	*	2892
contig_3034	6404	23	Y	N	1	*	3034
contig_1898	6403	52	N	N	1	*	*,1898,*
contig_1067	6400	274	Y	N	5	*	1067
contig_3039	6398	26	Y	N	1	*	3039
contig_3123	6381	11	Y	N	1	*	3123
contig_1683	6374	79	N	Y	1	252	*,1683,*
contig_2104	6360	172	N	Y	2	*	2104
contig_2153	6351	12	N	Y	1	270	*,2153,*
contig_2154	6348	104	N	Y	1	270	*,2154,*
contig_2996	6346	78	Y	N	1	*	2996
contig_621	6318	3	N	Y	1	*	621
contig_3062	6277	14	Y	N	1	*	3062
contig_727	6259	63	N	Y	31	*	727
contig_2144	6253	8	N	N	1	*	*,2144,*
contig_3075	6249	60	Y	N	1	*	3075
contig_1360	6246	10	N	N	2	*	*,1360,*
contig_2948	6239	50	Y	N	1	*	2948
contig_3111	6238	27	Y	N	1	*	3111
contig_1914	6236	31	N	N	1	*	*,1914,*
contig_1057	6223	20	N	N	1	*	*,1057,*
contig_2909	6219	34	Y	N	1	*	2909
contig_862	6210	72	N	Y	1	216	*,862,*
contig_75	6189	23	N	N	4	*	75,-64
contig_2998	6186	84	Y	N	1	*	2998
contig_2792	6183	132	Y	N	1	*	2792
contig_2010	6182	133	N	Y	1	*	2010
contig_3015	6162	36	Y	N	1	*	3015
contig_2656	6105	108	N	Y	1	*	2656
contig_3086	6067	33	Y	N	1	*	3086
contig_1172	6060	100	N	Y	2	212	*,1172,*
contig_2888	6060	19	N	N	2	*	*,-2517,2888,2517,*
contig_287	6056	10	N	Y	5	*	287
contig_2465	6053	90	N	N	1	*	*,2465,*
contig_2886	6052	178	Y	N	1	*	2886
contig_788	6052	29	N	Y	1	*	788
contig_1226	6047	57	N	N	2	*	*,1226,*
contig_1732	6040	71	N	N	1	*	1732,2791
contig_1173	6038	9	N	Y	1	212	*,1173,*
contig_2925	6037	5	Y	N	1	*	2925
contig_2563	6027	21	N	N	2	*	*,2563,*
contig_1787	6024	6	N	N	1	*	*,1787,*
contig_3046	6011	22	Y	N	1	*	3046
contig_2935	6004	23	Y	N	1	*	2935
contig_3025	5988	26	Y	N	1	*	3025
contig_873	5981	109	N	Y	3	*	873
contig_3066	5965	31	Y	N	1	*	3066
contig_876	5954	171	N	N	2	*	*,876,*
contig_1865	5938	10	N	Y	1	334	*,1865,*
contig_2683	5918	85	N	N	2	*	*,2683,*
contig_2891	5913	48	N	Y	16	*	2891
contig_307	5900	7	N	Y	3	*	307
contig_1374	5898	25	N	N	2	*	*,1374,*
contig_179	5898	10	N	Y	5	*	179
contig_1702	5891	125	N	N	6	*	1702,-2054,-2053
contig_3049	5887	78	Y	N	2	*	3049
contig_2718	5875	252	Y	N	1	*	2718
contig_1661	5873	80	N	N	1	*	*,1661,*
contig_2027	5868	45	N	Y	1	*	*,2027
contig_1642	5858	35	N	N	1	*	*,1642,*
contig_2065	5833	11	N	N	1	*	*,2065,*
contig_1975	5832	26	N	N	4	*	*,1975,*
contig_148	5817	33	N	N	1	*	*,148,*
contig_3079	5811	13	Y	N	1	*	3079
contig_770	5796	178	N	N	1	*	*,770,*
contig_53	5793	6	N	N	1	*	53
contig_802	5789	22	N	N	1	*	*,802,*
contig_980	5787	48	N	N	6	*	*,980,*
contig_3064	5784	4	Y	N	1	*	3064
contig_1404	5781	123	N	Y	6	*	1404
contig_1069	5776	5	N	Y	1	*	1069
contig_37	5768	3	N	Y	1	*	37
contig_188	5733	10	N	Y	5	*	188
contig_3048	5730	62	Y	N	1	*	3048
contig_1251	5709	10	N	N	1	*	*,1251,*
contig_3096	5685	16	Y	N	1	*	3096
contig_1703	5677	10	N	N	2	*	1404,1703,-1404
contig_882	5672	272	N	N	1	*	-2711,882
contig_2341	5670	53	N	Y	1	267	2341
contig_73	5667	12	N	N	2	*	73,2248
contig_493	5659	117	N	Y	39	*	493
contig_1897	5645	75	N	Y	1	*	1897
contig_1799	5639	86	N	N	4	*	*,1799,*
contig_2860	5613	142	N	N	1	*	2860,-2316
contig_3004	5596	38	Y	N	1	*	3004
contig_3070	5589	41	Y	N	1	*	3070
contig_2939	5588	47	Y	N	1	*	2939
contig_3099	5585	16	Y	N	1	*	3099
contig_1817	5582	21	N	N	5	*	*,1817,*
contig_2906	5538	30	Y	N	1	*	2906
contig_2947	5527	7	Y	N	1	*	2947
contig_2165	5526	61	N	N	2	*	*,2165,*
contig_1048	5505	25	N	N	1	*	*,1048,*
contig_52	5495	3	N	Y	1	*	52
contig_1301	5467	47	N	N	1	*	*,1301,*
contig_2953	5466	5	Y	N	1	*	2953
contig_2815	5428	239	N	Y	2	*	2815
contig_241	5422	8	N	Y	4	*	241
contig_3159	5395	14	Y	N	1	*	3159
contig_1767	5386	81	N	Y	1	330	*,1767,*
contig_1873	5369	14	N	N	1	*	*,1873,*
contig_2962	5357	31	Y	N	1	*	2962
contig_1119	5348	17	N	N	1	*	*,1119,*
contig_1159	5348	38	N	N	1	*	*,1159,*
contig_3008	5343	90	Y	N	1	*	3008
contig_2918	5294	33	Y	N	1	*	2918
contig_2959	5285	15	Y	N	1	*	2959
contig_1238	5282	85	N	N	3	*	*,1238,*
contig_3054	5253	15	Y	N	1	*	3054
contig_2089	5243	85	N	N	2	*	*,2089,*
contig_2952	5235	10	Y	N	1	*	2952
contig_1558	5229	4	N	N	1	*	*,1558,*
contig_3100	5229	58	Y	N	1	*	3100
contig_2750	5226	15	Y	N	1	*	2750
contig_2988	5217	26	Y	N	1	*	2988
contig_3050	5212	96	Y	N	1	*	3050
contig_1205	5204	67	N	Y	1	230	1205
contig_1283	5198	200	Y	N	4	*	1283
contig_3129	5198	10	Y	N	1	*	3129
contig_2976	5187	27	Y	N	1	*	2976
contig_3165	5163	10	Y	N	1	*	3165
contig_3027	5148	23	Y	N	1	*	3027
contig_3067	5144	34	Y	N	1	*	3067
contig_3109	5140	7	Y	N	1	*	3109
contig_1058	5126	82	N	N	2	*	*,1058,*
contig_915	5126	87	N	N	1	*	*,915,*
contig_3076	5119	26	Y	N	1	*	3076
contig_26	5117	100	N	N	2	*	*,26,*
contig_2910	5109	23	Y	N	1	*	2910
contig_3060	5107	45	Y	N	1	*	3060
contig_1444	5100	54	N	N	1	*	*,1444,*
contig_2923	5084	9	Y	N	1	*	2923
contig_3090	5077	19	Y	N	1	*	3090
contig_527	5076	68	N	Y	22	*	527
contig_827	5064	20	N	N	2	*	*,827,*
contig_2090	5057	138	N	N	4	*	*,2090,*
contig_850	5051	62	N	N	10	*	*,850,*
contig_1802	5046	108	N	Y	1	*	1802
contig_1468	5039	6	N	N	1	*	*,1468,*
contig_1629	5038	9	N	N	1	*	*,1629,*
contig_1864	5037	30	N	Y	2	334	*,1864,*
contig_3077	5037	25	Y	N	1	*	3077
contig_2960	5029	68	Y	N	1	*	2960
contig_3026	5025	31	Y	N	1	*	3026
contig_3130	5025	4	Y	N	1	*	3130
contig_2979	5023	40	Y	N	1	*	2979
contig_2970	5022	9	Y	N	1	*	2970
contig_1066	5021	13	N	N	3	*	*,1066,*
contig_2187	5021	129	N	N	3	*	*,2187,*
contig_892	5015	306	N	N	38	*	*,892,*
contig_2182	5013	153	N	Y	5	322	*,2182,*
contig_3094	5013	9	Y	N	1	*	3094
contig_3006	4985	251	Y	N	2	*	3006
contig_2412	4975	100	N	N	1	*	*,2412,*
contig_2672	4961	69	Y	Y	1	*	2672
contig_2444	4956	137	N	Y	1	*	2444
contig_2842	4956	72	N	Y	4	*	2842,*
contig_2964	4939	52	Y	N	1	*	2964
contig_2922	4938	27	Y	N	1	*	2922
contig_2991	4936	70	Y	N	1	*	2991
contig_2263	4929	39	N	Y	1	274	*,2263,*
contig_3005	4926	122	Y	N	1	*	3005
contig_59	4920	9	N	N	1	*	*,59,*
contig_2825	4919	201	Y	Y	1	*	2825
contig_619	4906	201	N	Y	100	*	619
contig_488	4900	12	N	Y	6	*	488
contig_2396	4897	60	Y	N	2	*	2396
contig_2731	4894	94	N	Y	1	290	*,2731,*
contig_2853	4888	135	N	Y	1	*	2853,*
contig_1453	4884	31	N	N	2	*	*,1453,*
contig_1735	4864	48	N	N	2	*	2793,1735,-2793
contig_1668	4851	20	N	N	4	*	1668
contig_193	4832	16	N	Y	8	*	193
contig_2506	4829	120	N	Y	2	*	2506
contig_2982	4829	599	Y	N	3	*	2982
contig_3158	4823	17	Y	N	1	*	3158
contig_1800	4820	30	N	N	4	*	*,1800,*
contig_1383	4812	19	N	N	1	*	1383,1385
contig_1739	4809	122	N	N	2	*	*,1739,*
contig_2945	4809	105	Y	N	1	*	2945
contig_3036	4808	19	Y	N	1	*	3036
contig_1150	4802	39	N	Y	1	*	1150
contig_1925	4796	10	N	N	2	*	*,1925,*
contig_314	4794	6	N	Y	3	*	314
contig_3044	4793	78	Y	N	1	*	3044
contig_3063	4775	47	Y	N	1	*	3063
contig_962	4771	159	N	Y	53	*	962
contig_2928	4764	14	Y	N	1	*	2928
contig_3101	4763	58	Y	N	1	*	3101
contig_1211	4760	80	N	N	1	*	*,1211,*
contig_2761	4755	328	N	N	3	*	*,2761,*
contig_2117	4754	28	Y	Y	1	*	2117
contig_1375	4751	98	N	N	2	*	1375
contig_1863	4751	12	N	Y	1	334	*,1863,*
contig_3055	4744	24	Y	N	1	*	3055
contig_1038	4743	118	N	Y	1	226	*,1038,*
contig_2419	4734	24	N	Y	1	342	*,2419,*
contig_3045	4719	51	Y	N	1	*	3045
contig_2956	4710	45	Y	N	1	*	2956
contig_879	4710	34	N	Y	3	*	879
contig_18	4702	186	N	N	2	*	*,18,*
contig_3182	4702	59	Y	N	1	*	3182
contig_2850	4682	43	Y	Y	1	*	2850
contig_1562	4678	58	N	Y	2	*	1562,*
contig_2961	4678	51	Y	N	1	*	2961
contig_656	4675	6	N	Y	3	*	656
contig_2936	4671	28	Y	N	1	*	2936
contig_2966	4668	24	Y	N	1	*	2966
contig_1663	4665	131	N	N	4	*	*,1663,*
contig_663	4660	9	N	Y	4	*	663
contig_2990	4659	66	Y	N	1	*	2990
contig_503	4651	36	N	Y	18	*	503
contig_3040	4648	31	Y	N	1	*	3040
contig_2919	4631	47	Y	N	1	*	2919
contig_2478	4620	152	N	Y	1	*	2478
contig_2779	4615	209	Y	Y	1	*	2779
contig_2920	4612	11	Y	N	1	*	2920
contig_2913	4607	71	Y	N	1	*	2913
contig_2869	4605	28	Y	Y	2	*	2869
contig_2801	4602	41	Y	Y	1	*	2801
contig_2931	4601	67	Y	N	1	*	2931
contig_3011	4599	59	Y	N	1	*	3011
contig_111	4598	647	N	Y	323	*	111
contig_2630	4595	44	N	Y	1	*	2630
contig_2674	4595	27	Y	Y	1	*	2674
contig_1104	4589	24	N	Y	1	290	*,1104,*
contig_1838	4587	29	N	Y	2	*	1838
contig_2955	4579	13	Y	N	1	*	2955
contig_3145	4577	12	Y	N	1	*	3145
contig_3142	4576	52	Y	N	1	*	3142
contig_235	4570	27	N	Y	13	*	235
contig_997	4568	123	N	Y	2	*	997
contig_2713	4557	212	N	Y	1	*	2713
contig_2929	4557	56	Y	N	1	*	2929
contig_3035	4554	8	Y	N	1	*	3035
contig_3042	4554	9	Y	N	1	*	3042
contig_471	4549	37	N	Y	18	*	471
contig_1637	4539	125	N	N	1	*	1637,-1636,-1635,1636
contig_1526	4530	350	N	N	3	*	*,1526,*
contig_3137	4514	27	Y	N	1	*	3137
contig_2927	4511	6	Y	N	1	*	2927
contig_118	4510	30	N	Y	6	*	118
contig_311	4500	429	N	Y	214	*	311
contig_1116	4498	27	N	N	1	*	*,1116,*
contig_3087	4495	312	Y	N	2	*	3087
contig_1502	4494	369	N	Y	4	*	1502
contig_3133	4489	13	Y	N	1	*	3133
contig_2420	4485	90	N	Y	1	342	*,2420,*
contig_128	4483	4	N	Y	1	*	128
contig_196	4479	142	N	Y	47	*	196
contig_1547	4478	91	N	N	2	*	*,1547,*
contig_3022	4476	29	Y	N	1	*	3022
contig_806	4469	240	N	Y	60	*	806,*
contig_2827	4468	98	Y	Y	1	*	2827
contig_2735	4443	170	N	Y	4	230	2735
contig_3107	4426	24	Y	N	1	*	3107
contig_1806	4423	112	N	Y	4	*	1806
contig_2963	4420	47	Y	N	1	*	2963
contig_3047	4420	19	Y	N	1	*	3047
contig_3014	4416	23	Y	N	1	*	3014
contig_2323	4412	43	Y	Y	1	174	2323
contig_2641	4410	109	N	N	21	*	*,2641,*
contig_2393	4404	138	N	N	34	*	*,2393,*
contig_2921	4402	36	Y	N	1	*	2921
contig_2005	4401	29	N	N	1	*	*,2005,*
contig_2855	4400	136	N	Y	1	274	*,2855,*
contig_1224	4396	20	N	N	2	*	*,1224,*
contig_43	4390	9	N	Y	1	*	43
contig_1054	4367	127	N	N	7	*	*,1054,*
contig_2995	4366	39	Y	N	1	*	2995
contig_3081	4359	47	Y	N	1	*	3081
contig_3000	4354	12	Y	N	1	*	3000
contig_2391	4351	190	N	N	6	*	*,2391,*
contig_3028	4349	10	Y	N	1	*	3028
contig_1381	4345	26	Y	Y	1	*	1381
contig_177	4339	9	N	Y	4	*	177
contig_2839	4335	24	Y	Y	1	*	2839
contig_1176	4333	112	Y	Y	1	*	1176
contig_3091	4330	121	Y	N	2	*	3091
contig_2753	4322	114	N	N	1	*	*,2753,*
contig_1039	4315	11	N	Y	1	226	*,1039,*
contig_2933	4308	29	Y	N	1	*	2933
contig_1790	4299	53	N	Y	1	*	1790
contig_2797	4298	32	N	N	1	*	*,2797,*
contig_2877	4296	7	N	Y	1	230	2877,*
contig_2446	4293	156	N	Y	1	*	2446
contig_1296	4288	46	N	N	1	*	*,1296,*
contig_1755	4286	143	N	N	1	*	*,1755,*
contig_3056	4283	19	Y	N	1	*	3056
contig_3170	4277	28	Y	N	1	*	3170
contig_1498	4270	44	N	Y	1	238	*,1498
contig_3097	4247	42	Y	N	2	*	3097
contig_1522	4238	278	N	Y	2	244	1522
contig_2441	4238	75	Y	Y	3	*	2441
contig_2737	4227	262	N	Y	2	230	2737
contig_2522	4218	45	N	Y	1	292	*,2522,*
contig_2260	4216	114	N	Y	1	276	*,2260,*
contig_893	4210	236	N	N	6	*	*,893,*
contig_2736	4209	206	N	Y	1	230	2736
contig_2881	4202	60	Y	Y	1	*	2881
contig_3121	4201	44	Y	N	1	*	3121
contig_940	4199	10	N	N	1	*	*,940,*
contig_1965	4182	7	N	Y	1	298	*,1965,*
contig_2564	4177	8	Y	Y	1	208	2564
contig_1179	4157	9	N	N	1	*	*,1179,*
contig_473	4156	176	N	Y	88	*	473
contig_589	4152	56	N	Y	3	*	589
contig_2911	4150	77	Y	N	1	*	2911
contig_68	4148	9	N	Y	1	*	68
contig_3029	4144	45	Y	N	1	*	3029
contig_2985	4140	8	Y	N	1	*	2985
contig_628	4118	401	N	Y	200	*	628
contig_1770	4116	55	N	Y	1	260	1770
contig_2423	4116	112	N	Y	1	302	*,2423,*
contig_239	4113	27	N	Y	9	*	239
contig_2479	4112	7	N	N	1	*	*,2479,*
contig_2876	4110	17	Y	Y	1	*	2876
contig_2984	4106	77	Y	N	1	*	2984
contig_3069	4098	43	Y	N	1	*	3069
contig_286	4097	5	N	Y	2	*	286
contig_1580	4095	10	N	Y	1	248	*,1580,*
contig_3068	4094	18	Y	N	1	*	3068
contig_855	4092	11	N	N	2	*	*,855,*
contig_2149	4084	68	N	Y	2	*	2149
contig_562	4084	95	N	Y	47	*	562
contig_2798	4070	77	N	Y	1	260	2798
contig_35	4070	28	N	Y	7	*	35
contig_2873	4064	10	N	Y	1	302	*,2873,*
contig_555	4055	449	N	Y	224	*	555
contig_2548	4054	143	N	N	4	*	*,2548,*
contig_2150	4050	131	N	Y	1	*	2150
contig_2177	4049	51	Y	Y	2	*	2177
contig_2445	4017	104	N	Y	3	*	2445
contig_1106	4016	39	N	N	1	*	*,1106,*
contig_883	4011	123	N	N	1	*	*,883,*
