Contig ID,Assembly ID,Length,Topology,Clustering status,Viral Cluster,Cluster Name,Host_crisprdb,Host_beebacterium,Genbank accession
,BeeP-11-2013_NODE_2932_length_962_cov_3_549153,962,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_2933_length_962_cov_3_178531,962,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_2934_length_962_cov_2_916384,962,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_518_length_962_cov_3_621469,962,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_2942_length_959_cov_2_602041,959,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_2943_length_959_cov_1_865079,959,Linear,Singleton,,nan,nan,nan,nan
,BeeP-49-2013_NODE_757_length_957_cov_2_734091,957,Linear,Clustered,422_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_2950_length_957_cov_13_154545,957,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_2953_length_957_cov_3_527273,957,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_2954_length_957_cov_3_168182,957,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_2956_length_957_cov_2_556818,957,Linear,Singleton,,nan,nan,nan,nan
,BeeP-44-2013_NODE_353_length_957_cov_4_720455,957,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_2959_length_956_cov_3_805461,956,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_2962_length_956_cov_3_430034,956,Linear,Outlier,,nan,nan,nan,nan
,BeeP-25-2013_NODE_1095_length_956_cov_7_505119,956,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_2974_length_955_cov_1_421412,955,Linear,Singleton,,nan,nan,nan,nan
,BeeP-35-2013_NODE_1968_length_954_cov_10_328392,954,Linear,Clustered,649_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_2976_length_954_cov_1_033067,954,Linear,Singleton,,nan,nan,nan,nan
,BP23_NODE_424_length_953_cov_0_167067,953,Linear,Clustered,276_0,Mixed,nan,nan,nan
,BeeP-11-2013_NODE_2979_length_953_cov_4_598174,953,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_2981_length_953_cov_1_833333,953,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_1108_length_953_cov_3_271689,953,Linear,Singleton,,nan,nan,nan,nan
,BeeP-49-2013_NODE_762_length_953_cov_4_840183,953,Linear,Outlier,,nan,nan,nan,nan
,BP20_NODE_46_length_952_cov_0_290012,952,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_2985_length_951_cov_5_933638,951,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_2999_length_950_cov_1_845361,950,Linear,Clustered,585_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_2997_length_950_cov_2_865979,950,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3007_length_949_cov_2_138761,949,Linear,Clustered,280_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3004_length_949_cov_3_481651,949,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3006_length_949_cov_3_208716,949,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3009_length_949_cov_1_912844,949,Linear,Singleton,,nan,nan,nan,nan
,BeeP-49-2013_NODE_774_length_949_cov_2_248853,949,Linear,Overlap (VC_515/VC_613),,nan,nan,nan,nan
,BeeP-11-2013_NODE_3012_length_948_cov_2_967853,948,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_527_length_948_cov_3_305396,948,Linear,Singleton,,nan,nan,nan,nan
,BP34_NODE_61_length_947_cov_0_277240,947,Linear,Clustered,158_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3018_length_947_cov_2_445977,947,Linear,Outlier,,nan,nan,nan,nan
,BeeP-44-2013_NODE_363_length_947_cov_2_504598,947,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3021_length_946_cov_6_352129,946,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3024_length_946_cov_4_341772,946,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3025_length_946_cov_4_063291,946,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3029_length_946_cov_1_940161,946,Linear,Singleton,,nan,nan,nan,nan
,BeeP-49-2013_NODE_776_length_945_cov_2_940092,945,Linear,Clustered,408_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3032_length_945_cov_3_812212,945,Linear,Singleton,,nan,nan,nan,nan
,BeeP-44-2013_NODE_365_length_945_cov_1_048387,945,Linear,Singleton,,nan,nan,nan,nan
,BeeP-05-2013_NODE_429_length_944_cov_3_618224,944,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3039_length_944_cov_2_644752,944,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3040_length_944_cov_2_391003,944,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3042_length_944_cov_1_632065,944,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3043_length_943_cov_7_032333,943,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3045_length_943_cov_3_476905,943,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3046_length_943_cov_2_789838,943,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3060_length_941_cov_2_407407,941,Linear,Singleton,,nan,nan,nan,nan
,BeeP-35-2013_NODE_2022_length_941_cov_2_421296,941,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_1136_length_940_cov_0_222222,940,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3064_length_940_cov_2_746234,940,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3065_length_940_cov_1_933951,940,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_534_length_940_cov_4_681344,940,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_535_length_940_cov_4_500579,940,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3067_length_939_cov_11_922274,939,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3068_length_939_cov_4_175174,939,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3070_length_939_cov_2_189095,939,Linear,Singleton,,nan,nan,nan,nan
,BP49_NODE_343_length_938_cov_0_545900,938,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3075_length_938_cov_2_224158,938,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3079_length_937_cov_2_510465,937,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_540_length_937_cov_4_270930,937,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3084_length_936_cov_3_691502,936,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3085_length_936_cov_2_573923,936,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3087_length_936_cov_1_974389,936,Linear,Singleton,,nan,nan,nan,nan
,BeeP-47-2013_NODE_274_length_935_cov_2_862471,935,Linear,Clustered,662_0,Myoviridae,nan,nan,nan
,BP10_NODE_665_length_934_cov_0_378844,934,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3094_length_934_cov_4_401400,934,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3099_length_933_cov_3_549065,933,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3100_length_933_cov_3_420561,933,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3102_length_933_cov_2_408879,933,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_546_length_933_cov_4_147196,933,Linear,Singleton,,nan,nan,nan,nan
,BP49_NODE_349_length_932_cov_0_584464,932,Linear,Clustered,405_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3108_length_932_cov_2_368421,932,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3109_length_932_cov_1_906433,932,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_1179_length_932_cov_5_390643,932,Linear,Singleton,,nan,nan,nan,nan
,BeeP-44-2013_NODE_377_length_931_cov_3_100703,931,Linear,Clustered,454_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3110_length_931_cov_4_348946,931,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_1172_length_930_cov_0_384425,930,Linear,Clustered,299_0,Mixed,nan,nan,nan
,BeeP-05-2013_NODE_434_length_930_cov_3_643611,930,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3112_length_930_cov_5_697538,930,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3116_length_930_cov_2_611958,930,Linear,Singleton,,nan,nan,nan,nan
,BP49_NODE_351_length_929_cov_0_924505,929,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3123_length_929_cov_3_235915,929,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3127_length_929_cov_1_840376,929,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3128_length_929_cov_1_145540,929,Linear,Singleton,,nan,nan,nan,nan
,BeeP-34-2013_NODE_185_length_928_cov_2_529965,928,Linear,Clustered,367_0,Siphoviridae,nan,nan,nan
,BeeP-44-2013_NODE_379_length_928_cov_3_954172,928,Linear,Clustered,664_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3130_length_928_cov_2_895417,928,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_1190_length_928_cov_4_947121,928,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3137_length_927_cov_1_769412,927,Linear,Clustered,555_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3134_length_927_cov_7_798824,927,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_1191_length_927_cov_5_871765,927,Linear,Singleton,,nan,nan,nan,nan
,BeeP-49-2013_NODE_794_length_926_cov_6_000000,926,Linear,Clustered,404_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3140_length_926_cov_2_974087,926,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3145_length_925_cov_5_845519,925,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3148_length_925_cov_2_616745,925,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3149_length_925_cov_2_567217,925,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_1190_length_924_cov_0_098381,924,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3151_length_924_cov_22_566706,924,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3153_length_924_cov_1_897285,924,Linear,Singleton,,nan,nan,nan,nan
,BeeP-06-2013_NODE_398_length_923_cov_1_595745,923,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3162_length_922_cov_5_648521,922,Linear,Clustered,81_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3163_length_922_cov_4_737278,922,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3164_length_922_cov_3_805917,922,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3168_length_921_cov_3_360190,921,Linear,Clustered,404_0,Myoviridae,nan,nan,nan
,BeeP-05-2013_NODE_440_length_921_cov_2_396919,921,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3170_length_920_cov_5_215896,920,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3171_length_920_cov_4_569395,920,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3172_length_920_cov_4_397390,920,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3173_length_920_cov_2_747331,920,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3176_length_920_cov_1_951364,920,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3186_length_918_cov_5_517241,918,Linear,Singleton,,nan,nan,nan,nan
,BP23_NODE_461_length_917_cov_0_910804,917,Linear,Clustered,276_0,Mixed,nan,nan,nan
,BeeP-11-2013_NODE_3194_length_917_cov_10_579762,917,Linear,Singleton,,nan,nan,nan,nan
,BeeP-35-2013_NODE_2107_length_917_cov_1_223810,917,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_560_length_916_cov_3_251490,916,Linear,Clustered,651_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3200_length_916_cov_4_692491,916,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3201_length_916_cov_2_286055,916,Linear,Singleton,,nan,nan,nan,nan
,BP50_NODE_557_length_915_cov_0_323678,915,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3208_length_915_cov_1_841289,915,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_1229_length_915_cov_8_673031,915,Linear,Singleton,,nan,nan,nan,nan
,BP32_NODE_155_length_914_cov_0_769231,914,Linear,Singleton,,nan,nan,nan,nan
,BP32_NODE_156_length_914_cov_0_374527,914,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3212_length_914_cov_2_653524,914,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3215_length_913_cov_5_668660,913,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3216_length_913_cov_5_002392,913,Linear,Singleton,,nan,nan,nan,nan
,BeeP-35-2013_NODE_2127_length_913_cov_2_838517,913,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3223_length_912_cov_3_449102,912,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3224_length_912_cov_3_201198,912,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3227_length_912_cov_2_595210,912,Linear,Singleton,,nan,nan,nan,nan
,BP33_NODE_263_length_911_cov_0_473418,911,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3228_length_911_cov_9_020384,911,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3240_length_910_cov_2_381753,910,Linear,Clustered,592_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3242_length_909_cov_11_864183,909,Linear,Clustered,483_0,Myoviridae,nan,nan,nan
,BeeP-05-2013_NODE_446_length_909_cov_4_312500,909,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3241_length_909_cov_17_887019,909,Linear,Singleton,,nan,nan,nan,nan
,BP49_NODE_373_length_908_cov_0_271919,908,Linear,Clustered,406_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3247_length_908_cov_7_577617,908,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3251_length_908_cov_2_984356,908,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_1248_length_907_cov_0_386768,907,Linear,Singleton,,nan,nan,nan,nan
,BeeP-38-2013_NODE_114_length_907_cov_1_249398,907,Linear,Outlier,,nan,nan,nan,nan
,BeeP-37-2013_NODE_576_length_906_cov_1_811821,906,Linear,Clustered,398_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3262_length_906_cov_4_291918,906,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3267_length_905_cov_4_233092,905,Linear,Singleton,,nan,nan,nan,nan
,BeeP-05-2013_NODE_449_length_903_cov_2_449153,903,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3280_length_903_cov_6_983051,903,Linear,Overlap (VC_404/VC_487),,nan,nan,nan,nan
,BeeP-11-2013_NODE_3287_length_903_cov_1_202179,903,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3295_length_902_cov_3_524848,902,Linear,Clustered,521_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3293_length_902_cov_3_744242,902,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3304_length_901_cov_3_379854,901,Linear,Clustered,568_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3306_length_901_cov_2_492718,901,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3310_length_900_cov_3_454435,900,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3314_length_899_cov_4_172749,899,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_1300_length_899_cov_5_018248,899,Linear,Singleton,,nan,nan,nan,nan
,BP23_NODE_476_length_898_cov_0_238095,898,Linear,Clustered,286_0,Mixed,nan,nan,nan
,BP18_NODE_153_length_898_cov_0_380952,898,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3319_length_898_cov_2_566382,898,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3320_length_898_cov_2_512789,898,Linear,Singleton,,nan,nan,nan,nan
,BeeP-49-2013_NODE_823_length_898_cov_5_086480,898,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3324_length_897_cov_33_095122,897,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3328_length_897_cov_3_430488,897,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3329_length_897_cov_3_223171,897,Linear,Singleton,,nan,nan,nan,nan
,BeeP-35-2013_NODE_2189_length_897_cov_3_662195,897,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3332_length_896_cov_5_725275,896,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3334_length_896_cov_4_838828,896,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3336_length_896_cov_3_522589,896,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3342_length_896_cov_2_322344,896,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3347_length_896_cov_1_206349,896,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3348_length_896_cov_1_189255,896,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3350_length_895_cov_8_198044,895,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3351_length_895_cov_3_812958,895,Linear,Overlap (VC_529/VC_530),,nan,nan,nan,nan
,BeeP-11-2013_NODE_3355_length_895_cov_2_509780,895,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3365_length_894_cov_1_670747,894,Linear,Clustered,384_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3358_length_894_cov_4_000000,894,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3359_length_894_cov_3_376989,894,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_1324_length_893_cov_5_620098,893,Linear,Clustered,449_0,Podoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3373_length_893_cov_2_740196,893,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3375_length_893_cov_2_345588,893,Linear,Singleton,,nan,nan,nan,nan
,BeeP-49-2013_NODE_833_length_893_cov_4_564951,893,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_1328_length_892_cov_2_966871,892,Linear,Clustered,639_0,Podoviridae,nan,nan,nan
,BP50_NODE_594_length_892_cov_0_189364,892,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3388_length_891_cov_2_426290,891,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3391_length_891_cov_2_184275,891,Linear,Singleton,,nan,nan,nan,nan
,BeeP-34-2013_NODE_199_length_891_cov_1_286241,891,Linear,Singleton,,nan,nan,nan,nan
,BP18_NODE_156_length_890_cov_0_182055,890,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3396_length_890_cov_2_808118,890,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3411_length_889_cov_1_881773,889,Linear,Clustered,594_0,Siphoviridae,nan,nan,nan
,BeeP-44-2013_NODE_416_length_889_cov_2_306650,889,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3420_length_888_cov_1_702836,888,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3422_length_888_cov_0_795314,888,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3427_length_887_cov_3_095062,887,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3431_length_887_cov_1_185185,887,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3433_length_886_cov_6_211372,886,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3434_length_886_cov_3_878863,886,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3437_length_886_cov_2_798517,886,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3438_length_886_cov_2_707046,886,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3440_length_886_cov_2_255871,886,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_593_length_886_cov_1_991347,886,Linear,Singleton,,nan,nan,nan,nan
,BP3_NODE_185_length_885_cov_0_482984,885,Linear,Clustered,367_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3442_length_885_cov_3_117574,885,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3443_length_885_cov_3_075495,885,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3448_length_884_cov_10_956629,884,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3456_length_883_cov_6_987593,883,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3459_length_883_cov_3_225806,883,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_596_length_883_cov_1_163772,883,Linear,Singleton,,nan,nan,nan,nan
,BP18_NODE_159_length_882_cov_0_470434,882,Linear,Singleton,,nan,nan,nan,nan
,BP34_NODE_69_length_882_cov_0_411301,882,Linear,Singleton,,nan,nan,nan,nan
,BP23_NODE_490_length_880_cov_0_289855,880,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_1356_length_879_cov_0_407652,879,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3476_length_879_cov_2_597257,879,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_1363_length_878_cov_0_270806,878,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3484_length_878_cov_1_176030,878,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3485_length_877_cov_7_836250,877,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_1382_length_876_cov_6_657071,876,Linear,Clustered,276_0,Podoviridae,nan,nan,nan
,BP24_NODE_1371_length_876_cov_0_283444,876,Linear,Singleton,,nan,nan,nan,nan
,BeeP-05-2013_NODE_464_length_876_cov_2_152691,876,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3493_length_876_cov_3_334168,876,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3499_length_876_cov_1_882353,876,Linear,Singleton,,nan,nan,nan,nan
,BeeP-49-2013_NODE_860_length_876_cov_3_324155,876,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3503_length_875_cov_3_952381,875,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3504_length_875_cov_2_769424,875,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3508_length_874_cov_5_775408,874,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3509_length_874_cov_4_451694,874,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3513_length_874_cov_2_772898,874,Linear,Singleton,,nan,nan,nan,nan
,BeeP-26-2013_NODE_45_length_874_cov_2_176913,874,Linear,Singleton,,nan,nan,nan,nan
,BP18_NODE_162_length_873_cov_0_265957,873,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3521_length_873_cov_1_585427,873,Linear,Singleton,,nan,nan,nan,nan
,BeeP-49-2013_NODE_863_length_873_cov_2_575377,873,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3523_length_872_cov_3_324528,872,Linear,Clustered,9_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3528_length_872_cov_2_090566,872,Linear,Singleton,,nan,nan,nan,nan
,BeeP-44-2013_NODE_437_length_872_cov_1_566038,872,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3531_length_871_cov_3_648615,871,Linear,Clustered,596_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3537_length_869_cov_3_483586,869,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_1411_length_867_cov_0_191689,867,Linear,Singleton,,nan,nan,nan,nan
,BP49_NODE_399_length_867_cov_0_690349,867,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3547_length_867_cov_2_756962,867,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3548_length_867_cov_2_077215,867,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_1414_length_866_cov_0_193289,866,Linear,Singleton,,nan,nan,nan,nan
,BeeP-06-2013_NODE_438_length_866_cov_3_221800,866,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3553_length_866_cov_3_907478,866,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3554_length_866_cov_2_808619,866,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_1416_length_865_cov_0_612903,865,Linear,Singleton,,nan,nan,nan,nan
,BeeP-05-2013_NODE_470_length_865_cov_1_110406,865,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3564_length_864_cov_6_047014,864,Linear,Clustered,597_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_3563_length_864_cov_6_461245,864,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3566_length_864_cov_3_880559,864,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3570_length_863_cov_4_040712,863,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3571_length_863_cov_3_936387,863,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_623_length_863_cov_4_395674,863,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3575_length_862_cov_15_448408,862,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3590_length_861_cov_2_085459,861,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3593_length_860_cov_4_430396,860,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_3598_length_859_cov_3_714834,859,Linear,Singleton,,nan,nan,nan,nan
