,Major capsid,Minor capsid,Baseplate,Major tail,Minor tail,Portal,Tail fiber,Tail shaft,Collar,HTJ,Other,Confidence
contig_1838_phanotate_4_geneCall,0.04,0.21,0.10,0.06,0.08,0.07,0.20,0.08,0.20,0.05,8.92,1.00
contig_1838_phanotate_5_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1838_phanotate_6_geneCall,0.00,0.01,0.00,0.00,0.01,0.01,0.02,0.00,0.00,0.00,9.94,1.00
contig_1838_phanotate_7_geneCall,0.01,1.88,0.00,0.00,0.01,0.07,0.08,0.00,0.01,0.66,7.29,0.99
contig_1838_phanotate_8_geneCall,0.38,0.48,2.50,0.29,0.26,0.64,0.47,0.13,0.20,3.52,1.13,0.63
contig_1838_phanotate_9_geneCall,0.00,0.02,0.00,0.00,0.00,0.01,0.02,0.00,0.00,0.03,9.92,1.00
contig_1838_phanotate_10_geneCall,0.00,0.01,0.00,0.00,0.01,0.01,0.02,0.00,0.00,0.00,9.94,1.00
contig_1838_phanotate_11_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1838_phanotate_12_geneCall,0.04,0.19,0.10,0.07,0.09,0.06,0.18,0.07,0.21,0.04,8.95,1.00
contig_1874_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1874_phanotate_2_geneCall,0.01,0.15,0.00,0.01,0.02,0.17,0.04,0.00,0.04,5.08,4.48,0.75
contig_1874_phanotate_3_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1874_phanotate_4_geneCall,0.06,7.88,0.04,0.03,0.07,0.44,0.14,0.05,0.05,0.18,1.05,0.27
contig_1874_phanotate_5_geneCall,0.00,0.69,0.01,0.05,0.06,0.01,0.05,0.01,0.00,0.14,8.98,1.00
contig_1874_phanotate_6_geneCall,1.02,0.88,0.78,0.41,0.51,1.34,0.99,0.56,0.66,0.99,1.86,0.96
contig_1874_phanotate_7_geneCall,0.06,7.88,0.04,0.03,0.07,0.44,0.14,0.05,0.05,0.18,1.05,0.27
contig_1874_phanotate_8_geneCall,0.01,0.15,0.00,0.01,0.02,0.17,0.04,0.00,0.04,5.08,4.48,0.75
contig_1874_phanotate_9_geneCall,0.02,2.14,0.04,0.01,0.05,2.10,0.05,0.02,0.09,0.36,5.10,0.98
contig_1874_phanotate_10_geneCall,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.88,1.00
contig_1888_phanotate_1_geneCall,0.22,0.41,0.23,0.03,0.17,4.83,0.19,0.03,0.11,0.25,3.53,0.92
contig_1888_phanotate_2_geneCall,0.05,2.61,0.05,0.04,0.07,0.40,0.17,0.05,0.16,0.09,6.32,0.98
contig_1888_phanotate_3_geneCall,0.01,0.09,0.01,0.00,0.00,0.01,0.17,0.01,0.00,0.00,9.69,1.00
contig_1888_phanotate_4_geneCall,0.03,0.16,0.04,0.03,0.04,0.46,0.08,0.03,0.11,0.86,8.17,0.99
contig_1888_phanotate_5_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1888_phanotate_6_geneCall,0.44,2.22,0.92,0.27,0.32,1.42,1.37,0.22,0.85,0.26,1.70,0.08
contig_1891_phanotate_1_geneCall,0.00,0.03,0.01,0.00,0.02,0.00,0.02,0.00,0.00,0.01,9.89,1.00
contig_1891_phanotate_2_geneCall,0.00,0.01,0.01,0.00,0.00,0.01,0.02,0.00,0.01,0.01,9.93,1.00
contig_1891_phanotate_3_geneCall,0.27,0.79,0.17,0.15,0.27,0.46,0.41,0.11,0.18,0.57,6.62,0.98
contig_1891_phanotate_4_geneCall,0.29,0.82,0.52,0.20,0.27,2.41,1.81,0.25,0.70,0.31,2.41,0.96
contig_1891_phanotate_5_geneCall,0.08,4.57,0.05,0.08,0.06,0.38,0.27,0.18,0.07,0.37,3.89,0.14
contig_1891_phanotate_6_geneCall,0.27,0.79,0.17,0.15,0.27,0.46,0.41,0.11,0.18,0.57,6.62,0.98
contig_1891_phanotate_7_geneCall,0.00,0.01,0.01,0.00,0.00,0.01,0.02,0.00,0.01,0.01,9.93,1.00
contig_1891_phanotate_8_geneCall,0.00,0.06,0.01,0.01,0.02,0.02,0.06,0.01,0.01,0.03,9.78,1.00
contig_1891_phanotate_9_geneCall,0.02,0.72,0.05,0.03,0.04,0.63,0.23,0.02,0.12,0.04,8.09,0.99
contig_1891_phanotate_10_geneCall,1.48,0.05,1.24,0.06,0.16,0.73,0.56,0.02,0.03,0.94,4.72,0.98
contig_1891_phanotate_11_geneCall,0.83,0.20,3.52,0.05,0.25,0.15,0.25,0.19,0.20,0.10,4.27,0.97
contig_1891_phanotate_12_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1891_phanotate_13_geneCall,0.01,0.05,0.08,0.07,0.03,0.01,0.02,0.00,0.01,0.88,8.84,1.00
contig_1891_phanotate_14_geneCall,0.00,0.07,0.02,0.00,0.00,0.00,0.15,0.00,0.00,0.05,9.70,1.00
contig_1891_phanotate_15_geneCall,0.00,0.06,0.01,0.00,0.01,0.08,0.02,0.02,0.05,0.02,9.73,1.00
contig_1891_phanotate_16_geneCall,0.01,0.66,0.05,0.01,0.61,0.07,0.18,0.02,0.03,0.10,8.28,0.99
contig_1891_phanotate_17_geneCall,0.02,0.29,0.04,0.02,0.11,0.43,0.15,0.01,0.05,0.09,8.78,1.00
contig_1891_phanotate_18_geneCall,1.45,0.24,0.04,0.01,0.00,0.04,0.04,0.02,0.29,0.01,7.87,0.99
contig_1891_phanotate_19_geneCall,0.00,1.45,0.01,0.00,0.03,0.04,0.18,0.01,0.01,0.01,8.27,0.99
contig_1891_phanotate_20_geneCall,0.01,0.04,0.01,0.00,0.01,2.74,0.02,0.00,0.05,0.46,6.65,0.98
contig_1891_phanotate_21_geneCall,0.10,0.36,2.68,0.10,0.17,0.59,0.36,0.06,0.11,4.19,1.28,0.68
contig_1891_phanotate_22_geneCall,0.00,0.29,0.00,0.00,0.00,0.02,0.04,0.00,0.01,0.50,9.13,1.00
contig_1891_phanotate_23_geneCall,0.00,0.01,0.00,0.00,0.01,0.01,0.02,0.00,0.00,0.00,9.95,1.00
contig_1891_phanotate_24_geneCall,0.00,0.01,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.02,9.95,1.00
contig_1891_phanotate_25_geneCall,0.01,0.22,0.03,0.02,0.14,2.17,0.05,0.02,0.11,3.49,3.73,0.97
contig_1891_phanotate_26_geneCall,0.05,0.25,0.10,0.05,0.12,0.10,0.24,0.07,0.32,0.06,8.66,1.00
contig_1891_phanotate_27_geneCall,0.11,1.21,0.03,0.05,0.05,0.07,0.44,0.02,0.42,0.04,7.56,0.99
contig_1891_phanotate_28_geneCall,0.04,0.20,0.02,0.04,0.05,0.01,0.06,0.03,0.05,0.13,9.38,1.00
contig_1891_phanotate_29_geneCall,0.04,0.06,0.06,0.01,0.04,0.02,0.27,0.01,0.22,0.03,9.25,1.00
contig_1891_phanotate_30_geneCall,0.08,1.43,0.09,0.06,0.09,1.01,0.09,0.04,0.19,0.59,6.33,0.98
contig_1891_phanotate_31_geneCall,0.30,1.10,0.79,0.54,0.99,0.22,1.64,0.22,0.40,0.34,3.45,0.97
contig_1891_phanotate_32_geneCall,0.36,0.39,1.09,0.28,0.55,0.70,0.51,0.18,0.86,1.40,3.66,0.97
contig_1891_phanotate_33_geneCall,0.45,0.96,2.67,0.38,0.38,1.67,1.43,0.57,0.39,0.31,0.80,0.75
contig_1891_phanotate_34_geneCall,0.07,1.71,0.18,0.05,0.04,0.24,0.11,0.04,0.08,1.22,6.26,0.98
contig_1891_phanotate_35_geneCall,0.28,0.81,0.60,0.90,0.92,0.66,1.13,0.41,1.57,0.61,2.11,0.96
contig_1891_phanotate_36_geneCall,0.28,0.81,0.60,0.90,0.92,0.66,1.13,0.41,1.57,0.61,2.11,0.96
contig_1891_phanotate_37_geneCall,0.07,1.71,0.18,0.05,0.04,0.24,0.11,0.04,0.08,1.22,6.26,0.98
contig_1891_phanotate_38_geneCall,0.45,0.96,2.67,0.38,0.38,1.67,1.43,0.57,0.39,0.31,0.80,0.75
contig_1891_phanotate_39_geneCall,0.36,0.39,1.09,0.28,0.55,0.70,0.51,0.18,0.86,1.40,3.66,0.97
contig_1891_phanotate_40_geneCall,0.30,1.10,0.79,0.54,0.99,0.22,1.64,0.22,0.40,0.34,3.45,0.97
contig_1891_phanotate_41_geneCall,0.08,1.43,0.09,0.06,0.09,1.01,0.09,0.04,0.19,0.59,6.33,0.98
contig_1891_phanotate_42_geneCall,0.04,0.06,0.06,0.01,0.04,0.02,0.27,0.01,0.22,0.03,9.25,1.00
contig_1891_phanotate_43_geneCall,0.04,0.20,0.02,0.04,0.05,0.01,0.06,0.03,0.05,0.13,9.38,1.00
contig_1891_phanotate_44_geneCall,0.11,1.21,0.03,0.05,0.05,0.07,0.44,0.02,0.42,0.04,7.56,0.99
contig_1891_phanotate_45_geneCall,0.05,0.25,0.10,0.05,0.12,0.10,0.24,0.07,0.32,0.06,8.66,1.00
contig_1891_phanotate_46_geneCall,0.01,0.22,0.03,0.02,0.14,2.17,0.05,0.02,0.11,3.49,3.73,0.97
contig_1891_phanotate_47_geneCall,0.00,0.01,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.02,9.95,1.00
contig_1891_phanotate_48_geneCall,0.00,0.01,0.00,0.00,0.01,0.01,0.02,0.00,0.00,0.00,9.95,1.00
contig_1891_phanotate_49_geneCall,0.00,0.29,0.00,0.00,0.00,0.02,0.04,0.00,0.01,0.50,9.13,1.00
contig_1891_phanotate_50_geneCall,0.10,0.36,2.68,0.10,0.17,0.59,0.36,0.06,0.11,4.19,1.28,0.68
contig_1891_phanotate_51_geneCall,0.01,0.04,0.01,0.00,0.01,2.74,0.02,0.00,0.05,0.46,6.65,0.98
contig_1891_phanotate_52_geneCall,0.00,1.45,0.01,0.00,0.03,0.04,0.18,0.01,0.01,0.01,8.27,0.99
contig_1891_phanotate_53_geneCall,0.25,0.18,0.27,0.04,0.07,0.32,0.32,0.11,0.15,0.42,7.87,0.99
contig_1891_phanotate_54_geneCall,0.02,0.29,0.04,0.02,0.11,0.43,0.15,0.01,0.05,0.09,8.78,1.00
contig_1891_phanotate_55_geneCall,0.03,0.36,0.04,0.03,0.41,0.10,0.32,0.04,0.11,0.10,8.46,0.99
contig_1891_phanotate_56_geneCall,0.01,0.17,0.16,0.15,1.35,0.23,0.39,0.07,0.07,0.08,7.31,0.99
contig_1891_phanotate_57_geneCall,0.00,0.07,0.02,0.00,0.00,0.00,0.15,0.00,0.00,0.05,9.70,1.00
contig_1891_phanotate_58_geneCall,0.01,0.05,0.08,0.07,0.03,0.01,0.02,0.00,0.01,0.88,8.84,1.00
contig_1891_phanotate_59_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1891_phanotate_60_geneCall,0.60,0.22,3.37,0.05,0.21,0.19,0.26,0.24,0.16,0.13,4.55,0.98
contig_1891_phanotate_61_geneCall,1.48,0.05,1.24,0.06,0.16,0.73,0.56,0.02,0.03,0.94,4.72,0.98
contig_1897_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1897_phanotate_2_geneCall,0.00,0.01,0.00,0.00,0.01,0.01,0.02,0.00,0.00,0.00,9.95,1.00
contig_1897_phanotate_3_geneCall,0.00,0.29,0.00,0.00,0.00,0.02,0.04,0.00,0.01,0.50,9.13,1.00
contig_1897_phanotate_4_geneCall,0.10,0.36,2.68,0.10,0.17,0.59,0.36,0.06,0.11,4.19,1.28,0.68
contig_1897_phanotate_5_geneCall,0.01,0.04,0.01,0.00,0.01,2.74,0.02,0.00,0.05,0.46,6.65,0.98
contig_1897_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1897_phanotate_7_geneCall,0.24,1.22,0.52,0.10,0.16,0.20,0.59,0.11,0.20,0.24,6.41,0.98
contig_1897_phanotate_8_geneCall,0.02,0.29,0.04,0.02,0.11,0.43,0.15,0.01,0.05,0.09,8.78,1.00
contig_1897_phanotate_9_geneCall,0.03,0.36,0.04,0.03,0.41,0.10,0.32,0.04,0.11,0.10,8.46,0.99
contig_1897_phanotate_10_geneCall,0.01,0.17,0.16,0.15,1.35,0.23,0.39,0.07,0.07,0.08,7.31,0.99
contig_1897_phanotate_11_geneCall,0.00,0.07,0.02,0.00,0.00,0.00,0.15,0.00,0.00,0.05,9.70,1.00
contig_1897_phanotate_12_geneCall,0.01,0.05,0.08,0.07,0.03,0.01,0.02,0.00,0.01,0.88,8.84,1.00
contig_1897_phanotate_13_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1897_phanotate_14_geneCall,1.71,0.24,1.59,0.13,0.31,0.57,0.33,0.44,0.36,0.27,4.07,0.97
contig_1897_phanotate_15_geneCall,0.03,0.36,0.04,0.03,0.41,0.10,0.32,0.04,0.11,0.10,8.46,0.99
contig_1897_phanotate_16_geneCall,0.02,0.29,0.04,0.02,0.11,0.43,0.15,0.01,0.05,0.09,8.78,1.00
contig_1897_phanotate_17_geneCall,0.07,1.37,0.17,0.08,0.15,0.33,0.62,0.15,0.11,0.14,6.82,0.98
contig_1897_phanotate_18_geneCall,0.01,0.04,0.01,0.00,0.01,2.74,0.02,0.00,0.05,0.46,6.65,0.98
contig_1897_phanotate_19_geneCall,0.38,0.48,2.50,0.29,0.26,0.64,0.47,0.13,0.20,3.52,1.13,0.63
contig_1897_phanotate_20_geneCall,0.01,2.02,0.00,0.01,0.01,0.25,0.04,0.01,0.02,0.59,7.05,0.99
contig_1900_phanotate_1_geneCall,0.05,0.07,0.04,0.01,0.10,0.05,0.12,0.01,0.04,0.16,9.34,1.00
contig_1900_phanotate_2_geneCall,0.00,0.01,0.00,0.00,0.07,0.14,0.02,0.00,0.00,0.00,9.75,1.00
contig_1900_phanotate_3_geneCall,0.00,0.02,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.56,9.39,1.00
contig_1900_phanotate_4_geneCall,0.00,0.10,1.55,0.11,0.10,0.09,0.30,0.04,0.05,0.22,7.45,0.99
contig_1900_phanotate_5_geneCall,0.01,0.12,0.02,0.01,0.02,0.00,0.20,0.00,0.02,0.24,9.37,1.00
contig_1900_phanotate_6_geneCall,0.00,0.02,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.00,9.94,1.00
contig_1900_phanotate_7_geneCall,0.45,0.05,0.02,0.00,0.03,0.01,0.11,0.00,0.03,0.26,9.04,1.00
contig_1900_phanotate_8_geneCall,1.68,2.53,0.05,0.57,0.27,0.70,0.25,0.05,0.11,0.36,3.43,0.97
contig_1900_phanotate_9_geneCall,0.00,0.02,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.01,9.93,1.00
contig_1900_phanotate_10_geneCall,0.00,1.58,0.02,0.00,0.00,0.00,0.01,0.00,0.00,0.00,8.39,0.99
contig_1900_phanotate_11_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1900_phanotate_12_geneCall,0.00,2.19,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.00,7.78,0.99
contig_1900_phanotate_13_geneCall,0.01,0.38,0.03,0.01,0.02,0.03,0.04,0.02,0.01,0.07,9.38,1.00
contig_1900_phanotate_14_geneCall,0.10,0.37,0.08,0.12,0.37,0.86,0.50,0.08,0.17,0.64,6.69,0.98
contig_1900_phanotate_15_geneCall,0.10,0.25,0.26,0.11,0.48,0.08,0.29,0.09,0.09,1.56,6.70,0.98
contig_1900_phanotate_16_geneCall,0.04,0.11,0.44,0.00,0.03,0.01,0.03,0.01,0.01,0.30,9.03,1.00
contig_1900_phanotate_17_geneCall,0.24,0.94,0.08,0.07,0.12,4.81,0.75,0.04,0.19,0.35,2.40,0.92
contig_1900_phanotate_18_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1900_phanotate_19_geneCall,0.11,0.34,0.19,0.16,0.19,0.61,0.79,0.14,0.41,0.25,6.82,0.98
contig_1900_phanotate_20_geneCall,0.03,0.34,0.08,0.11,0.50,0.17,0.28,0.03,0.13,0.10,8.23,0.99
contig_1900_phanotate_21_geneCall,0.00,0.09,0.02,0.01,0.01,0.04,0.05,0.01,0.25,0.17,9.36,1.00
contig_1900_phanotate_22_geneCall,0.00,0.04,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.01,9.90,1.00
contig_1900_phanotate_23_geneCall,0.04,0.34,0.02,0.03,0.07,4.37,0.10,0.07,0.09,0.19,4.69,0.98
contig_1900_phanotate_24_geneCall,0.00,0.01,0.00,0.03,0.01,0.01,0.01,0.00,0.01,0.03,9.89,1.00
contig_1900_phanotate_25_geneCall,0.02,0.09,0.05,0.02,0.05,0.31,0.11,0.11,0.23,2.90,6.10,0.98
contig_1900_phanotate_26_geneCall,0.00,0.07,0.02,0.01,0.05,0.02,0.04,0.01,0.02,0.15,9.61,1.00
contig_1900_phanotate_27_geneCall,0.02,0.14,0.04,0.01,0.03,0.58,0.08,0.03,0.09,0.06,8.91,1.00
contig_1912_phanotate_1_geneCall,0.00,0.41,0.02,0.00,0.04,0.02,0.13,0.00,0.01,0.00,9.37,1.00
contig_1912_phanotate_2_geneCall,0.00,0.11,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,9.87,1.00
contig_1912_phanotate_3_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1912_phanotate_4_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,9.98,1.00
contig_1912_phanotate_5_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1912_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1912_phanotate_7_geneCall,0.00,0.08,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.05,9.84,1.00
contig_1912_phanotate_8_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1912_phanotate_9_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1912_phanotate_10_geneCall,0.01,0.23,0.04,0.04,0.03,0.16,0.23,0.02,0.28,0.99,7.97,0.99
contig_1912_phanotate_11_geneCall,0.00,0.04,0.00,0.00,0.02,0.00,0.01,0.00,0.01,0.72,9.18,1.00
contig_1912_phanotate_12_geneCall,0.01,1.43,0.05,0.01,0.05,0.22,0.07,0.00,0.03,0.08,8.06,0.99
contig_1912_phanotate_13_geneCall,0.00,0.06,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.39,9.53,1.00
contig_1912_phanotate_14_geneCall,0.00,0.01,1.40,0.04,1.60,0.00,0.10,0.00,0.00,0.08,6.77,0.98
contig_1912_phanotate_15_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1912_phanotate_16_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1912_phanotate_17_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,9.97,1.00
contig_1912_phanotate_18_geneCall,0.00,0.01,0.00,0.00,0.17,0.02,0.02,0.01,0.00,0.37,9.39,1.00
contig_1912_phanotate_19_geneCall,0.00,0.12,0.01,0.00,0.07,0.00,0.01,0.00,0.00,0.01,9.77,1.00
contig_1912_phanotate_20_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1912_phanotate_21_geneCall,0.00,0.08,0.95,0.01,0.38,0.10,0.07,0.00,0.01,0.92,7.48,0.99
contig_1912_phanotate_22_geneCall,0.00,0.01,0.00,0.00,0.00,0.01,0.02,0.00,0.00,0.00,9.95,1.00
contig_1912_phanotate_23_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1912_phanotate_24_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,8.24,0.99
contig_1912_phanotate_25_geneCall,0.00,0.48,0.00,0.00,0.00,0.32,0.03,0.00,0.00,0.00,9.16,1.00
contig_1912_phanotate_26_geneCall,0.02,0.29,0.06,0.03,0.13,0.17,0.12,0.02,0.04,0.03,9.08,1.00
contig_1912_phanotate_27_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1912_phanotate_28_geneCall,0.00,0.09,0.01,0.00,0.03,0.01,0.02,0.01,0.01,0.05,9.78,1.00
contig_1912_phanotate_29_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1912_phanotate_30_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1912_phanotate_31_geneCall,0.59,1.85,0.11,0.36,0.19,1.83,0.34,0.23,0.32,0.36,3.83,0.97
contig_1912_phanotate_32_geneCall,0.31,2.44,0.44,0.81,0.23,0.49,0.88,0.80,0.65,0.56,2.39,0.08
contig_1912_phanotate_33_geneCall,0.28,2.16,0.63,0.15,0.20,3.31,0.37,0.09,0.27,0.30,2.26,0.85
contig_1912_phanotate_34_geneCall,0.12,0.36,0.11,0.08,0.12,0.33,0.24,0.13,0.28,0.31,7.93,0.99
contig_1912_phanotate_35_geneCall,0.36,1.19,0.77,0.48,0.59,0.81,1.31,0.29,0.73,0.96,2.51,0.96
contig_1912_phanotate_36_geneCall,0.04,0.09,0.04,0.09,0.23,0.11,0.08,0.04,0.14,0.11,9.03,1.00
contig_1912_phanotate_37_geneCall,0.01,0.20,0.03,0.04,0.04,0.01,0.05,0.02,0.02,0.15,9.44,1.00
contig_1912_phanotate_38_geneCall,0.00,0.10,0.00,0.00,0.00,0.98,0.01,0.00,0.01,0.06,8.83,1.00
contig_1912_phanotate_39_geneCall,0.00,0.02,0.00,0.00,0.01,1.22,0.01,0.00,0.04,0.69,8.01,0.99
contig_1912_phanotate_40_geneCall,0.00,0.02,0.21,0.00,0.19,0.00,0.03,0.07,0.00,4.95,4.52,0.73
contig_1912_phanotate_41_geneCall,1.58,1.51,0.50,0.94,0.72,1.24,0.69,0.47,0.74,0.43,1.20,0.80
contig_1912_phanotate_42_geneCall,0.14,0.28,0.08,0.01,0.10,0.04,0.22,0.02,0.12,0.74,8.25,0.99
contig_1912_phanotate_43_geneCall,0.05,0.20,0.09,0.03,0.06,0.18,0.15,0.03,0.13,2.22,6.87,0.99
contig_1912_phanotate_44_geneCall,1.96,4.10,0.24,0.08,0.23,0.14,0.68,0.13,0.23,0.27,1.93,0.12
contig_1912_phanotate_45_geneCall,2.58,1.86,0.06,0.10,0.11,1.68,0.15,0.04,0.22,1.09,2.12,0.84
contig_1912_phanotate_46_geneCall,0.00,0.36,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,9.62,1.00
contig_1912_phanotate_47_geneCall,0.52,0.76,0.39,0.14,0.43,0.87,3.22,0.14,1.14,0.59,1.80,0.47
contig_1912_phanotate_48_geneCall,0.00,0.14,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.05,9.78,1.00
contig_1912_phanotate_49_geneCall,0.01,0.08,0.01,0.10,0.34,0.03,0.12,0.02,0.04,0.03,9.22,1.00
contig_1912_phanotate_50_geneCall,0.05,0.41,0.03,0.04,0.08,0.21,0.10,0.01,0.15,0.23,8.69,1.00
contig_1912_phanotate_51_geneCall,0.00,0.06,0.02,0.00,0.01,0.02,0.11,0.01,0.01,0.02,9.74,1.00
contig_1912_phanotate_52_geneCall,0.19,0.33,0.58,0.11,0.29,0.63,0.21,0.14,0.28,2.04,5.20,0.98
contig_1912_phanotate_53_geneCall,0.01,0.03,0.01,0.01,0.07,0.04,0.02,0.00,0.02,0.04,9.76,1.00
contig_1912_phanotate_54_geneCall,0.32,2.43,2.78,0.16,0.28,1.09,0.91,0.28,0.38,0.41,0.96,0.76
contig_1912_phanotate_55_geneCall,0.71,0.17,0.04,0.03,0.21,0.23,0.15,0.04,0.58,0.31,7.54,0.99
contig_1912_phanotate_56_geneCall,0.15,0.66,1.37,0.32,1.19,0.18,4.26,0.16,0.32,0.27,1.14,0.57
contig_1912_phanotate_57_geneCall,0.11,1.56,0.12,0.20,0.18,1.00,1.06,0.15,0.16,0.33,5.13,0.98
contig_1912_phanotate_58_geneCall,0.38,0.46,0.22,0.21,0.45,0.65,2.86,0.14,0.83,0.70,3.11,0.97
contig_1912_phanotate_59_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1912_phanotate_60_geneCall,0.01,0.03,0.01,0.00,0.08,0.05,0.03,0.00,0.03,5.17,4.59,0.76
contig_1912_phanotate_61_geneCall,0.03,0.07,0.01,0.00,0.22,0.39,0.07,0.02,0.04,5.44,3.72,0.77
contig_1912_phanotate_62_geneCall,0.39,0.33,0.20,0.17,0.34,0.39,4.32,0.10,0.77,0.43,2.57,0.57
contig_1912_phanotate_63_geneCall,0.10,1.11,0.06,0.12,0.09,1.39,0.57,0.07,0.30,0.42,5.78,0.98
contig_1912_phanotate_64_geneCall,0.17,0.94,0.63,0.17,0.89,0.21,4.11,0.14,0.88,0.22,1.64,0.56
contig_1912_phanotate_65_geneCall,0.33,2.57,2.62,0.16,0.28,1.14,0.88,0.27,0.38,0.39,0.98,0.75
contig_1912_phanotate_66_geneCall,0.01,0.03,0.01,0.01,0.07,0.04,0.02,0.00,0.02,0.04,9.76,1.00
contig_1912_phanotate_67_geneCall,0.19,0.33,0.58,0.11,0.29,0.63,0.21,0.14,0.28,2.04,5.20,0.98
contig_1912_phanotate_68_geneCall,0.00,0.06,0.02,0.00,0.01,0.02,0.11,0.01,0.01,0.02,9.74,1.00
contig_1912_phanotate_69_geneCall,0.05,0.41,0.03,0.04,0.08,0.21,0.10,0.01,0.15,0.23,8.69,1.00
contig_1912_phanotate_70_geneCall,0.01,0.08,0.01,0.10,0.34,0.03,0.12,0.02,0.04,0.03,9.22,1.00
contig_1912_phanotate_71_geneCall,0.35,0.67,0.42,0.11,0.39,0.99,2.82,0.12,0.94,0.70,2.48,0.43
contig_1912_phanotate_72_geneCall,1.66,4.53,0.07,0.10,0.06,0.64,0.09,0.03,0.10,0.14,2.58,0.13
contig_1912_phanotate_73_geneCall,1.34,2.41,0.78,0.14,0.22,0.18,2.11,0.44,0.38,0.48,1.53,0.08
contig_1912_phanotate_74_geneCall,0.05,0.20,0.09,0.03,0.06,0.18,0.15,0.03,0.13,2.22,6.87,0.99
contig_1912_phanotate_75_geneCall,2.00,1.35,0.52,0.74,0.47,0.53,0.65,0.62,0.48,0.52,2.11,0.96
contig_1912_phanotate_76_geneCall,0.00,0.04,0.14,0.00,0.15,0.01,0.05,0.05,0.01,4.82,4.73,0.71
contig_1912_phanotate_77_geneCall,0.00,0.12,0.01,0.01,0.05,2.02,0.13,0.01,0.14,1.64,5.87,0.98
contig_1912_phanotate_78_geneCall,0.00,0.10,0.00,0.00,0.00,0.98,0.01,0.00,0.01,0.06,8.83,1.00
