,Major capsid,Minor capsid,Baseplate,Major tail,Minor tail,Portal,Tail fiber,Tail shaft,Collar,HTJ,Other,Confidence
contig_3081_phanotate_7_geneCall,0.16,3.02,0.42,0.14,0.16,0.57,0.46,0.13,0.23,0.27,4.44,0.98
contig_3081_phanotate_8_geneCall,0.00,0.02,0.00,0.00,0.00,3.89,0.00,0.00,0.00,0.14,5.93,0.98
contig_3081_phanotate_9_geneCall,0.04,0.38,0.09,0.04,0.11,2.88,0.08,0.02,0.22,2.70,3.45,0.97
contig_3081_phanotate_10_geneCall,0.07,0.25,0.10,0.09,0.08,4.38,0.12,0.02,0.07,1.37,3.46,0.90
contig_3081_phanotate_11_geneCall,0.00,0.02,0.00,0.00,0.00,3.89,0.00,0.00,0.00,0.14,5.93,0.98
contig_3081_phanotate_12_geneCall,0.16,3.02,0.42,0.14,0.16,0.57,0.46,0.13,0.23,0.27,4.44,0.98
contig_3081_phanotate_13_geneCall,0.00,0.02,0.00,0.00,0.00,0.01,0.03,0.00,0.09,0.05,9.79,1.00
contig_3089_phanotate_1_geneCall,0.00,0.00,0.01,0.00,0.22,0.00,0.01,0.00,0.00,0.02,9.73,1.00
contig_3089_phanotate_2_geneCall,0.47,0.34,0.05,0.05,0.34,0.29,0.43,0.04,0.10,0.27,7.62,0.99
contig_3089_phanotate_3_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_3089_phanotate_4_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.20,9.78,1.00
contig_3089_phanotate_5_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_3089_phanotate_6_geneCall,0.00,0.01,0.29,0.00,0.08,0.00,0.05,0.04,0.01,0.14,9.38,1.00
contig_3089_phanotate_7_geneCall,0.00,0.02,0.26,0.01,0.03,0.00,0.03,0.01,0.01,0.12,9.50,1.00
contig_3089_phanotate_8_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_3089_phanotate_9_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_3089_phanotate_10_geneCall,0.09,0.45,0.27,0.08,0.22,0.59,0.24,0.14,0.13,0.92,6.88,0.99
contig_3089_phanotate_11_geneCall,0.02,0.03,0.19,0.01,0.03,0.01,0.16,0.00,0.15,0.10,9.31,1.00
contig_3089_phanotate_12_geneCall,0.00,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.95,1.00
contig_3089_phanotate_13_geneCall,0.01,0.08,0.01,0.00,0.03,0.06,0.05,0.01,0.05,0.44,9.25,1.00
contig_3089_phanotate_14_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.78,6.21,0.98
contig_3089_phanotate_15_geneCall,0.01,0.08,0.02,0.01,0.07,0.02,0.07,0.01,0.03,0.68,9.00,1.00
contig_3089_phanotate_16_geneCall,0.00,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.95,1.00
contig_3089_phanotate_17_geneCall,0.02,0.03,0.19,0.01,0.03,0.01,0.16,0.00,0.15,0.10,9.31,1.00
contig_3089_phanotate_18_geneCall,0.00,0.02,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.03,9.90,1.00
contig_3089_phanotate_19_geneCall,0.02,0.03,0.19,0.01,0.03,0.01,0.16,0.00,0.15,0.10,9.31,1.00
contig_3089_phanotate_20_geneCall,0.00,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.95,1.00
contig_3089_phanotate_21_geneCall,0.01,0.08,0.02,0.01,0.07,0.02,0.07,0.01,0.03,0.68,9.00,1.00
contig_3089_phanotate_22_geneCall,0.01,0.10,0.01,0.01,0.04,0.08,0.06,0.01,0.06,0.40,9.23,1.00
contig_3089_phanotate_23_geneCall,0.00,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.95,1.00
contig_3089_phanotate_24_geneCall,0.02,0.03,0.19,0.01,0.03,0.01,0.16,0.00,0.15,0.10,9.31,1.00
contig_3089_phanotate_25_geneCall,0.48,0.95,1.88,0.27,0.65,0.80,0.73,0.49,0.51,1.00,2.24,0.96
contig_3105_phanotate_1_geneCall,0.00,0.59,0.33,0.00,0.02,0.09,0.02,0.00,0.00,0.01,8.94,1.00
contig_3105_phanotate_2_geneCall,0.00,0.00,1.54,0.00,0.02,0.02,0.02,0.00,0.00,0.06,8.33,0.99
contig_3105_phanotate_3_geneCall,0.00,1.90,0.01,0.00,0.01,0.02,0.06,0.00,0.01,0.03,7.97,0.99
contig_3105_phanotate_4_geneCall,0.01,0.03,0.07,0.00,0.02,0.06,0.03,0.01,0.07,0.08,9.62,1.00
contig_3105_phanotate_5_geneCall,0.03,0.06,0.39,0.01,0.06,0.14,0.21,0.02,0.03,0.21,8.82,1.00
contig_3105_phanotate_6_geneCall,0.03,0.51,0.02,0.03,0.06,0.05,0.12,0.01,0.02,0.06,9.10,1.00
contig_3105_phanotate_7_geneCall,0.00,0.05,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,9.92,1.00
contig_3105_phanotate_8_geneCall,0.04,0.35,0.28,0.38,0.77,0.20,0.68,0.06,0.30,0.10,6.83,0.98
contig_3105_phanotate_9_geneCall,0.07,0.09,0.01,0.01,0.04,0.04,0.12,0.01,0.03,0.57,9.00,1.00
contig_3105_phanotate_10_geneCall,0.11,0.05,0.02,0.00,0.12,0.01,0.02,0.01,0.05,0.03,9.58,1.00
contig_3105_phanotate_11_geneCall,0.22,0.56,0.19,0.14,0.22,1.46,0.33,0.12,0.24,1.16,5.36,0.98
contig_3105_phanotate_12_geneCall,0.00,0.00,1.54,0.00,0.02,0.02,0.02,0.00,0.00,0.06,8.33,0.99
contig_3105_phanotate_13_geneCall,0.07,0.14,0.02,0.00,0.02,0.02,0.05,0.02,0.01,0.23,9.43,1.00
contig_3105_phanotate_14_geneCall,0.00,0.00,1.54,0.00,0.02,0.02,0.02,0.00,0.00,0.06,8.33,0.99
contig_3105_phanotate_15_geneCall,0.01,0.18,0.06,0.04,0.07,0.05,0.06,0.02,0.02,0.02,9.48,1.00
contig_3105_phanotate_16_geneCall,0.12,0.11,0.01,0.00,0.04,0.05,0.01,0.01,0.03,0.15,9.46,1.00
contig_3105_phanotate_17_geneCall,0.00,0.00,1.54,0.00,0.02,0.02,0.02,0.00,0.00,0.06,8.33,0.99
contig_3105_phanotate_18_geneCall,0.01,0.18,0.06,0.04,0.07,0.05,0.06,0.02,0.02,0.02,9.48,1.00
contig_3105_phanotate_19_geneCall,0.12,0.11,0.01,0.00,0.04,0.05,0.01,0.01,0.03,0.15,9.46,1.00
contig_3105_phanotate_20_geneCall,0.00,0.00,1.54,0.00,0.02,0.02,0.02,0.00,0.00,0.06,8.33,0.99
contig_3105_phanotate_21_geneCall,0.01,0.18,0.06,0.04,0.07,0.05,0.06,0.02,0.02,0.02,9.48,1.00
contig_3105_phanotate_22_geneCall,0.12,0.11,0.01,0.00,0.04,0.05,0.01,0.01,0.03,0.15,9.46,1.00
contig_3105_phanotate_23_geneCall,0.00,0.00,1.54,0.00,0.02,0.02,0.02,0.00,0.00,0.06,8.33,0.99
contig_3105_phanotate_24_geneCall,0.07,0.14,0.02,0.00,0.02,0.02,0.05,0.02,0.01,0.23,9.43,1.00
contig_3105_phanotate_25_geneCall,0.07,0.14,0.02,0.00,0.02,0.02,0.05,0.02,0.01,0.23,9.43,1.00
contig_3105_phanotate_26_geneCall,0.00,0.00,1.54,0.00,0.02,0.02,0.02,0.00,0.00,0.06,8.33,0.99
contig_3105_phanotate_27_geneCall,0.07,0.14,0.02,0.00,0.02,0.02,0.05,0.02,0.01,0.23,9.43,1.00
contig_3105_phanotate_28_geneCall,1.50,0.45,0.44,0.07,0.36,0.18,2.30,0.04,0.44,0.15,4.06,0.97
contig_3105_phanotate_29_geneCall,0.07,0.14,0.02,0.00,0.02,0.02,0.05,0.02,0.01,0.23,9.43,1.00
contig_3105_phanotate_30_geneCall,0.00,0.00,1.54,0.00,0.02,0.02,0.02,0.00,0.00,0.06,8.33,0.99
contig_3105_phanotate_31_geneCall,0.31,0.87,0.04,0.01,0.07,0.30,0.06,0.01,0.02,0.33,7.98,0.99
contig_3111_phanotate_1_geneCall,0.12,1.93,0.24,0.15,0.21,0.64,0.10,0.06,0.10,0.66,5.79,0.98
contig_3111_phanotate_2_geneCall,0.00,0.03,0.01,0.01,0.02,0.11,0.02,0.00,0.03,0.25,9.52,1.00
contig_3111_phanotate_3_geneCall,0.09,0.90,0.18,0.08,0.17,3.49,0.22,0.10,0.24,1.20,3.33,0.86
contig_3111_phanotate_4_geneCall,0.02,0.04,0.01,0.00,0.03,0.01,0.04,0.01,0.04,0.02,9.78,1.00
contig_3111_phanotate_5_geneCall,0.08,0.07,0.02,0.01,0.01,9.70,0.02,0.00,0.02,0.02,0.05,1.00
contig_3111_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_3111_phanotate_7_geneCall,0.53,0.56,0.14,0.12,0.31,0.99,0.50,0.07,0.89,0.40,5.48,0.98
contig_3111_phanotate_8_geneCall,0.00,0.15,0.00,0.00,0.01,0.02,0.05,0.01,0.00,0.05,9.71,1.00
contig_3111_phanotate_9_geneCall,0.73,1.30,0.44,2.38,0.70,0.18,0.56,0.20,0.29,0.43,2.81,0.96
contig_3111_phanotate_10_geneCall,0.02,0.02,0.19,0.03,0.03,0.04,0.14,0.01,0.11,6.89,2.52,0.86
contig_3111_phanotate_11_geneCall,0.00,0.13,0.00,0.00,0.02,5.45,0.01,0.00,0.04,0.10,4.25,0.94
contig_3111_phanotate_12_geneCall,0.08,0.08,0.03,0.06,0.18,0.30,0.43,0.12,0.16,6.75,1.80,0.86
contig_3111_phanotate_13_geneCall,9.85,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.04,1.00
contig_3115_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,9.96,1.00
contig_3115_phanotate_2_geneCall,0.02,0.04,0.00,0.01,0.01,0.01,0.03,0.02,0.05,1.80,8.02,0.99
contig_3115_phanotate_3_geneCall,0.15,0.51,1.54,0.59,0.23,0.21,3.48,0.12,1.84,0.13,1.19,0.50
contig_3115_phanotate_4_geneCall,0.18,0.18,0.06,0.03,0.35,0.12,0.45,0.10,0.65,0.14,7.73,0.99
contig_3115_phanotate_5_geneCall,0.10,1.12,0.85,0.23,0.17,0.20,2.07,0.17,1.06,0.10,3.92,0.97
contig_3127_phanotate_1_geneCall,0.01,0.06,9.25,0.03,0.01,0.00,0.36,0.01,0.05,0.14,0.09,1.00
contig_3127_phanotate_2_geneCall,0.36,0.41,0.57,0.13,0.23,0.18,1.08,5.16,0.07,0.16,1.65,1.00
contig_3127_phanotate_3_geneCall,0.36,0.41,0.57,0.13,0.23,0.18,1.08,5.16,0.07,0.16,1.65,1.00
contig_3127_phanotate_4_geneCall,0.12,0.34,5.64,1.62,0.22,0.08,0.53,0.40,0.22,0.39,0.45,0.90
contig_3127_phanotate_5_geneCall,0.01,0.04,0.01,0.01,0.02,0.02,0.02,0.00,0.05,0.03,9.78,1.00
contig_3127_phanotate_6_geneCall,0.00,1.60,0.01,0.01,0.07,0.00,0.04,0.00,0.00,0.03,8.23,0.99
contig_3127_phanotate_7_geneCall,0.00,0.03,0.00,0.00,0.00,0.01,0.02,0.00,0.01,0.03,9.89,1.00
contig_3127_phanotate_8_geneCall,0.02,0.19,1.02,0.06,0.07,0.23,0.06,0.09,0.04,1.35,6.87,0.99
contig_3127_phanotate_9_geneCall,0.36,0.58,1.45,0.12,0.34,1.35,0.61,1.35,0.37,0.78,2.69,0.96
contig_3127_phanotate_10_geneCall,0.02,0.31,0.06,0.04,0.37,1.98,0.35,0.02,0.04,0.73,6.09,0.98
contig_3127_phanotate_11_geneCall,0.48,0.82,0.48,0.26,0.87,0.72,1.00,0.66,0.39,0.62,3.70,0.97
contig_3127_phanotate_12_geneCall,0.63,0.81,0.60,0.26,0.86,0.75,0.96,1.23,0.44,0.54,2.92,0.96
contig_3127_phanotate_13_geneCall,0.02,0.31,0.06,0.04,0.37,1.98,0.35,0.02,0.04,0.73,6.09,0.98
contig_3127_phanotate_14_geneCall,0.36,0.58,1.45,0.12,0.34,1.35,0.61,1.35,0.37,0.78,2.69,0.96
contig_3127_phanotate_15_geneCall,0.02,0.19,1.02,0.06,0.07,0.23,0.06,0.09,0.04,1.35,6.87,0.99
contig_3127_phanotate_16_geneCall,0.00,0.03,0.00,0.00,0.00,0.01,0.02,0.00,0.01,0.03,9.89,1.00
contig_3127_phanotate_17_geneCall,0.00,1.60,0.01,0.01,0.07,0.00,0.04,0.00,0.00,0.03,8.23,0.99
contig_3127_phanotate_18_geneCall,0.01,0.04,0.01,0.01,0.02,0.02,0.02,0.00,0.05,0.03,9.78,1.00
contig_3127_phanotate_19_geneCall,0.16,0.37,1.14,3.19,0.46,0.25,0.52,1.38,0.25,0.53,1.76,0.65
contig_3130_phanotate_1_geneCall,0.00,0.02,0.01,0.00,0.54,0.07,0.33,0.00,0.01,0.01,9.00,1.00
contig_3130_phanotate_2_geneCall,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.00,0.05,3.88,5.99,0.98
contig_3130_phanotate_3_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_3130_phanotate_4_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,9.98,1.00
contig_3130_phanotate_5_geneCall,0.30,0.27,0.22,0.07,0.73,0.24,1.73,0.24,0.25,3.47,2.47,0.63
contig_3130_phanotate_6_geneCall,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.98,1.00
contig_3130_phanotate_7_geneCall,0.05,0.64,0.60,0.18,0.16,0.19,0.86,0.10,0.19,0.85,6.18,0.98
contig_3130_phanotate_8_geneCall,0.01,0.08,0.02,0.02,0.01,0.02,0.12,0.01,0.05,0.09,9.56,1.00
contig_3130_phanotate_9_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_3130_phanotate_10_geneCall,0.03,0.04,0.01,0.02,0.09,0.01,0.07,0.01,0.05,1.71,7.97,0.99
contig_3130_phanotate_11_geneCall,0.00,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.09,9.86,1.00
contig_3130_phanotate_12_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_3130_phanotate_13_geneCall,0.00,0.02,0.01,0.00,0.01,0.02,0.03,0.00,0.00,0.01,9.91,1.00
contig_3130_phanotate_14_geneCall,0.11,0.48,2.65,0.12,0.14,0.06,0.78,0.12,0.11,0.43,5.01,0.98
contig_3130_phanotate_15_geneCall,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,9.97,1.00
contig_3130_phanotate_16_geneCall,0.00,0.18,0.15,0.02,0.05,0.03,0.21,0.02,0.01,0.05,9.27,1.00
contig_3130_phanotate_17_geneCall,0.00,0.04,0.03,0.03,0.09,0.01,0.20,0.00,0.09,0.02,9.49,1.00
contig_3130_phanotate_18_geneCall,0.00,0.28,0.09,0.00,0.01,0.01,0.05,0.01,0.00,0.09,9.44,1.00
contig_3134_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.01,0.00,9.95,1.00
contig_3134_phanotate_2_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99,1.00
contig_3134_phanotate_3_geneCall,0.13,1.56,1.36,0.20,0.18,0.31,0.47,0.76,0.16,1.51,3.36,0.97
contig_3134_phanotate_4_geneCall,0.00,0.07,0.01,0.03,0.03,0.04,0.07,0.00,0.03,0.04,9.68,1.00
contig_3134_phanotate_5_geneCall,0.08,2.00,0.18,0.19,0.12,0.12,0.23,0.05,0.08,0.43,6.53,0.98
contig_3134_phanotate_6_geneCall,0.09,0.45,0.05,0.20,0.08,0.06,0.12,0.01,0.06,0.14,8.74,1.00
contig_3134_phanotate_7_geneCall,0.00,0.02,0.00,0.00,0.01,0.38,0.02,0.00,0.06,0.01,9.50,1.00
contig_3134_phanotate_8_geneCall,0.01,0.07,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.24,9.60,1.00
contig_3134_phanotate_9_geneCall,0.50,0.90,0.81,2.81,1.59,0.36,0.92,0.47,0.53,0.26,0.85,0.60
contig_3134_phanotate_10_geneCall,0.43,1.09,0.85,2.17,1.84,0.46,0.87,0.52,0.54,0.32,0.92,0.56
contig_3134_phanotate_11_geneCall,0.00,0.06,0.01,0.01,0.01,0.09,0.07,0.01,0.02,0.07,9.66,1.00
contig_3134_phanotate_12_geneCall,0.23,0.58,0.18,0.63,0.41,0.70,0.55,0.22,0.81,0.52,5.16,0.98
contig_3134_phanotate_13_geneCall,0.01,0.79,0.05,0.10,0.04,0.01,0.19,0.02,0.06,0.08,8.65,1.00
contig_3134_phanotate_14_geneCall,0.00,0.01,0.00,0.00,0.01,0.01,0.03,0.00,0.00,0.02,9.91,1.00
contig_3134_phanotate_15_geneCall,0.03,0.27,0.79,0.06,1.96,0.50,1.26,0.19,0.38,0.34,4.24,0.97
contig_3134_phanotate_16_geneCall,0.09,1.81,1.21,0.18,0.15,0.41,0.42,0.28,0.13,0.40,4.92,0.98
contig_3134_phanotate_17_geneCall,0.17,0.46,0.18,0.17,0.38,0.62,0.38,0.43,0.31,5.00,1.91,0.73
contig_3134_phanotate_18_geneCall,0.08,0.27,0.08,0.02,0.05,0.21,0.07,0.59,0.09,0.24,8.31,0.99
contig_3134_phanotate_19_geneCall,2.99,1.07,0.82,0.33,0.27,0.37,0.40,0.31,0.89,0.73,1.83,0.85
contig_3137_phanotate_1_geneCall,0.91,1.29,0.31,0.22,2.49,1.19,0.92,0.34,0.59,0.31,1.43,0.70
contig_3137_phanotate_2_geneCall,0.04,0.17,2.41,0.08,0.83,0.07,0.54,0.05,0.21,0.29,5.31,0.98
contig_3137_phanotate_3_geneCall,0.00,0.01,0.00,0.00,0.01,0.01,0.04,0.00,0.00,0.00,9.92,1.00
contig_3137_phanotate_4_geneCall,0.01,0.08,0.06,0.03,0.05,0.14,0.13,0.01,0.06,0.08,9.35,1.00
contig_3137_phanotate_5_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_3137_phanotate_6_geneCall,0.05,0.16,0.03,0.02,0.03,0.10,0.22,0.05,0.14,0.13,9.06,1.00
contig_3137_phanotate_7_geneCall,0.13,0.26,0.24,0.25,1.05,1.01,0.98,0.10,0.68,0.16,5.14,0.98
contig_3139_phanotate_1_geneCall,0.01,0.07,0.05,0.04,0.08,0.03,0.17,0.01,0.09,0.04,9.40,1.00
contig_3139_phanotate_2_geneCall,0.00,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.02,0.01,9.94,1.00
contig_3139_phanotate_3_geneCall,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.00,0.00,0.01,9.94,1.00
contig_3139_phanotate_4_geneCall,0.21,0.47,0.22,2.30,1.80,0.23,1.12,0.14,1.50,0.18,1.84,0.57
contig_3139_phanotate_5_geneCall,0.12,0.49,0.29,0.53,0.23,0.40,0.92,0.08,0.90,3.22,2.81,0.62
contig_3159_phanotate_1_geneCall,0.01,0.08,0.32,0.34,7.87,0.04,0.17,0.07,0.03,0.18,0.90,0.95
contig_3159_phanotate_2_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_3159_phanotate_3_geneCall,0.07,0.11,0.10,0.07,0.20,0.06,0.27,0.08,0.31,0.54,8.20,0.99
contig_3159_phanotate_4_geneCall,0.03,0.05,0.02,2.04,0.13,0.03,1.59,0.03,0.09,0.06,5.94,0.98
contig_3159_phanotate_5_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_3159_phanotate_6_geneCall,0.01,0.06,0.05,0.00,0.03,0.01,0.04,0.01,0.03,0.29,9.46,1.00
contig_3159_phanotate_7_geneCall,0.03,0.06,0.01,0.09,0.13,0.09,1.00,0.01,0.30,1.38,6.89,0.99
contig_3159_phanotate_8_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_3159_phanotate_9_geneCall,0.00,0.02,0.00,0.00,0.01,0.00,0.29,0.00,0.03,0.01,9.65,1.00
contig_3159_phanotate_10_geneCall,0.00,0.01,0.04,0.01,0.00,0.00,0.02,0.00,0.02,0.02,9.87,1.00
contig_3159_phanotate_11_geneCall,0.38,0.48,1.90,0.23,0.64,0.48,1.72,0.33,0.42,2.55,0.87,0.58
contig_3159_phanotate_12_geneCall,0.56,0.56,0.35,0.87,0.91,1.38,1.81,0.33,0.76,0.32,2.14,0.96
contig_3159_phanotate_13_geneCall,0.01,0.03,0.00,0.00,0.05,0.22,0.05,0.01,0.05,0.03,9.55,1.00
contig_3159_phanotate_14_geneCall,0.35,0.51,0.34,1.21,0.32,2.77,1.40,0.09,1.55,0.42,1.03,0.83
contig_3159_phanotate_15_geneCall,0.11,0.53,0.26,0.38,1.93,0.24,4.97,0.13,0.40,0.25,0.81,0.65
contig_3159_phanotate_16_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_3159_phanotate_17_geneCall,0.01,0.20,0.04,0.01,0.12,0.14,0.15,0.02,0.05,4.11,5.15,0.98
contig_3169_phanotate_1_geneCall,0.00,0.13,0.01,0.00,0.04,0.01,0.04,0.00,0.00,0.03,9.74,1.00
contig_3169_phanotate_2_geneCall,0.29,0.36,0.21,0.12,0.17,0.53,1.55,0.11,0.39,0.29,5.97,0.98
contig_3169_phanotate_3_geneCall,0.06,0.39,0.12,0.04,0.12,0.67,0.56,0.06,0.54,0.75,6.69,0.98
contig_3169_phanotate_4_geneCall,0.01,0.05,0.02,0.01,0.02,0.01,0.04,0.01,0.06,0.09,9.68,1.00
contig_3169_phanotate_5_geneCall,0.08,1.15,0.32,0.12,0.23,3.50,0.41,0.12,0.24,0.37,3.45,0.86
contig_3169_phanotate_6_geneCall,0.08,1.33,0.31,0.13,0.24,3.45,0.39,0.12,0.22,0.34,3.39,0.86
contig_3169_phanotate_7_geneCall,0.01,0.05,0.02,0.01,0.02,0.01,0.04,0.01,0.06,0.09,9.68,1.00
contig_3169_phanotate_8_geneCall,0.06,0.39,0.12,0.04,0.12,0.67,0.56,0.06,0.54,0.75,6.69,0.98
contig_3169_phanotate_9_geneCall,0.17,0.43,0.16,0.10,0.18,0.30,1.35,0.09,0.51,0.12,6.60,0.98
contig_3169_phanotate_10_geneCall,0.07,1.30,0.23,0.01,0.22,0.23,3.65,0.05,0.38,0.14,3.73,0.97
contig_3169_phanotate_11_geneCall,0.03,0.13,0.03,0.03,0.10,0.12,0.37,0.04,0.18,0.06,8.92,1.00
contig_3169_phanotate_12_geneCall,0.00,0.05,0.01,0.00,0.01,0.03,0.06,0.03,0.04,0.01,9.77,1.00
contig_3169_phanotate_13_geneCall,0.07,1.30,0.23,0.01,0.22,0.23,3.65,0.05,0.38,0.14,3.73,0.97
contig_3169_phanotate_14_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_333_phanotate_1_geneCall,0.15,0.49,0.10,0.03,0.13,4.16,0.13,0.06,0.10,0.40,4.24,0.97
contig_333_phanotate_2_geneCall,0.08,0.28,0.13,0.14,0.19,0.43,0.79,0.13,0.44,0.29,7.08,0.99
contig_333_phanotate_3_geneCall,0.01,0.11,0.01,0.00,0.01,0.02,0.03,0.00,0.01,0.04,9.77,1.00
contig_333_phanotate_4_geneCall,0.01,5.66,0.26,0.05,0.04,0.59,0.21,0.01,0.04,0.38,2.76,0.19
contig_333_phanotate_5_geneCall,0.02,0.13,0.04,0.23,0.08,0.29,0.44,0.07,0.26,0.13,8.31,0.99
contig_333_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_333_phanotate_7_geneCall,0.00,0.01,0.85,0.05,0.02,0.01,0.02,0.00,0.03,0.13,8.87,1.00
contig_333_phanotate_8_geneCall,0.30,0.31,0.10,0.14,0.30,0.31,2.89,0.07,2.85,0.10,2.63,0.44
contig_333_phanotate_9_geneCall,0.01,5.66,0.26,0.05,0.04,0.59,0.21,0.01,0.04,0.38,2.76,0.19
contig_333_phanotate_10_geneCall,0.01,0.11,0.01,0.00,0.01,0.02,0.03,0.00,0.01,0.04,9.77,1.00
contig_333_phanotate_11_geneCall,0.08,0.28,0.13,0.14,0.19,0.43,0.79,0.13,0.44,0.29,7.08,0.99
contig_333_phanotate_12_geneCall,0.06,0.23,0.09,0.10,0.20,2.79,0.17,0.07,0.22,1.69,4.38,0.98
contig_339_phanotate_1_geneCall,0.24,0.42,0.06,0.39,0.09,1.51,0.31,0.08,0.19,3.17,3.54,0.97
contig_339_phanotate_2_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,9.97,1.00
contig_339_phanotate_3_geneCall,0.11,0.42,0.15,0.05,0.23,0.27,0.36,0.06,0.19,0.12,8.06,0.99
contig_339_phanotate_4_geneCall,0.15,1.63,0.09,0.09,0.15,0.22,0.31,0.25,0.11,0.24,6.77,0.98
contig_339_phanotate_5_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.98,1.00
contig_339_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_339_phanotate_7_geneCall,0.01,0.06,0.04,0.03,0.14,0.03,0.26,0.05,0.03,0.05,9.32,1.00
contig_339_phanotate_8_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_339_phanotate_9_geneCall,0.00,0.01,0.00,0.00,0.07,0.00,0.06,0.00,0.00,0.01,9.84,1.00
contig_339_phanotate_10_geneCall,0.10,1.26,0.09,0.11,0.09,3.92,0.20,0.06,0.22,0.31,3.64,0.88
contig_339_phanotate_11_geneCall,0.04,0.24,0.06,0.07,0.05,0.14,0.16,0.04,0.07,0.20,8.92,1.00
contig_339_phanotate_12_geneCall,0.00,0.02,1.68,0.00,0.05,0.02,0.07,0.01,0.04,0.12,7.98,0.99
contig_339_phanotate_13_geneCall,0.02,0.02,0.03,0.01,0.04,0.13,0.06,0.01,0.04,0.04,9.61,1.00
contig_339_phanotate_14_geneCall,0.02,0.10,0.01,0.01,0.09,0.18,0.03,0.01,0.04,0.08,9.43,1.00
contig_339_phanotate_15_geneCall,0.00,0.02,0.00,0.00,0.01,0.31,0.02,0.00,0.07,0.97,8.59,1.00
contig_339_phanotate_16_geneCall,0.01,0.02,0.01,0.01,0.09,0.15,0.17,0.01,0.04,0.03,9.46,1.00
contig_339_phanotate_17_geneCall,1.52,0.31,0.23,0.12,0.08,0.56,0.42,0.13,0.48,0.60,5.57,0.98
contig_339_phanotate_18_geneCall,0.15,0.36,0.73,0.96,0.24,0.17,1.69,0.13,0.76,0.16,4.65,0.98
contig_339_phanotate_19_geneCall,0.02,0.08,0.03,0.18,0.10,0.14,0.23,0.04,0.10,0.08,9.00,1.00
