,Major capsid,Minor capsid,Baseplate,Major tail,Minor tail,Portal,Tail fiber,Tail shaft,Collar,HTJ,Other,Confidence
circular_read_372_phanotate_18_geneCall,0.08,0.27,0.08,0.02,0.05,0.21,0.07,0.59,0.09,0.24,8.31,0.99
circular_read_372_phanotate_19_geneCall,2.99,1.07,0.82,0.33,0.27,0.37,0.40,0.31,0.89,0.73,1.83,0.85
circular_read_43_phanotate_1_geneCall,0.00,0.00,0.00,0.00,2.13,0.00,0.00,0.00,0.00,0.00,7.87,0.99
circular_read_43_phanotate_2_geneCall,0.91,1.29,0.31,0.22,2.49,1.19,0.92,0.34,0.59,0.31,1.43,0.70
circular_read_43_phanotate_3_geneCall,0.04,0.17,2.41,0.08,0.83,0.07,0.54,0.05,0.21,0.29,5.31,0.98
circular_read_43_phanotate_4_geneCall,0.00,0.01,0.00,0.00,0.01,0.01,0.04,0.00,0.00,0.00,9.92,1.00
circular_read_43_phanotate_5_geneCall,0.01,0.08,0.06,0.03,0.05,0.14,0.13,0.01,0.06,0.08,9.35,1.00
circular_read_43_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_read_43_phanotate_7_geneCall,0.05,0.16,0.03,0.02,0.03,0.10,0.22,0.05,0.14,0.13,9.06,1.00
circular_read_43_phanotate_8_geneCall,0.15,0.29,0.27,0.27,1.02,0.99,1.18,0.12,0.75,0.19,4.77,0.98
circular_read_441_phanotate_1_geneCall,0.00,0.08,0.04,0.04,0.07,0.01,0.07,0.01,0.03,0.05,9.61,1.00
circular_read_441_phanotate_2_geneCall,0.00,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.02,0.01,9.94,1.00
circular_read_441_phanotate_3_geneCall,0.00,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.02,0.01,9.94,1.00
circular_read_441_phanotate_4_geneCall,0.02,0.07,0.04,0.01,0.06,0.04,0.25,0.02,0.05,0.01,9.44,1.00
circular_read_441_phanotate_5_geneCall,0.25,0.48,0.50,2.52,0.69,0.36,1.10,0.30,1.38,1.26,1.14,0.58
circular_read_476_phanotate_1_geneCall,0.00,0.04,0.02,0.01,0.01,0.00,0.05,0.00,0.01,0.29,9.58,1.00
circular_read_476_phanotate_2_geneCall,0.00,0.87,0.00,0.00,0.04,0.42,0.01,0.47,0.00,0.09,8.10,0.99
circular_read_476_phanotate_3_geneCall,0.04,0.20,0.34,0.06,0.15,0.16,0.23,0.15,0.08,0.80,7.81,0.99
circular_read_476_phanotate_4_geneCall,0.06,0.28,0.39,0.06,0.19,0.22,0.28,0.19,0.09,1.18,7.05,0.99
circular_read_476_phanotate_5_geneCall,0.00,0.87,0.00,0.00,0.04,0.42,0.01,0.47,0.00,0.09,8.10,0.99
circular_read_476_phanotate_6_geneCall,0.00,0.04,0.02,0.01,0.01,0.00,0.05,0.00,0.01,0.29,9.58,1.00
circular_read_476_phanotate_7_geneCall,0.08,0.99,0.11,0.08,0.27,1.66,0.23,0.17,0.14,0.95,5.33,0.98
circular_read_476_phanotate_8_geneCall,0.02,4.10,0.03,0.01,0.01,2.08,0.05,0.02,0.06,0.15,3.47,0.12
circular_read_476_phanotate_9_geneCall,0.06,0.52,0.29,0.05,0.24,0.25,0.41,0.10,0.18,0.26,7.64,0.99
circular_read_476_phanotate_10_geneCall,0.01,3.61,0.02,0.02,0.02,1.91,0.07,0.02,0.05,0.15,4.12,0.97
circular_read_476_phanotate_11_geneCall,0.09,1.14,0.09,0.08,0.21,1.62,0.22,0.13,0.13,1.41,4.88,0.98
circular_read_523_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_523_phanotate_2_geneCall,0.00,0.01,0.01,0.00,0.00,0.01,0.07,0.00,0.60,0.01,9.29,1.00
circular_read_523_phanotate_3_geneCall,0.01,0.43,0.05,0.00,0.04,0.12,0.08,0.01,0.07,0.83,8.35,0.99
circular_read_523_phanotate_4_geneCall,0.14,0.49,0.35,0.37,0.74,0.42,0.82,0.12,0.41,0.11,6.04,0.98
circular_read_523_phanotate_5_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_523_phanotate_6_geneCall,0.00,2.11,0.01,0.02,0.00,0.00,0.10,0.00,0.01,0.17,7.57,0.99
circular_read_523_phanotate_7_geneCall,0.00,1.42,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,8.55,1.00
circular_read_523_phanotate_8_geneCall,0.00,0.03,0.02,0.00,0.02,0.03,0.09,0.05,0.01,0.01,9.76,1.00
circular_read_523_phanotate_9_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_read_527_phanotate_1_geneCall,0.01,0.26,0.03,0.02,0.03,0.04,0.11,0.01,0.03,0.03,9.43,1.00
circular_read_527_phanotate_2_geneCall,0.00,0.03,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,9.94,1.00
circular_read_527_phanotate_3_geneCall,0.01,0.26,0.03,0.02,0.03,0.04,0.11,0.01,0.03,0.03,9.43,1.00
circular_read_527_phanotate_4_geneCall,0.00,0.03,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,9.94,1.00
circular_read_527_phanotate_5_geneCall,0.01,0.26,0.03,0.02,0.03,0.04,0.11,0.01,0.03,0.03,9.43,1.00
circular_read_527_phanotate_6_geneCall,0.00,0.03,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,9.94,1.00
circular_read_527_phanotate_7_geneCall,0.01,0.26,0.03,0.02,0.03,0.04,0.11,0.01,0.03,0.03,9.43,1.00
circular_read_536_phanotate_1_geneCall,3.37,2.73,0.22,0.07,0.53,0.27,1.04,0.09,0.23,0.17,1.28,0.88
circular_read_536_phanotate_2_geneCall,0.49,4.94,0.23,0.08,0.14,1.04,0.24,0.06,0.17,0.96,1.66,0.15
circular_read_536_phanotate_3_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_4_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_5_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.97,1.00
circular_read_536_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,9.94,1.00
circular_read_536_phanotate_7_geneCall,0.00,0.03,0.01,0.00,0.06,0.02,0.02,0.00,0.27,0.10,9.47,1.00
circular_read_536_phanotate_8_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_read_536_phanotate_9_geneCall,0.00,0.02,0.02,0.00,0.01,0.01,0.01,0.00,0.00,4.84,5.09,0.98
circular_read_536_phanotate_10_geneCall,0.00,0.04,0.00,0.04,1.16,0.04,0.02,0.00,0.01,0.05,8.63,1.00
circular_read_536_phanotate_11_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_12_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99,1.00
circular_read_536_phanotate_13_geneCall,0.00,0.01,0.00,0.00,0.01,0.01,0.02,0.00,0.02,0.00,9.93,1.00
circular_read_536_phanotate_14_geneCall,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,5.54,4.45,0.78
circular_read_536_phanotate_15_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,9.84,1.00
circular_read_536_phanotate_16_geneCall,0.00,0.03,0.01,0.00,0.02,0.00,0.01,0.00,0.02,0.00,9.92,1.00
circular_read_536_phanotate_17_geneCall,0.01,0.19,0.05,0.03,4.53,0.05,0.27,0.01,1.26,0.03,3.57,0.83
circular_read_536_phanotate_18_geneCall,0.01,0.11,0.00,0.01,0.02,0.00,0.00,0.04,0.00,4.09,5.72,0.98
circular_read_536_phanotate_19_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,9.97,1.00
circular_read_536_phanotate_20_geneCall,0.03,0.78,0.06,0.02,0.11,0.33,0.24,0.02,0.29,0.36,7.75,0.99
circular_read_536_phanotate_21_geneCall,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.97,6.00,0.98
circular_read_536_phanotate_22_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_23_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_24_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.04,0.00,0.01,0.13,9.80,1.00
circular_read_536_phanotate_25_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_26_geneCall,0.00,0.02,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.04,9.92,1.00
circular_read_536_phanotate_27_geneCall,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.87,1.00
circular_read_536_phanotate_28_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_29_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.98,1.00
circular_read_536_phanotate_30_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_31_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_32_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_33_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_read_536_phanotate_34_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_35_geneCall,0.01,0.51,0.19,0.02,0.33,0.06,0.07,0.33,0.00,0.22,8.26,0.99
circular_read_536_phanotate_36_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_37_geneCall,0.00,0.03,0.00,0.00,0.01,0.02,0.07,0.00,0.19,0.03,9.64,1.00
circular_read_536_phanotate_38_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_39_geneCall,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.23,9.73,1.00
circular_read_536_phanotate_40_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_41_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99,1.00
circular_read_536_phanotate_42_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,9.97,1.00
circular_read_536_phanotate_43_geneCall,0.03,0.55,0.03,0.07,0.04,0.24,0.04,0.01,1.54,0.51,6.94,0.99
circular_read_536_phanotate_44_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_45_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_46_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_47_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,9.94,1.00
circular_read_536_phanotate_48_geneCall,0.01,0.09,1.18,0.02,0.06,0.00,0.09,0.00,0.00,3.99,4.56,0.98
circular_read_536_phanotate_49_geneCall,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,2.43,7.54,0.99
circular_read_536_phanotate_50_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_51_geneCall,0.08,0.23,1.64,0.20,0.31,0.23,0.31,0.05,0.60,0.55,5.80,0.98
circular_read_536_phanotate_52_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_read_536_phanotate_53_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,9.61,1.00
circular_read_536_phanotate_54_geneCall,0.00,0.03,0.00,0.04,0.49,0.01,0.04,0.00,0.01,0.01,9.37,1.00
circular_read_536_phanotate_55_geneCall,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,9.96,1.00
circular_read_536_phanotate_56_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,9.96,1.00
circular_read_536_phanotate_57_geneCall,0.00,0.00,0.59,0.00,0.00,0.00,0.01,0.01,0.00,0.02,9.36,1.00
circular_read_536_phanotate_58_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,9.82,1.00
circular_read_536_phanotate_59_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_60_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_61_geneCall,0.00,0.01,0.02,0.00,0.00,0.03,0.00,0.00,0.01,0.03,9.89,1.00
circular_read_536_phanotate_62_geneCall,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.02,0.00,9.95,1.00
circular_read_536_phanotate_63_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,9.93,1.00
circular_read_536_phanotate_64_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,9.97,1.00
circular_read_536_phanotate_65_geneCall,0.00,0.14,0.46,0.03,0.10,0.04,0.03,0.00,0.01,0.15,9.04,1.00
circular_read_536_phanotate_66_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_67_geneCall,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,9.96,1.00
circular_read_536_phanotate_68_geneCall,0.00,0.01,0.01,0.03,0.27,0.01,0.02,0.00,0.01,0.11,9.53,1.00
circular_read_536_phanotate_69_geneCall,0.00,0.06,0.01,0.00,0.02,0.00,0.01,0.00,0.01,1.29,8.59,1.00
circular_read_536_phanotate_70_geneCall,0.00,0.01,0.02,0.00,0.01,0.01,0.17,0.00,0.11,0.00,9.66,1.00
circular_read_536_phanotate_71_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_536_phanotate_72_geneCall,0.06,0.03,0.00,0.40,0.89,0.00,0.03,0.01,0.00,0.02,8.55,1.00
circular_read_536_phanotate_73_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_56_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_56_phanotate_2_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_56_phanotate_3_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,9.97,1.00
circular_read_56_phanotate_4_geneCall,0.00,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.03,9.13,1.00
circular_read_56_phanotate_5_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_56_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_56_phanotate_7_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,9.97,1.00
circular_read_56_phanotate_8_geneCall,0.00,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.03,9.13,1.00
circular_read_56_phanotate_9_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_56_phanotate_10_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_56_phanotate_11_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,9.97,1.00
circular_read_56_phanotate_12_geneCall,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.03,9.31,1.00
circular_read_594_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_594_phanotate_2_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,9.93,1.00
circular_read_594_phanotate_3_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_594_phanotate_4_geneCall,0.01,0.19,0.06,0.01,0.09,0.03,0.28,0.02,0.03,0.08,9.21,1.00
circular_read_594_phanotate_5_geneCall,0.00,0.61,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.02,9.34,1.00
circular_read_594_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_594_phanotate_7_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,9.93,1.00
circular_read_594_phanotate_8_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_594_phanotate_9_geneCall,0.00,0.03,0.00,0.00,0.00,1.83,0.05,0.00,0.10,0.01,7.98,0.99
circular_read_594_phanotate_10_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_594_phanotate_11_geneCall,0.00,0.01,0.00,0.00,0.00,0.17,0.03,0.00,0.01,0.01,9.77,1.00
circular_read_5_phanotate_1_geneCall,0.02,0.69,0.14,0.10,0.07,0.11,0.11,0.01,0.08,0.76,7.91,0.99
circular_read_5_phanotate_2_geneCall,0.09,1.79,0.20,0.15,0.20,1.33,2.62,0.16,2.39,0.10,0.97,0.41
circular_read_5_phanotate_3_geneCall,0.32,1.37,0.38,0.45,0.35,0.40,1.97,0.65,1.78,0.27,2.06,0.96
circular_read_5_phanotate_4_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_5_phanotate_5_geneCall,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,8.57,1.42,0.94
circular_read_5_phanotate_6_geneCall,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_read_5_phanotate_7_geneCall,0.00,0.01,0.01,0.01,0.00,0.00,0.07,0.00,0.00,0.00,9.89,1.00
circular_read_5_phanotate_8_geneCall,0.00,0.03,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.03,9.90,1.00
circular_read_5_phanotate_9_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_5_phanotate_10_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_5_phanotate_11_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_5_phanotate_12_geneCall,0.00,0.04,0.00,0.05,0.06,0.05,0.03,0.01,0.05,0.09,9.60,1.00
circular_read_5_phanotate_13_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_read_5_phanotate_14_geneCall,0.00,0.40,0.00,0.01,0.03,0.01,0.01,0.00,0.00,0.37,9.16,1.00
circular_read_5_phanotate_15_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_5_phanotate_16_geneCall,0.01,0.48,0.01,0.00,0.04,0.03,0.06,0.01,0.07,0.13,9.14,1.00
circular_read_5_phanotate_17_geneCall,0.04,0.12,0.04,0.04,0.08,1.07,0.26,0.01,0.32,1.55,6.48,0.98
circular_read_5_phanotate_18_geneCall,0.09,2.77,0.13,0.12,0.01,1.53,0.05,0.12,0.07,0.02,5.10,0.98
circular_read_5_phanotate_19_geneCall,0.03,0.08,0.03,0.01,0.02,0.05,0.61,0.96,4.53,0.04,3.63,0.81
circular_read_5_phanotate_20_geneCall,0.00,0.07,0.42,0.04,0.03,0.01,0.04,0.00,0.05,0.25,9.09,1.00
circular_read_5_phanotate_21_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_read_5_phanotate_22_geneCall,0.00,3.22,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.01,6.73,0.98
circular_read_5_phanotate_23_geneCall,0.00,0.01,0.08,0.01,0.01,0.00,0.05,0.00,0.00,0.00,9.83,1.00
circular_read_5_phanotate_24_geneCall,0.01,0.08,0.21,0.00,0.01,0.03,0.03,0.00,0.46,5.59,3.59,0.79
circular_read_5_phanotate_25_geneCall,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.17,9.78,1.00
circular_read_5_phanotate_26_geneCall,0.00,0.01,0.01,0.00,0.02,0.01,0.03,0.01,0.01,0.00,9.91,1.00
circular_read_5_phanotate_27_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_5_phanotate_28_geneCall,0.02,0.19,0.05,0.07,0.09,1.26,1.22,0.02,0.66,1.17,5.25,0.98
circular_read_5_phanotate_29_geneCall,0.03,0.24,0.04,0.21,0.12,0.94,0.48,0.02,1.26,0.12,6.55,0.98
circular_read_5_phanotate_30_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99,1.00
circular_read_5_phanotate_31_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_5_phanotate_32_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_5_phanotate_33_geneCall,0.00,0.35,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.22,9.41,1.00
circular_read_5_phanotate_34_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,9.96,1.00
circular_read_5_phanotate_35_geneCall,0.02,0.34,0.03,0.05,0.96,0.12,0.08,0.01,0.04,0.02,8.34,0.99
circular_read_5_phanotate_36_geneCall,0.04,0.23,0.12,0.09,0.06,0.08,0.13,0.06,0.09,0.14,8.95,1.00
circular_read_5_phanotate_37_geneCall,0.00,0.01,0.00,0.01,1.83,3.31,0.05,0.00,0.00,0.04,4.75,0.98
circular_read_5_phanotate_38_geneCall,0.23,0.14,0.10,0.11,0.42,0.21,0.31,0.07,0.25,0.35,7.82,0.99
circular_read_5_phanotate_39_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_5_phanotate_40_geneCall,0.01,0.55,0.04,0.10,0.07,0.39,0.12,0.01,0.03,0.28,8.40,0.99
circular_read_5_phanotate_41_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_5_phanotate_42_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,9.95,1.00
circular_read_5_phanotate_43_geneCall,0.01,0.06,0.07,0.00,0.08,0.40,0.05,0.01,0.01,0.08,9.23,1.00
circular_read_5_phanotate_44_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_5_phanotate_45_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_read_5_phanotate_46_geneCall,0.00,0.02,0.01,0.00,0.00,0.01,0.01,0.00,0.01,0.00,9.94,1.00
circular_read_5_phanotate_47_geneCall,0.01,1.19,1.92,0.03,0.11,0.04,0.07,0.03,0.05,1.10,5.44,0.98
circular_read_5_phanotate_48_geneCall,0.01,0.06,0.04,0.02,0.04,0.03,0.15,0.02,0.09,0.04,9.51,1.00
circular_read_5_phanotate_49_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_read_5_phanotate_50_geneCall,0.25,0.04,7.28,0.05,0.10,0.16,0.08,0.01,0.03,0.08,1.91,0.95
circular_read_5_phanotate_51_geneCall,0.01,0.04,0.08,0.01,0.05,0.01,0.03,0.01,0.01,1.82,7.92,0.99
circular_read_5_phanotate_52_geneCall,0.07,0.18,0.02,0.03,0.06,0.01,0.04,0.01,0.07,0.05,9.47,1.00
circular_read_5_phanotate_53_geneCall,0.01,0.04,0.01,0.01,0.07,0.07,0.04,0.01,0.13,0.06,9.54,1.00
circular_read_5_phanotate_54_geneCall,0.00,0.01,0.00,0.00,0.01,0.00,0.03,0.00,0.02,0.02,9.90,1.00
circular_read_5_phanotate_55_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.02,9.95,1.00
circular_read_5_phanotate_56_geneCall,0.00,0.57,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.03,9.38,1.00
circular_read_5_phanotate_57_geneCall,0.00,0.01,0.00,0.01,0.27,0.00,0.01,0.00,0.00,0.00,9.69,1.00
circular_read_5_phanotate_58_geneCall,0.08,0.40,0.21,6.79,0.13,0.05,1.06,0.06,0.81,0.08,0.31,0.93
circular_read_5_phanotate_59_geneCall,0.09,0.45,0.69,1.06,0.24,0.29,1.29,0.16,0.39,0.29,5.06,0.98
circular_read_5_phanotate_60_geneCall,0.11,0.21,3.10,0.26,0.32,0.08,0.31,0.08,0.13,0.04,5.36,0.98
circular_read_5_phanotate_61_geneCall,0.02,0.11,0.12,0.02,0.10,0.69,0.06,0.02,0.06,0.62,8.17,0.99
circular_read_5_phanotate_62_geneCall,0.37,0.56,0.15,0.45,0.28,3.22,0.31,0.19,0.22,0.32,3.93,0.97
circular_read_5_phanotate_63_geneCall,0.02,0.32,0.06,0.20,0.03,0.01,0.14,0.01,0.15,0.10,8.95,1.00
circular_read_5_phanotate_64_geneCall,0.00,0.04,0.00,0.00,0.02,0.00,0.19,0.02,0.01,0.05,9.66,1.00
circular_read_610_phanotate_1_geneCall,0.01,0.06,0.03,0.01,0.08,0.20,0.07,0.08,0.05,0.03,9.38,1.00
circular_read_610_phanotate_2_geneCall,0.03,0.57,0.01,0.06,0.06,0.02,0.05,0.01,0.01,0.03,9.16,1.00
circular_read_610_phanotate_3_geneCall,0.47,1.25,0.26,0.24,0.22,0.72,0.26,0.22,0.31,0.41,5.64,0.98
circular_read_610_phanotate_4_geneCall,0.22,0.11,0.08,0.01,0.19,0.34,0.15,0.02,0.36,0.16,8.36,0.99
circular_read_610_phanotate_5_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.98,1.00
