Genome	Flye.length	Flye.cov	Flye.circ	IsPhage	Vibrant.prediction	Vibrant.type	Vibrant.Quality	Phaster.COMPLETENESS.score	Phaster.SPECIFIC_KEYWORD	Phaster.TOTAL_PROTEIN_NUM	Phaster.PHAGE_HIT_PROTEIN_NUM	Phaster.MOST_COMMON_PHAGE_NAME.hit_genes_count	vHulk.pred	VC	VC.Status	VC.Size	VC.Subcluster	VC.Subcluster.Size	VC.Quality	VC.members			virusTax	jtHost	crisprhit	mattInfo	bonillaInfo	CrisprDB
contig_1484	3620	10	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1522	4238	278	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!		Lactobacillus Firm-5	Lactobacillus kullabergensis	NA	NA	Lactobacillus
contig_1540	9510	29	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1637	4539	125	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!		Gilliamella	Gilliamella apicola	NA	NA	NA
contig_1648	10466	38	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1677	3796	19	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1735	4864	48	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Singleton	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1742	3608	32	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Singleton	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1743	3556	16	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Singleton	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1746	21316	29	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	Pseudomonas_aeruginosa		Outlier	NA	NA	NA	NA	NA		#VALUE!		Gilliamella	Gilliamella apicola	NA	NA	Gilliamella
contig_1752	2050	369	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1755	4286	143	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1781	8061	70	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Gilliamella	NA	NA	NA	Gilliamella
contig_1800	4820	30	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1817	5582	21	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1825	6658	157	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Gilliamella	Gilliamella apicola	NA	NA	Gilliamella
contig_1836	6653	59	Y	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	Clostridium		Outlier	NA	NA	NA	NA	NA		#VALUE!		Clostridium	NA	NA	NA	NA
contig_1837	8016	899	N	TRUE	virus	lysogenic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1874	3857	83	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1888	2281	63	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1940	7173	25	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Singleton	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1971	9405	3	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2002	7760	38	Y	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2017	2584	10	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2022	2586	10	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Singleton	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2039	10175	57	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Singleton	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2059	12005	24	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2060	3496	27	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2063	2874	74	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2065	5833	11	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Singleton	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2066	2181	15	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2094	21485	16	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Overlap (VC_33/VC_444)	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2111	3441	43	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2116	2236	9	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2141	2362	153	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2153	6351	12	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Overlap (VC_40/VC_96/VC_464)	NA	NA	NA	NA	NA		#VALUE!		Gilliamella	Gilliamella apicola	NA	NA	Gilliamella
contig_2154	6348	104	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Overlap (VC_40/VC_96/VC_464)	NA	NA	NA	NA	NA		#VALUE!		Gilliamella	Gilliamella apicola	NA	NA	Gilliamella
contig_2178	2698	99	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2179	2519	148	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2184	16813	259	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Singleton	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2244	3131	109	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2271	2696	98	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2272	2675	33	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2314	1992	23	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Singleton	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2343	6602	144	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2398	17261	64	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Bifidobacterium	Bifidobacterium asteroides	NA	NA	Bifidobacterium
contig_2462	1734	20	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Singleton	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2497	7422	219	N	TRUE	virus	lysogenic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2514	9466	20	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2523	3781	11	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2534	16649	41	N	TRUE	virus	lysogenic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Gilliamella	Gilliamella apicola	NA	NA	Gilliamella
contig_2591	3365	65	N	TRUE	virus	lytic,lytic	low quality draft,complete circular	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2596	2134	109	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2608	3555	10	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2609	9508	6	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2617	10980	57	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2638	32266	37	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	Escherichia		Outlier	NA	NA	NA	NA	NA		#VALUE!		Gilliamella	Gilliamella apicola	NA	NA	Gilliamella
contig_2720	30587	53	N	TRUE	virus	lytic	medium quality draft	NA	NA	NA	NA	NA	None		Overlap (VC_33/VC_444)	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2736	4209	206	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2779	4615	209	Y	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2829	2664	79	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2833	11033	557	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2844	3685	19	Y	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Singleton	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2848	10911	33	Y	TRUE	virus	lytic	medium quality draft	NA	NA	NA	NA	NA	Escherichia_coli		Singleton	NA	NA	NA	NA	NA		#VALUE!		Escherichia	NA	NA	NA	NA
contig_2862	13090	12	Y	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Bifidobacterium	Bifidobacterium asteroides	NA	NA	Bifidobacterium
contig_287	6056	10	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2876	4110	17	Y	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!		Gilliamella	Gilliamella apicola	NA	NA	Gilliamella
contig_2877	4296	7	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2879	12058	46	N	TRUE	virus	lysogenic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2882	10532	69	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Overlap (VC_198/VC_222)	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2887	12212	42	Y	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Gilliamella	Gilliamella apicola	NA	NA	Gilliamella
contig_2892	6411	10	Y	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2896	14311	30	Y	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2987	7320	76	Y	TRUE	virus	lytic	medium quality draft	NA	NA	NA	NA	NA	None		Overlap (VC_141/VC_295)	NA	NA	NA	NA	NA		#VALUE!		Lactobacillus	Lactobacillus	NA	NA	Lactobacillus
contig_2989	3397	119	Y	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_3048	5730	62	Y	TRUE	virus	lytic,lytic	low quality draft,complete circular	NA	NA	NA	NA	NA	None		Singleton	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_3137	4514	27	Y	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_3139	2412	19	Y	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Singleton	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_3169	11474	71	Y	TRUE	virus	lytic,lytic	high quality draft,complete circular	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_503	4651	36	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Singleton	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_566	1947	99	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Singleton	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_727	6259	63	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_757	10298	57	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Lactobacillus Firm-5	Lactobacillus melliventris	NA	NA	Lactobacillus
contig_770	5796	178	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Gilliamella	Gilliamella apicola	NA	NA	Gilliamella
contig_777	3401	54	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Singleton	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_778	16983	137	N	TRUE	virus	lysogenic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_829	7832	63	Y	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Gilliamella	Gilliamella apicola	NA	NA	Gilliamella
contig_839	61739	768	N	TRUE	virus	lysogenic	medium quality draft	NA	NA	NA	NA	NA	Pseudomonas		Overlap (VC_78/VC_261)	NA	NA	NA	NA	NA		#VALUE!		Bartonella	Bartonella apis	NA	NA	Bartonella
contig_850	5051	62	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_851	10059	221	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_875	7465	168	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Lactobacillus	Lactobacillus	NA	NA	NA
contig_879	4710	34	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!		Lactobacillus	NA	NA	NA	Lactobacillus
contig_881	27268	194	N	TRUE	virus	lysogenic	low quality draft	NA	NA	NA	NA	NA	Lactobacillus		Overlap (VC_23/VC_79)	NA	NA	NA	NA	NA		#VALUE!		Lactobacillus Firm-5	Lactobacillus melliventris	NA	NA	NA
contig_882	5672	272	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!		Lactobacillus	Lactobacillus	NA	NA	NA
contig_883	4011	123	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_887	3098	82	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
scaffold_1042	74582	81	N	TRUE	virus	lysogenic	high quality draft	NA	NA	NA	NA	NA	Lactobacillus		Overlap (VC_17/VC_79)	NA	NA	NA	NA	NA		#VALUE!		Lactobacillus	Lactobacillus	NA	NA	Lactobacillus
scaffold_1697	10020	96	N	TRUE	virus	lytic	low quality draft	NA	NA	NA	NA	NA	None		Outlier	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
scaffold_1797	81739	109	N	TRUE	virus	lysogenic	medium quality draft	NA	NA	NA	NA	NA	Salmonella_enterica		Overlap (VC_40/VC_464)	NA	NA	NA	NA	NA		#VALUE!		Gilliamella	Gilliamella apicola	NA	NA	Gilliamella
scaffold_2752	71329	233	N	TRUE	virus	lytic	medium quality draft	NA	NA	NA	NA	NA	Bacillus		Overlap (VC_208/VC_266)	NA	NA	NA	NA	NA		#VALUE!		Lactobacillus	NA	NA	NA	NA
contig_135	114230	111	N	FALSE	NA	NA	NA	incomplete(20)	tail	7	6	PHAGE_Synech_S_CAM9_NC_031922(2),PHAGE_Synech_S_SSM7_NC_015287(1),PHAGE_Entero_phiSHEF4_NC_042022(1),PHAGE_Staphy_SA11_NC_019511(1),PHAGE_Escher_phAPEC8_NC_020079(1),PHAGE_Prochl_P_TIM68_NC_028955(1),PHAGE_Rueger_DSS3_P1_NC_025428(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Burkho_phi1026b_NC_005284(1),PHAGE_Staphy_Stau2_NC_030933(1),PHAGE_Synech_S_SKS1_NC_020851(1),PHAGE_Caulob_Cr30_NC_025422(1),PHAGE_Aeropy_1_NC_028268(1),PHAGE_Synech_ACG_2014f_NC_026927(1),PHAGE_Prochl_P_SSM2_NC_006883(1)	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1386	59185	74	N	FALSE	NA	NA	NA	incomplete(20)	tail	10	6	PHAGE_Gordon_Ghobes_NC_031028(2),PHAGE_Arthro_Pumancara_NC_041945(1),PHAGE_Staphy_42E_NC_007052(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Mycoba_Sebata_NC_041993(1),PHAGE_Mycoba_Gizmo_NC_021346(1),PHAGE_Mycoba_Pleione_NC_023737(1),PHAGE_Caulob_Cr30_NC_025422(1)	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2122	40384	17	N	FALSE	NA	NA	NA	incomplete(50)	protease	8	7	PHAGE_Cronob_CR5_NC_021531(1),PHAGE_Caulob_CcrColossus_NC_019406(1),PHAGE_Acidia_virus_NC_029316(1),PHAGE_Stenot_vB_SmaS_DLP_5_NC_042082(1),PHAGE_Bacill_SP_15_NC_031245(1)	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2543	47673	114	N	FALSE	NA	NA	NA	incomplete(50)	protease	10	7	PHAGE_Bacter_B40_8_NC_011222(1),PHAGE_Altero_vB_AmaP_AD45_P1_NC_021532(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Bacill_vB_BceM_Bc431v3_NC_020873(1),PHAGE_Geobac_E2_NC_009552(1),PHAGE_Staphy_SPbeta_like_NC_029119(1),PHAGE_Burkho_phi1026b_NC_005284(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Bacter_B124_14_NC_016770(1),PHAGE_Bacill_BM15_NC_042140(1),PHAGE_Arthro_Circum_NC_041948(1),PHAGE_Bacill_Bcp1_NC_024137(1)	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_1022	22730	8	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_116	6162	34	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_1165	5079	23	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_1182	4142	76	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_1235	4594	70	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_1242	3857	22	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_1322	8233	19	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_1460	4950	10	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_1462	3541	42	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_1610	3159	17	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_1727	5996	19	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_1747	4656	28	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_1756	9137	24	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_177	5728	51	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_195	3473	18	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_1972	3934	68	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2006	3962	54	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2134	6238	49	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2149	3894	37	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2193	5294	14	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2209	5390	5	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2244	4703	44	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2275	3892	25	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2357	2617	73	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2467	4531	50	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2675	4605	22	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2764	3979	42	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2778	8816	33	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2791	1248	108	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2869	7023	19	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2927	3480	25	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3004	1300	167	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3086	6826	35	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
