CONTIG	REGION	REGION_LENGTH	COMPLETENESS(score)	SPECIFIC_KEYWORD	REGION_POSITION	TRNA_NUM	TOTAL_PROTEIN_NUM	PHAGE_HIT_PROTEIN_NUM	HYPOTHETICAL_PROTEIN_NUM	PHAGE+HYPO_PROTEIN_PERCENTAGE	BACTERIAL_PROTEIN_NUM	ATT_SITE_SHOWUP	PHAGE_SPECIES_NUM	MOST_COMMON_PHAGE_NAME(hit_genes_count)	FIRST_MOST_COMMON_PHAGE_NUM	FIRST_MOST_COMMON_PHAGE_PERCENTAGE	GC_PERCENTAGE
>contig_1928	1	25.2Kb	questionable(80)	integrase,terminase,portal,head	538-25775	0	44	26	18	100%	0	yes	17	PHAGE_Lister_B054_NC_009813(6),PHAGE_Lactob_phiadh_NC_000896(5),PHAGE_Lactob_Lj771_NC_010179(4),PHAGE_Lactob_Lv_1_NC_011801(4),PHAGE_Lactob_LBR48_NC_027990(4),PHAGE_Lactob_Lj928_NC_005354(3),PHAGE_Lactob_LL_H_NC_009554(3),PHAGE_Lactob_KC5a_NC_007924(3),PHAGE_Lactob_Lj965_NC_005355(2),PHAGE_Lactob_phig1e_NC_004305(2),PHAGE_Lactob_phiAQ113_NC_019782(2),PHAGE_Rhizob_RHEph04_NC_041908(2),PHAGE_Entero_phiEf11_NC_013696(2),PHAGE_Lactob_PL_1_NC_022757(2),PHAGE_Lactob_phiJB_NC_022775(2),PHAGE_Lactob_iLp1308_NC_028911(2),PHAGE_Lactob_JCL1032_NC_019456(2),PHAGE_Lactob_CL1_NC_028888(2),PHAGE_Psychr_pOW20_A_NC_020841(1),PHAGE_Synech_S_CBS4_NC_016766(1),PHAGE_Lister_A118_NC_003216(1),PHAGE_Strept_MM1_NC_003050(1),PHAGE_Escher_bV_EcoS_AHS24_NC_024784(1),PHAGE_Staphy_StB20_like_NC_028821(1),PHAGE_Bacill_phi4B1_NC_028886(1),PHAGE_Staphy_Slt_NC_002661(1),PHAGE_Staphy_phi2958PVL_NC_011344(1),PHAGE_Staphy_29_NC_007061(1),PHAGE_Lactoc_98201_NC_031064(1),PHAGE_Lactob_LF1_NC_019486(1),PHAGE_Escher_Jk06_NC_007291(1),PHAGE_Lister_A006_NC_009815(1),PHAGE_Lactoc_63301_NC_031017(1),PHAGE_Entero_vB_IME197_NC_028671(1),PHAGE_Bacill_Bobb_NC_024792(1),PHAGE_Lactob_PLE2_NC_031036(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Bacill_Bp8p_C_NC_029121(1),PHAGE_Entero_vB_EcoS_NBD2_NC_031050(1),PHAGE_Staphy_Ipla5_NC_018281(1),PHAGE_Lactoc_bIL309_NC_002668(1),PHAGE_Lactoc_28201_NC_031013(1),PHAGE_Lactob_Sha1_NC_019489(1),PHAGE_Entero_phiFL1A_NC_013646(1),PHAGE_Escher_bV_EcoS_AHP42_NC_024793(1),PHAGE_Staphy_tp310_2_NC_009762(1),PHAGE_Staphy_69_NC_007048(1),PHAGE_Lactoc_lato_NC_004746(1),PHAGE_Bacill_Grass_NC_022771(1),PHAGE_Escher_bV_EcoS_AKS96_NC_024789(1),PHAGE_Strept_phiARI0746_NC_031907(1),PHAGE_Erwini_phiEt88_NC_015295(1),PHAGE_Lactob_jlb1_NC_024206(1),PHAGE_Lactob_phiPYB5_NC_027982(1),PHAGE_Xantho_vB_XveM_DIBBI_NC_017981(1),PHAGE_Entero_phiFL3A_NC_013648(1),PHAGE_Staphy_80alpha_NC_009526(1),PHAGE_Brevib_Abouo_NC_029029(1),PHAGE_Edward_MSW_3_NC_020082(1),PHAGE_Lactob_PLE3_NC_031125(1),PHAGE_Entero_phiFL2A_NC_013643(1),PHAGE_Clostr_phiCD27_NC_011398(1),PHAGE_Rhizob_RHEph06_NC_027296(1),PHAGE_Edward_PEi21_NC_021342(1),PHAGE_Thermo_THSA_485A_NC_018264(1),PHAGE_Clostr_CDMH1_NC_024144(1),PHAGE_Lactob_Ldl1_NC_026609(1),PHAGE_Bacill_phiAGATE_NC_020081(1),PHAGE_Staphy_3A_NC_007053(1)	5	13.63%	36.00%
>contig_2872	1	8Kb	incomplete(30)	terminase,lysin	1380-9413	0	17	6	11	100%	0	no	6	PHAGE_Arthro_vB_ArtM_ArV1_NC_026606(2),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(1),PHAGE_Lactoc_lato_NC_004746(1),PHAGE_Arthro_Colucci_NC_042000(1),PHAGE_Lactob_LfeSau_NC_029068(1),PHAGE_Arthro_Abidatro_NC_042002(1),PHAGE_Mycoba_Snenia_NC_028778(1),PHAGE_Flavob_Fpv6_NC_031938(1),PHAGE_Flavob_Fpv8_NC_031919(1),PHAGE_Cellul_phi46:1_NC_021800(1),PHAGE_Entero_EF62phi_NC_017732(1),PHAGE_Mycoba_Gardann_NC_031124(1),PHAGE_Microb_Pikmin_NC_042119(1),PHAGE_Arthro_PrincessTrina_NC_042053(1),PHAGE_Mycoba_Omega_NC_004688(1),PHAGE_Flavob_Fpv5_NC_031921(1),PHAGE_Flavob_Fpv7_NC_031905(1),PHAGE_Mycoba_Whirlwind_NC_022052(1)	1	11.76%	53.60%
>contig_1285	1	9.6Kb	incomplete(10)	NA	21343-31033	0	22	10	12	100%	0	no	6	PHAGE_Staphy_88_NC_007063(2),PHAGE_Lactoc_lato_NC_004746(1),PHAGE_Salmon_SE1_NC_011802(1),PHAGE_Staphy_52A_NC_007062(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Paenib_phiIBB_Pl23_NC_021865(1),PHAGE_Lactob_JCL1032_NC_019456(1),PHAGE_Staphy_80_NC_030652(1),PHAGE_Staphy_StB20_like_NC_028821(1),PHAGE_Brevib_Davies_NC_022980(1),PHAGE_Brevib_Osiris_NC_028969(1),PHAGE_Salmon_ST160_NC_014900(1),PHAGE_Staphy_phi2958PVL_NC_011344(1),PHAGE_Staphy_29_NC_007061(1),PHAGE_Staphy_DW2_NC_024391(1),PHAGE_Clostr_phiCD6356_NC_015262(1),PHAGE_Entero_EF62phi_NC_017732(1),PHAGE_Staphy_47_NC_007054(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Thermo_THSA_485A_NC_018264(1),PHAGE_Lactob_phiJB_NC_022775(1),PHAGE_Staphy_37_NC_007055(1)	3	9.09%	30.89%
>contig_2094	1	13.2Kb	incomplete(10)	NA	2844-16117	0	21	10	11	100%	0	no	3	PHAGE_Lactob_Lb338_1_NC_012530(3),PHAGE_Entero_phiEF24C_NC_009904(3),PHAGE_Entero_EFLK1_NC_029026(3),PHAGE_Entero_EFDG1_NC_029009(2),PHAGE_Entero_ECP3_NC_027335(2),PHAGE_Bacill_phiNIT1_NC_021856(1),PHAGE_Lister_LP_083_2_NC_024383(1),PHAGE_Lister_LMTA_148_NC_024787(1),PHAGE_Staphy_phiIPLA_C1C_NC_028962(1),PHAGE_Lister_LP_048_NC_024359(1),PHAGE_Staphy_phiSA012_NC_023573(1),PHAGE_Staphy_Twort_NC_007021(1),PHAGE_Staphy_Team1_NC_025417(1),PHAGE_Staphy_phiIBB_SEP1_NC_041928(1),PHAGE_Lister_A511_NC_009811(1),PHAGE_Staphy_812_NC_029080(1),PHAGE_Staphy_G1_NC_007066(1)	7	14.28%	33.20%
>contig_2769	1	9.8Kb	incomplete(50)	recombinase	24-9872	0	16	13	3	100%	0	no	3	PHAGE_Lactob_Lb338_1_NC_012530(2),PHAGE_Staphy_G1_NC_007066(2),PHAGE_Lister_LP_083_2_NC_024383(1),PHAGE_Bacill_TsarBomba_NC_028890(1),PHAGE_Staphy_S25_4_NC_022918(1),PHAGE_Staphy_K_NC_005880(1),PHAGE_Lister_LP_064_NC_041862(1),PHAGE_Staphy_phiIPLA_C1C_NC_028962(1),PHAGE_Bacill_BCP78_NC_018860(1),PHAGE_Lister_P100_NC_007610(1),PHAGE_Lister_LP_048_NC_024359(1),PHAGE_Lister_List_36_NC_024364(1),PHAGE_Staphy_phiIBB_SEP1_NC_041928(1),PHAGE_Staphy_Team1_NC_025417(1),PHAGE_Staphy_812_NC_029080(1),PHAGE_Staphy_MCE_2014_NC_025416(1)	6	12.5%	33.38%
>contig_2838	1	18.8Kb	intact(150)	integrase,plate,tail	1-18891	0	48	19	29	100%	0	yes	11	PHAGE_Entero_HK97_NC_002167(2),PHAGE_Shigel_SfIV_NC_022749(2),PHAGE_Entero_HK106_NC_019768(2),PHAGE_Salmon_118970_sal3_NC_031940(2),PHAGE_Escher_P2_NC_041848(2),PHAGE_Escher_pro483_NC_028943(2),PHAGE_Bacter_APSE_2_NC_011551(1),PHAGE_Salmon_ST64B_NC_004313(1),PHAGE_Aeromo_vB_AsaM_56_NC_019527(1),PHAGE_Entero_lambda_NC_001416(1),PHAGE_Salmon_SEN5_NC_028701(1),PHAGE_Endosy_APSE_1_NC_000935(1),PHAGE_Pectob_phiTE_NC_020201(1),PHAGE_Entero_mEp390_NC_019721(1),PHAGE_Entero_SfV_NC_003444(1),PHAGE_Entero_HK629_NC_019711(1),PHAGE_Cronob_02_NC_028672(1),PHAGE_Entero_mEp460_NC_019716(1),PHAGE_Salmon_Fels_1_NC_010391(1),PHAGE_Entero_cdtI_NC_009514(1),PHAGE_Yersin_phiR1_37_NC_016163(1),PHAGE_Shigel_SfII_NC_021857(1),PHAGE_Entero_JenK1_NC_029021(1),PHAGE_Pectob_ZF40_NC_019522(1),PHAGE_Entero_9g_NC_024146(1),PHAGE_Entero_HK630_NC_019723(1),PHAGE_Salmon_SEN4_NC_029015(1),PHAGE_Cronob_CR3_NC_017974(1)	4	4.16%	34.72%
>contig_1738	1	15.5Kb	incomplete(10)	NA	386-15925	0	19	12	7	100%	0	no	1	PHAGE_Rhizob_RHEph10_NC_034248(12),PHAGE_Salmon_SSU5_NC_018843(6),PHAGE_Pseudo_nickie_NC_042091(5),PHAGE_Erwini_vB_EamM_RisingSun_NC_042018(1),PHAGE_Bacill_Shanette_NC_028983(1),PHAGE_Vibrio_SHOU24_NC_023569(1),PHAGE_Erwini_vB_EamM_Phobos_NC_031043(1),PHAGE_Vibrio_ICP2_2013_A_Haiti_NC_024791(1),PHAGE_Bacill_SP_10_NC_019487(1),PHAGE_Cronob_CR5_NC_021531(1),PHAGE_Bacill_SPO1_NC_011421(1),PHAGE_Erwini_PhiEaH1_NC_023610(1),PHAGE_Cyanop_P_RSM6_NC_020855(1),PHAGE_Bacill_CampHawk_NC_022761(1),PHAGE_Synech_S_WAM1_NC_031944(1),PHAGE_Provid_vB_PreS_PR1_NC_041913(1),PHAGE_Yersin_phiR201_NC_019919(1)	12	63.15%	38.78%
>contig_1782	1	24.7Kb	incomplete(40)	recombinase	20-24800	0	63	34	29	100%	0	no	14	PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(4),PHAGE_Haemop_Aaphi23_NC_004827(3),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(3),PHAGE_Shigel_Sf6_NC_005344(2),PHAGE_Entero_HK446_NC_019714(2),PHAGE_Cellul_phi10:1_NC_021802(2),PHAGE_Pectob_ZF40_NC_019522(2),PHAGE_Entero_Sf101_NC_027398(2),PHAGE_Burkho_DC1_NC_018452(2),PHAGE_Cronob_ENT47670_NC_019927(2),PHAGE_Entero_VT2_Sakai_NC_000902(2),PHAGE_Klebsi_vB_Kp2_NC_028664(1),PHAGE_Escher_HK639_NC_016158(1),PHAGE_Salmon_SE1_NC_011802(1),PHAGE_Acinet_WCHABP1_NC_041966(1),PHAGE_Paenib_Harrison_NC_028746(1),PHAGE_Salmon_103203_sal5_NC_031946(1),PHAGE_Escher_RCS47_NC_042128(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Sulfit_NYA_2014a_NC_027299(1),PHAGE_Entero_mEp235_NC_019708(1),PHAGE_Salmon_118970_sal4_NC_030919(1),PHAGE_Entero_HK022_NC_002166(1),PHAGE_Entero_HK106_NC_019768(1),PHAGE_Entero_mEp390_NC_019721(1),PHAGE_Entero_phi80_NC_021190(1),PHAGE_Burkho_BcepIL02_NC_012743(1),PHAGE_Entero_HK629_NC_019711(1),PHAGE_Entero_mEp234_NC_019715(1),PHAGE_Sulfit_pCB2047_A_NC_020858(1),PHAGE_Entero_HK542_NC_019769(1),PHAGE_Salmon_vB_SosS_Oslo_NC_018279(1),PHAGE_Pseudo_vB_PaeP_Tr60_Ab31_NC_023575(1),PHAGE_Bacill_PM1_NC_020883(1),PHAGE_Paraco_Shpa_NC_041868(1),PHAGE_Pseudo_YMC11/02/R656_NC_028657(1),PHAGE_Escher_HK75_NC_016160(1),PHAGE_Entero_HK633_NC_019719(1),PHAGE_Entero_HK225_NC_019717(1),PHAGE_Sulfit_pCB2047_C_NC_020856(1),PHAGE_Acinet_WCHABP12_NC_041924(1),PHAGE_Staphy_37_NC_007055(1),PHAGE_Entero_P1_NC_005856(1),PHAGE_Salmon_vB_SemP_Emek_NC_018275(1),PHAGE_Entero_933W_NC_000924(1),PHAGE_Staphy_EW_NC_007056(1),PHAGE_Klebsi_vB_KpnP_KpV41_NC_028670(1),PHAGE_Stx2_II_NC_004914(1),PHAGE_Salmon_ST160_NC_014900(1),PHAGE_Yersin_PY54_NC_005069(1),PHAGE_Cronob_ENT39118_NC_019934(1),PHAGE_Klebsi_vB_KpnP_KpV475_NC_031025(1),PHAGE_Salmon_64795_sal3_NC_031918(1),PHAGE_Entero_mEpX2_NC_019705(1),PHAGE_Sinorh_phiLM21_NC_029046(1),PHAGE_Salmon_SJ46_NC_031129(1),PHAGE_Klebsi_vB_KpnP_KpV71_NC_031246(1),PHAGE_Escher_phage_NC_004913(1),PHAGE_Salmon_ST64T_NC_004348(1)	7	6.34%	34.47%
>contig_1824	1	17.3Kb	questionable(90)	tail	183-17560	0	16	15	1	100%	0	no	6	PHAGE_Pseudo_vB_PaeS_PM105_NC_028667(5),PHAGE_Pseudo_B3_NC_006548(4),PHAGE_Pseudo_JBD67_NC_042135(3),PHAGE_Pseudo_SM1_NC_041877(2),PHAGE_Pseudo_JBD88a_NC_020200(2),PHAGE_Pseudo_JBD18_NC_027986(2),PHAGE_Pseudo_JBD25_NC_027992(2),PHAGE_Pseudo_H70_NC_027384(1),PHAGE_Proteu_pPM_01_NC_028812(1),PHAGE_Salmon_37_NC_029045(1),PHAGE_Pseudo_YuA_NC_010116(1),PHAGE_Pseudo_JBD30_NC_020198(1),PHAGE_Pseudo_MP29_NC_011613(1),PHAGE_Vibrio_VpKK5_NC_026610(1),PHAGE_Burkho_BcepNazgul_NC_005091(1),PHAGE_Pseudo_NP1_NC_031058(1),PHAGE_Salmon_118970_sal1_NC_031930(1),PHAGE_Salmon_SPN19_NC_019417(1),PHAGE_Pseudo_JBD5_NC_020202(1),PHAGE_Stenot_vB_SmaS_DLP_5_NC_042082(1),PHAGE_Pseudo_LPB1_NC_027298(1),PHAGE_Salmon_Chi_NC_021315(1),PHAGE_Pseudo_LKO4_NC_041934(1),PHAGE_Salmon_FSLSP088_NC_021780(1),PHAGE_Pseudo_MP22_NC_009818(1),PHAGE_Salmon_Chi_NC_025442(1),PHAGE_Pseudo_MP38_NC_011611(1),PHAGE_Pseudo_FHA0480_NC_041851(1),PHAGE_Pseudo_PaMx28_NC_028931(1),PHAGE_Pseudo_PAE1_NC_028980(1),PHAGE_Salmon_FSLSP030_NC_021779(1),PHAGE_Salmon_BP12C_NC_031228(1),PHAGE_Pseudo_M6_NC_007809(1)	6	31.25%	36.78%
>contig_1516	1	6.2Kb	questionable(80)	head,protease,portal	269-6566	0	9	9	0	100%	0	no	3	PHAGE_Lactoc_bIL309_NC_002668(3),PHAGE_Lactob_Lc_Nu_NC_007501(3),PHAGE_Lactob_phiAT3_NC_005893(3),PHAGE_Lactob_Lv_1_NC_011801(2),PHAGE_Strept_Sfi19_NC_000871(1),PHAGE_Strept_M102AD_NC_028984(1),PHAGE_Entero_IME_EFm5_NC_028826(1),PHAGE_Staphy_StB20_NC_019915(1),PHAGE_Lactob_Lrm1_NC_011104(1),PHAGE_Strept_APCM01_NC_029030(1),PHAGE_Entero_IME_EFm1_NC_024356(1),PHAGE_Staphy_StB20_like_NC_028821(1),PHAGE_Strept_M102_NC_012884(1),PHAGE_Strept_7201_NC_002185(1)	5	33.33%	37.25%
>contig_1309	1	7.3Kb	incomplete(10)	NA	34432-41733	0	10	6	4	100%	0	no	5	PHAGE_Salmon_118970_sal3_NC_031940(2),PHAGE_Escher_P2_NC_041848(1),PHAGE_Escher_D108_NC_013594(1),PHAGE_Escher_ECML_117_NC_025441(1),PHAGE_Prochl_P_TIM68_NC_028955(1),PHAGE_Burkho_phi1026b_NC_005284(1),PHAGE_Entero_Mu_NC_000929(1),PHAGE_Salmon_SSU5_NC_018843(1),PHAGE_Entero_SfMu_NC_027382(1),PHAGE_Escher_pro483_NC_028943(1)	2	20%	44.75%
>contig_1309	2	4.7Kb	incomplete(10)	NA	42595-47366	0	7	3	4	100%	0	no	3	PHAGE_Burkho_phi1026b_NC_005284(1),PHAGE_Salmon_SSU5_NC_018843(1),PHAGE_Escher_ECML_117_NC_025441(1),PHAGE_Prochl_P_TIM68_NC_028955(1)	1	14.28%	48.55%
>contig_3111	1	5.9Kb	incomplete(20)	head	66-6060	0	11	8	3	100%	0	no	1	PHAGE_Lactob_phiadh_NC_000896(7),PHAGE_Lactob_Sha1_NC_019489(5),PHAGE_Lactoc_bIL286_NC_002667(4),PHAGE_Lactoc_lato_NC_004746(3),PHAGE_Strept_Sfi19_NC_000871(2),PHAGE_Strept_DT1_NC_002072(2),PHAGE_Strept_Sfi21_NC_000872(2),PHAGE_Strept_Abc2_NC_013645(2),PHAGE_Lactoc_BK5_T_NC_002796(2),PHAGE_Strept_YMC_2011_NC_018285(1),PHAGE_Strept_7201_NC_002185(1),PHAGE_Lactob_Lv_1_NC_011801(1)	8	63.63%	36.68%
>contig_2719	1	14.3Kb	incomplete(10)	NA	95020-109335	0	7	7	0	100%	0	no	2	PHAGE_Yersin_phiR1_RT_NC_019909(1),PHAGE_Brevib_Jenst_NC_028805(1),PHAGE_Clostr_phiCD211_NC_029048(1),PHAGE_Yersin_vB_YenM_TG1_NC_028820(1)	6	14.28%	58.92%
>contig_2026	1	36.3Kb	incomplete(30)	NA	507-36848	0	67	47	20	100%	0	no	17	PHAGE_Lactob_iLp84_NC_028783(3),PHAGE_Lister_vB_LmoS_293_NC_028929(3),PHAGE_Lactob_PLE3_NC_031125(3),PHAGE_Lister_A118_NC_003216(2),PHAGE_Bacill_phi4J1_NC_029008(2),PHAGE_Entero_EF62phi_NC_017732(2),PHAGE_Lister_vB_LmoS_188_NC_028871(2),PHAGE_Clostr_phiCT19406B_NC_030947(2),PHAGE_Lactob_LF1_NC_019486(2),PHAGE_Clostr_phiCTC2B_NC_030951(2),PHAGE_Bacill_BM5_NC_029069(2),PHAGE_Lister_LP_030_3_NC_024384(2),PHAGE_Bacill_BCJA1c_NC_006557(2),PHAGE_Staphy_B166_NC_028859(1),PHAGE_Brocho_NF5_NC_015252(1),PHAGE_Strept_MM1_NC_003050(1),PHAGE_Oenoco_phi9805_NC_023559(1),PHAGE_Staphy_SA12_NC_021801(1),PHAGE_Entero_mEpX1_NC_019709(1),PHAGE_Bacill_phi4B1_NC_028886(1),PHAGE_Ralsto_RSM1_NC_008574(1),PHAGE_Strept_EJ_1_NC_005294(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Geobac_E2_NC_009552(1),PHAGE_Entero_EFC_1_NC_025453(1),PHAGE_Lactoc_bIL286_NC_002667(1),PHAGE_Strept_phiNJ2_NC_019418(1),PHAGE_Strept_315.3_NC_004586(1),PHAGE_Clostr_phiCD481_1_NC_028951(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Lactob_J_1_NC_022756(1),PHAGE_Paenib_Willow_NC_041867(1),PHAGE_Lactob_LL_H_NC_009554(1),PHAGE_Bacill_Pavlov_NC_028782(1),PHAGE_Bacill_1_NC_009737(1),PHAGE_Lactob_KC5a_NC_007924(1),PHAGE_Paenib_PG1_NC_021558(1),PHAGE_Bacill_Waukesha92_NC_025424(1),PHAGE_Clostr_phiCD111_NC_028905(1),PHAGE_Lactob_Sha1_NC_019489(1),PHAGE_Lactob_PL_1_NC_022757(1),PHAGE_Entero_phiFL1A_NC_013646(1),PHAGE_Lactob_Lj771_NC_010179(1),PHAGE_Lactob_iLp1308_NC_028911(1),PHAGE_Paenib_Fern_NC_028851(1),PHAGE_Strept_phiARI0746_NC_031907(1),PHAGE_Ralsto_NP_2014_NC_023586(1),PHAGE_Staphy_JS01_NC_021773(1),PHAGE_Lactob_jlb1_NC_024206(1),PHAGE_Bacill_Pascal_NC_027372(1),PHAGE_Brocho_BL3_NC_015254(1),PHAGE_Entero_phiFL3A_NC_013648(1),PHAGE_Clostr_phiCD146_NC_028958(1),PHAGE_Clostr_phiCDHM13_NC_029116(1),PHAGE_Clostr_phiCT19406C_NC_029006(1),PHAGE_Staphy_phi7401PVL_NC_020199(1),PHAGE_Burkho_KS14_NC_015273(1),PHAGE_Lactob_Lc_Nu_NC_007501(1),PHAGE_Bacill_phi105_NC_004167(1),PHAGE_Ralsto_RSM3_NC_011399(1),PHAGE_Staphy_3MRA_NC_028917(1),PHAGE_Staphy_ROSA_NC_007058(1),PHAGE_Lister_B054_NC_009813(1),PHAGE_Lactob_LBR48_NC_027990(1),PHAGE_Lactob_A2_NC_004112(1),PHAGE_Strept_phiBHN167_NC_022791(1),PHAGE_Lactob_CL1_NC_028888(1),PHAGE_Lactob_Lrm1_NC_011104(1),PHAGE_Staphy_StauST398_5_NC_023500(1),PHAGE_Geobac_GBSV1_NC_008376(1)	7	4.47%	34.04%
>contig_1823	1	11.4Kb	incomplete(30)	head	97-11546	0	20	16	4	100%	0	no	4	PHAGE_Pseudo_JBD67_NC_042135(12),PHAGE_Pseudo_JBD18_NC_027986(12),PHAGE_Pseudo_vB_PaeS_PM105_NC_028667(12),PHAGE_Pseudo_B3_NC_006548(10),PHAGE_Pseudo_JBD25_NC_027992(7),PHAGE_Burkho_KS10_NC_011216(2),PHAGE_Rhizob_RR1_B_NC_021557(1),PHAGE_Escher_D108_NC_013594(1),PHAGE_Mannhe_vB_MhM_587AP1_NC_028898(1),PHAGE_Rhodob_RcapMu_NC_016165(1),PHAGE_Entero_Mu_NC_000929(1),PHAGE_Mannhe_phiMHaA1_NC_008201(1),PHAGE_Pseudo_JBD93_NC_030918(1),PHAGE_Burkho_phiE255_NC_009237(1),PHAGE_Salmon_BP63_NC_031250(1),PHAGE_Vibrio_12B12_NC_021070(1),PHAGE_Aeromo_CC2_NC_019538(1),PHAGE_Burkho_BcepMu_NC_005882(1),PHAGE_Entero_SfMu_NC_027382(1)	7	60%	39.28%
>contig_2064	1	12.9Kb	incomplete(20)	recombinase	954-13949	0	20	14	6	100%	0	no	6	PHAGE_Lactob_Lb338_1_NC_012530(5),PHAGE_Staphy_S25_4_NC_022918(3),PHAGE_Entero_phiEF24C_NC_009904(3),PHAGE_Staphy_JD007_NC_019726(3),PHAGE_Staphy_phiIPLA_RODI_NC_028765(2),PHAGE_Bacill_Shbh1_NC_030925(2),PHAGE_Entero_EFLK1_NC_029026(2),PHAGE_Entero_EFDG1_NC_029009(2),PHAGE_Staphy_MCE_2014_NC_025416(2),PHAGE_Staphy_Twort_NC_007021(2),PHAGE_Bacill_Grass_NC_022771(1),PHAGE_Lister_LMTA_148_NC_024787(1),PHAGE_Bacill_Kida_NC_031012(1),PHAGE_Bacill_TsarBomba_NC_028890(1),PHAGE_Staphy_phiIPLA_C1C_NC_028962(1),PHAGE_Bacill_Bcp1_NC_024137(1),PHAGE_Bacill_Mater_NC_027366(1),PHAGE_Lister_List_36_NC_024364(1),PHAGE_Staphy_SA11_NC_019511(1),PHAGE_Staphy_P108_NC_025426(1),PHAGE_Entero_ECP3_NC_027335(1),PHAGE_Bacill_Megatron_NC_024211(1),PHAGE_Bacill_DirtyBetty_NC_031054(1),PHAGE_Lister_LP_064_NC_041862(1),PHAGE_Lister_LMTA_34_NC_042048(1),PHAGE_Bacill_BM15_NC_042140(1),PHAGE_Bacill_NotTheCreek_NC_031049(1),PHAGE_Staphy_phiSA012_NC_023573(1),PHAGE_Staphy_phiIBB_SEP1_NC_041928(1),PHAGE_Lister_A511_NC_009811(1),PHAGE_Bacill_SageFayge_NC_031027(1),PHAGE_Bacill_SalinJah_NC_031034(1),PHAGE_Staphy_GH15_NC_019448(1),PHAGE_Lister_LMSP_25_NC_024360(1),PHAGE_Staphy_Stau2_NC_030933(1)	8	25%	34.34%
>contig_2425	1	22.7Kb	incomplete(30)	tail	2039-24782	0	36	17	19	100%	0	no	13	PHAGE_Rhodoc_ReqiPoco6_NC_023694(7),PHAGE_Arthro_Mudcat_NC_031224(6),PHAGE_Rhodoc_ReqiPepy6_NC_023735(6),PHAGE_Strept_Scap1_NC_042042(6),PHAGE_Arthro_Gordon_NC_041952(6),PHAGE_Arthro_CaptnMurica_NC_041951(5),PHAGE_Arthro_Circum_NC_041948(5),PHAGE_Strept_Bing_NC_042106(4),PHAGE_Strept_Rima_NC_041889(3),PHAGE_Strept_DrGrey_NC_042016(3),PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007(1),PHAGE_Bacter_Diva_NC_028788(1),PHAGE_Staphy_6ec_NC_024355(1),PHAGE_Paenib_phiIBB_Pl23_NC_021865(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Strept_T12_NC_028700(1),PHAGE_Strept_315.5_NC_004588(1),PHAGE_Lactob_Ld3_NC_025421(1),PHAGE_Lactob_c5_NC_019449(1),PHAGE_Strept_A25_NC_028697(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Lactob_LLKu_NC_022989(1),PHAGE_Paenib_HB10c2_NC_028758(1),PHAGE_Vibrio_nt_1_NC_021529(1),PHAGE_Lactob_Ld17_NC_025420(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Staphy_vB_SepS_SEP9_NC_023582(1),PHAGE_Bacter_Rani_NC_029084(1),PHAGE_Paenib_Shelly_NC_041909(1),PHAGE_Lactoc_WRP3_NC_027341(1),PHAGE_Clostr_phiCD211_NC_029048(1)	3	19.44%	48.37%
