contig	protLen	protHits
contig_2105	239	Phage protein
contig_2105	260	hypothetical protein, Phage tail fiber ACLAME_Phage_tail Phage_tail_ protein, putative tail component Phage BP-4795 | tail | component | Phage | BP-4795 protein, host specificity protein, fig|139871.2.peg.48 Phage protein
contig_2105	176	fig|1190451.3.peg.233 putative sliding clamp protein, fig|1195085.3.peg.31 hypothetical protein, fig|722417.3.peg.122 Phage protein, fig|722418.3.peg.129 Phage protein, fig|331278.3.peg.58 Phage protein
contig_2105	101	Phage baseplate protein
contig_2105	221	baseplate J-like protein, fig|1206110.3.peg.23 baseplate J-like protein, fig|363555.2.peg.53 Phage baseplate protein
contig_2111	974	fig|764561.3.peg.15 Phage tail length tape measure protein, fig|35241.1.peg.46 Phage tail length tape measure protein
contig_2111	209	chaperonin Not in a subsystem 1555202.3 Escherichia phage 121Q, complete genome. protein, fig|1500713.3.peg.23 hypothetical protein, fig|1136534.3.peg.87 hypothetical protein, fig|264729.3.peg.46 Phage tail fiber ACLAME_Phage_tail| Phage_tail_ protein, fig|1530085.3.peg.12 hypothetical protein, fig|406340.2.peg.11 Phage tail fiber protein
contig_2111	857	fig|1500713.3.peg.24 late control D family protein, fig|431894.2.peg.21 Phage tail fiber protein
contig_2111	326	fig|1500713.3.peg.24 late control D family protein, fig|431894.2.peg.21 Phage tail fiber protein
contig_2111	653	fig|1500713.3.peg.25 putative baseplate protein, fig|264729.3.peg.48 Phage baseplate assembly protein
contig_2111	437	fig|1500713.3.peg.26 hypothetical protein, fig|264729.3.peg.45 Phage methyl-accepting chemotaxis protein
contig_2114	365	fig|1538804.3.peg.1 hypothetical protein, fig|1127515.3.peg.59 Phage protein, fig|909297.4.peg.18 Phage protein, fig|981335.3.peg.46 Phage protein, fig|6666666.74530.peg.48 Phage-related minor tail protein
contig_2114	137	fig|1500713.3.peg.21 hypothetical protein, fig|12336.2.peg.191 Phage protein, fig|398839.2.peg.63 Phage protein
contig_2114	758	fig|1500713.3.peg.18 tail tube FII family protein, fig|35343.1.peg.25 Phage tail tube Phage_tail_ protein, fig|431894.2.peg.14 Phage tail tube Phage_tail_ protein, fig|264729.3.peg.40 gp40 Phage_tail_ protein, fig|1500713.3.peg.20 hypothetical protein
contig_2114	299	fig|1500713.3.peg.17 tail sheath protein, fig|1567486.3.peg.49 tail sheath monomer Not in a subsystem 1567486.3 Enterobacteria phage P88, complete genome. protein, fig|264729.3.peg.39 Phage tail sheath Phage_tail_ protein, fig|431894.2.peg.13 Phage tail sheath Phage_tail_ protein, fig|669875.3.peg.15 Phage tail sheath Phage_tail_ protein
contig_2114	1196	fig|1500713.3.peg.17 tail sheath protein, fig|431894.2.peg.13 Phage tail sheath Phage_tail_ protein, fig|264729.3.peg.39 Phage tail sheath Phage_tail_ protein, fig|910475.3.peg.19 Phage tail sheath protein
contig_2114	254	hypothetical protein
contig_2114	92	NA
contig_2114	590	fig|1500713.3.peg.15 hypothetical protein
contig_2114	149	NA
contig_2114	194	fig|1129147.4.peg.198 baseplate wedge subunit Not in a subsystem 1129147.4 Klebsiella phage KP27, complete genome. protein, fig|707757.5.peg.189 Phage baseplate wedge subunit protein
contig_2114	1565	hypothetical protein, fig|6666666.74573.peg.2 terminase large subunit Not in a subsystem 6666666.74573 uncultured Mediterranean phage uvMED-GF-U-MedDCM-OCT-S40-C110 protein, fig|6666666.74154.peg.50 terminase large subunit Not in a subsystem 6666666.74154 uncultured Mediterranean phage uvMED-CGF-C5B-MedDCM-OCT-S25-C20 protein, fig|6666666.74155.peg.49 terminase large subunit Not in a subsystem 6666666.74155 uncultured Mediterranean phage uvMED-CGF-C5B-MedDCM-OCT-S32-C20 protein, fig|6666666.74149.peg.2 terminase large subunit Not in a subsystem 6666666.74149 uncultured Mediterranean phage uvMED-CGF-C5-MedDCM-OCT-S42-C132 protein, fig|6666666.74190.peg.2 terminase large subunit Not in a subsystem 6666666.74190 uncultured Mediterranean phage uvMED-CGF-C7-MedDCM-OCT-S26-C28 protein
contig_2114	95	Phage protein
contig_2114	101	fig|1340826.3.peg.26 LysA Not in a subsystem 1340826.3 Mycobacterium phage Whirlwind, complete genome. protein
contig_2114	149	NA
contig_2114	92	hypothetical protein
contig_2114	389	portal protein, fig|934027.3.peg.55 Phage terminase, large subunit ACLAME_Phage_head| Phage_packaging_machinery| T4-like_phage_core_ protein, fig|1110702.3.peg.3 terminase large subunit gp17 Not in a subsystem 1110702.3 Campylobacter phage CPX protein, fig|1229752.3.peg.56 hypothetical protein, fig|990550.3.peg.166 terminase large subunit gp17 Not in a subsystem 990550.3 Campylobacter phage CP81 protein
contig_2114	251	Phage protein, fig|467481.2.peg.44 Phage protein
contig_2114	140	portal protein, Phage capsid scaffolding protein
contig_2114	281	portal protein, fig|1500713.3.peg.8 portal protein, fig|753085.3.peg.4 Phage portal protein, fig|909297.4.peg.4 Phage portal protein, fig|6666666.74521.peg.17 phage portal protein, fig|6666666.74444.peg.13 phage portal protein
contig_2114	410	portal protein, fig|1500713.3.peg.8 portal protein, fig|6666666.74154.peg.48 phage portal protein, fig|6666666.74155.peg.47 phage portal protein, fig|6666666.74149.peg.4 phage portal protein, fig|6666666.74573.peg.4 phage portal protein
contig_2114	1451	fig|1131316.3.peg.6 peptidase S49 Not in a subsystem 1131316.3 Rhodobacter phage RcapNL protein, fig|255431.1.peg.5 Phage capsid maturation protease protein
contig_2114	362	fig|1500713.3.peg.10 hypothetical protein, fig|1555208.3.peg.57 head decoration protein, fig|1133022.3.peg.63 decorator protein, fig|1173754.3.peg.16 decorator protein, fig|694060.3.peg.40 decorator protein
contig_2114	104	terminase large subunit Not in a subsystem 1561065.5 Paracoccus phage vB_PmaS_IMEP1, complete genome. protein, Phage protein, terminase large subunit Paracoccus phage vB_PmaS_IMEP1 | large | subunit | Paracoccus | phage | vB_PmaS_IMEP1 protein, hypothetical protein
contig_2114	152	NA
contig_2114	122	Thymidylate synthase (EC 2.1.1.45 protein, unnamed protein
contig_2114	806	portal protein, fig|1500713.3.peg.8 portal protein, fig|6666666.74154.peg.48 phage portal protein, fig|6666666.74155.peg.47 phage portal protein, fig|6666666.74149.peg.4 phage portal protein, fig|6666666.74573.peg.4 phage portal protein
contig_2114	197	NA
contig_2114	119	Phage protein, fig|6666666.74426.peg.24 hypothetical protein, fig|1500713.3.peg.8 portal protein
contig_2114	302	fig|1500713.3.peg.8 portal protein, fig|6666666.74190.peg.4 phage portal protein, fig|1498228.4.peg.3 portal protein, fig|6666666.74149.peg.4 phage portal protein, fig|6666666.74154.peg.48 phage portal protein
contig_2114	245	fig|1500713.3.peg.7 hypothetical protein, fig|1147149.3.peg.3 hypothetical protein, fig|1147156.3.peg.3 hypothetical protein, fig|128975.2.peg.31 Phage protein, fig|1147152.3.peg.3 hypothetical protein
contig_2114	1739	hypothetical protein, fig|6666666.74573.peg.2 terminase large subunit Not in a subsystem 6666666.74573 uncultured Mediterranean phage uvMED-GF-U-MedDCM-OCT-S40-C110 protein, fig|6666666.74154.peg.50 terminase large subunit Not in a subsystem 6666666.74154 uncultured Mediterranean phage uvMED-CGF-C5B-MedDCM-OCT-S25-C20 protein, fig|6666666.74155.peg.49 terminase large subunit Not in a subsystem 6666666.74155 uncultured Mediterranean phage uvMED-CGF-C5B-MedDCM-OCT-S32-C20 protein, fig|6666666.74149.peg.2 terminase large subunit Not in a subsystem 6666666.74149 uncultured Mediterranean phage uvMED-CGF-C5-MedDCM-OCT-S42-C132 protein, fig|6666666.74190.peg.2 terminase large subunit Not in a subsystem 6666666.74190 uncultured Mediterranean phage uvMED-CGF-C7-MedDCM-OCT-S26-C28 protein
contig_2114	155	NA
contig_2114	212	NA
contig_2114	104	head assembly cochaperone with GroEL Not in a subsystem 1455074.3 Enterobacter phage PG7, complete genome. protein, Phage capsid assembly chaperone protein
contig_2114	155	NA
contig_2114	239	fig|1566990.3.peg.21 hypothetical protein
contig_2114	92	NA
contig_2114	254	hypothetical protein
contig_2114	446	fig|1500713.3.peg.17 tail sheath protein, fig|264729.3.peg.39 Phage tail sheath Phage_tail_ protein, fig|431894.2.peg.13 Phage tail sheath Phage_tail_ protein, fig|707757.5.peg.11 Phage protein, fig|1129147.4.peg.10 hypothetical protein
contig_2114	791	fig|1500713.3.peg.17 tail sheath protein, fig|431894.2.peg.13 Phage tail sheath Phage_tail_ protein, fig|264729.3.peg.39 Phage tail sheath Phage_tail_ protein, fig|910475.3.peg.19 Phage tail sheath protein
contig_2114	299	fig|1500713.3.peg.17 tail sheath protein, fig|1567486.3.peg.49 tail sheath monomer Not in a subsystem 1567486.3 Enterobacteria phage P88, complete genome. protein, fig|264729.3.peg.39 Phage tail sheath Phage_tail_ protein, fig|431894.2.peg.13 Phage tail sheath Phage_tail_ protein, fig|669875.3.peg.15 Phage tail sheath Phage_tail_ protein
contig_2114	347	fig|1500713.3.peg.18 tail tube FII family protein, fig|1182515.3.peg.26 major tail tube protein, fig|376820.3.peg.27 Phage major tail protein
contig_2114	323	fig|1500713.3.peg.20 hypothetical protein, fig|1500713.3.peg.21 hypothetical protein
contig_2114	137	fig|1500713.3.peg.21 hypothetical protein, fig|12336.2.peg.191 Phage protein, fig|398839.2.peg.63 Phage protein
contig_2114	422	fig|1127515.3.peg.59 Phage protein, fig|1538804.3.peg.1 hypothetical protein, fig|6666666.74530.peg.48 Phage-related minor tail protein, fig|981335.3.peg.46 Phage protein, fig|909297.4.peg.18 Phage protein
contig_2114	170	fig|1555202.3.peg.512 hypothetical protein
contig_2114	152	NA
contig_2114	203	fig|1175655.3.peg.10 Phage protein
contig_2114	272	primosomal protein, fig|1414739.3.peg.31 nucleotide pyrophosphohydrolase Not in a subsystem 1414739.3 Vibrio phage SHOU24, complete genome. protein
contig_2114	101	fig|6666666.73734.peg.29 hypothetical protein, fig|6666666.73735.peg.22 hypothetical protein, fig|6666666.74197.peg.3 hypothetical protein
contig_2114	470	fig|1500713.3.peg.26 hypothetical protein, fig|264729.3.peg.45 Phage methyl-accepting chemotaxis protein
contig_2114	653	fig|1500713.3.peg.25 putative baseplate protein, fig|264729.3.peg.48 Phage baseplate assembly protein
contig_2114	326	fig|1500713.3.peg.24 late control D family protein, fig|431894.2.peg.21 Phage tail fiber protein
contig_2114	857	fig|1500713.3.peg.24 late control D family protein, fig|431894.2.peg.21 Phage tail fiber protein
contig_2114	209	chaperonin Not in a subsystem 1555202.3 Escherichia phage 121Q, complete genome. protein, fig|1500713.3.peg.23 hypothetical protein, fig|1136534.3.peg.87 hypothetical protein, fig|264729.3.peg.46 Phage tail fiber ACLAME_Phage_tail| Phage_tail_ protein, fig|1530085.3.peg.12 hypothetical protein, fig|406340.2.peg.11 Phage tail fiber protein
contig_2114	1049	fig|764561.3.peg.15 Phage tail length tape measure protein, fig|35241.1.peg.46 Phage tail length tape measure protein
contig_2114	98	Phage protein
contig_2114	89	JK_47P Not in a subsystem 245685.2 unclassified T1-like viruses Enterobacteria phage TLS protein
contig_2114	164	NA
contig_2114	119	NA
contig_2114	95	fig|1273740.3.peg.32 endolysin Not in a subsystem 1273740.3 Bacillus phage Curly, complete genome. protein, fig|1273742.3.peg.30 cell wall hydrolase/autolysin Not in a subsystem 1273742.3 Bacillus phage Finn, complete genome. protein, fig|1406788.3.peg.33 endolysin Not in a subsystem 1406788.3 Bacillus phage Riggi, complete genome. protein, fig|1406782.3.peg.34 endolysin Not in a subsystem 1406782.3 Bacillus phage Blastoid, complete genome. protein
contig_2116	212	NA
contig_2116	170	Phage protein, putative head maturation protease Not in a subsystem 1567025.3 Salmonella phage HB-2014, complete genome. protein, head maturation protease Not in a subsystem 1555238.3 Escherichia phage vB_EcoM-VpaE1, complete genome. protein, periplasmic serine protease Not in a subsystem 1229757.3 Escherichia phage EC6, complete genome. protein, putative head maturation protease Not in a subsystem 1197935.3 Enterobacteriaphage UAB_Phi87, complete genome. protein, hypothetical protein, unnamed protein, fig|77775.1.peg.113 Phage protein, fig|1229757.3.peg.34 periplasmic serine protease Not in a subsystem 1229757.3 Escherichia phage EC6, complete genome. protein, fig|1555238.3.peg.54 head maturation protease Not in a subsystem 1555238.3 Escherichia phage vB_EcoM-VpaE1, complete genome. protein, fig|576791.2.peg.63 Phage protein, fig|1567025.3.peg.56 putative head maturation protease Not in a subsystem 1567025.3 Salmonella phage HB-2014, complete genome. protein
contig_2116	476	Glutaredoxin, NrdC protein
contig_2116	512	fig|1500713.3.peg.9 protease-like protein, fig|6666666.73662.peg.46 portal protein
contig_2116	362	fig|1500713.3.peg.10 hypothetical protein, fig|1555208.3.peg.57 head decoration protein, fig|1133022.3.peg.63 decorator protein, fig|1173754.3.peg.16 decorator protein, fig|694060.3.peg.40 decorator protein
contig_2116	104	terminase large subunit Not in a subsystem 1561065.5 Paracoccus phage vB_PmaS_IMEP1, complete genome. protein, Phage protein, terminase large subunit Paracoccus phage vB_PmaS_IMEP1 | large | subunit | Paracoccus | phage | vB_PmaS_IMEP1 protein, hypothetical protein
contig_2116	317	fig|1500713.3.peg.11 major capsid E family protein, fig|129861.2.peg.22 Phage major capsid protein
contig_2141	329	fig|103807.1.peg.51 Phage tail protein
contig_2141	566	Phage baseplate assembly protein
contig_2141	1130	fig|103807.1.peg.49 Phage tail fiber protein
contig_2141	341	fig|103807.1.peg.48 Phage tail fiber protein
contig_2153	260	fig|6666666.74417.peg.2 hypothetical protein, fig|6666666.74418.peg.6 hypothetical protein, fig|1084719.3.peg.329 Phage protein, fig|10730.1.peg.25 Phage repressor ACLAME_Phage_regulation_of_gene_expression| Phage_regulation_of_gene_expression 10730.1 Bacteriophage 933W protein, fig|180816.1.peg.120 Phage repressor ACLAME_Phage_regulation_of_gene_expression| Phage_regulation_of_gene_expression 180816.1 Stx2 converting bacteriophage I protein
contig_2153	275	fig|1124655.3.peg.22 Phage protein, fig|1150869.3.peg.23 hypothetical protein, fig|10713.3.peg.35 host RecBCD/SbcCD enzymes inhibitor Not in a subsystem 10713.3 Enterobacteria phage phi80, complete genome. protein, fig|906669.4.peg.43 Phage protein, fig|1129147.4.peg.43 clamp loader small subunit Not in a subsystem 1129147.4 Klebsiella phage KP27, complete genome. protein
contig_2153	119	Phage repressor protein, transcriptional activator Salmonella phage ST64T | activator | Salmonella | phage | ST64T protein, C1 Enterobacteria phage ST104 | Enterobacteria | phage | ST104 protein, cII protein, C1 protein, C1 Salmonella phage ST160 | Salmonella | phage | ST160 protein
contig_2153	98	hypothetical protein, Phage recombination protein
contig_2153	95	NA
contig_2153	275	NA
contig_2153	611	CI repressor Mannheimia phage vB_MhS_3927AP1 | repressor | Mannheimia | phage | vB_MhS_3927AP1 protein, CI repressor Mannheimia phage vB_MhS_535AP2 | repressor | Mannheimia | phage | vB_MhS_535AP2 protein, CI repressor Mannheimia phage vB_MhS_1152AP2 | repressor | Mannheimia | phage | vB_MhS_1152AP2 protein, fig|1147145.3.peg.40 prophage repressor Not in a subsystem 1147145.3 Enterobacteria phage HK446, complete genome. protein, fig|1524881.3.peg.39 repressor cI Not in a subsystem 1524881.3 Enterobacteria phage Sf101, complete genome. protein, fig|1147158.3.peg.37 prophage repressor Not in a subsystem 1147158.3 Enterobacterial phage mEp390, complete genome. protein, fig|539221.6.peg.48 FIG017723: Putative cI prophage repressor protein, fig|1090133.4.peg.34 Phage cI repressor ACLAME_Phage_regulation_of_gene_expression 1090133.4 Enterobacteria phage IME10 protein
contig_2153	200	hypothetical protein, DNA binding protein, fig|6666666.73705.peg.29 hypothetical protein, fig|6666666.73706.peg.51 hypothetical protein, fig|6666666.73708.peg.47 hypothetical protein, fig|6666666.73989.peg.7 hypothetical protein, fig|6666666.73990.peg.24 hypothetical protein
contig_2153	134	Phage protein, Phage replication protein
contig_2153	617	Phage replication protein
contig_2153	602	Phage protein
contig_2153	152	putative SNF2 DNA repair protein, hypothetical protein, fig|1340829.4.peg.43 helicase Not in a subsystem 1340829.4 Mycobacterium phage Muddy, complete genome. protein, fig|1305710.3.peg.44 hypothetical protein, fig|6666666.73752.peg.1 integrase Not in a subsystem 6666666.73752 uncultured Mediterranean phage uvMED-CGR-U-MedDCM-OCT-S30-C28 protein, fig|6666666.74472.peg.56 tape measure protein, fig|297254.3.peg.4 Phage protein
contig_2153	194	fig|1455074.3.peg.235 hypothetical protein
contig_2153	188	fig|1206557.3.peg.8 hypothetical protein, fig|491003.2.peg.10 Phage protein, fig|1308896.3.peg.50 hypothetical protein, fig|764562.3.peg.44 Phage protein
contig_2153	260	Phage protein, hypothetical protein, fig|526118.2.peg.13 Phage protein, fig|674082.2.peg.11 Phage protein, fig|1542498.3.peg.24 hypothetical protein, fig|1041524.5.peg.12 Phage protein, fig|187764.2.peg.26 Phage protein
contig_2153	593	putative ninB protein, hypothetical protein, fig|984186.3.peg.21 putative ninB protein, fig|1147143.3.peg.55 NinB protein, fig|10742.1.peg.48 Phage NinB DNA recombination ACLAME_Phage_Nin_genes| Phage_nin_genes_-_N-independent_survival 10742.1 Enterobacteria phage HK022 protein, fig|432200.3.peg.43 NinB protein, fig|10761.1.peg.49 Phage NinB DNA recombination ACLAME_Phage_Nin_genes| Phage_nin_genes_-_N-independent_survival 10761.1 Enterobacteria phage Sf6 protein
contig_2153	404	fig|1382932.3.peg.206 hypothetical protein, fig|1486662.3.peg.198 hypothetical protein, fig|1406781.3.peg.198 hypothetical protein, fig|139870.2.peg.27 Phage minor capsid protein, fig|6666666.74560.peg.45 hypothetical protein
contig_2154	260	fig|6666666.74417.peg.2 hypothetical protein, fig|6666666.74418.peg.6 hypothetical protein, fig|1084719.3.peg.329 Phage protein, fig|10730.1.peg.25 Phage repressor ACLAME_Phage_regulation_of_gene_expression| Phage_regulation_of_gene_expression 10730.1 Bacteriophage 933W protein, fig|180816.1.peg.120 Phage repressor ACLAME_Phage_regulation_of_gene_expression| Phage_regulation_of_gene_expression 180816.1 Stx2 converting bacteriophage I protein
contig_2154	275	fig|1124655.3.peg.22 Phage protein, fig|1150869.3.peg.23 hypothetical protein, fig|10713.3.peg.35 host RecBCD/SbcCD enzymes inhibitor Not in a subsystem 10713.3 Enterobacteria phage phi80, complete genome. protein, fig|906669.4.peg.43 Phage protein, fig|1129147.4.peg.43 clamp loader small subunit Not in a subsystem 1129147.4 Klebsiella phage KP27, complete genome. protein
contig_2154	119	Phage repressor protein, transcriptional activator Salmonella phage ST64T | activator | Salmonella | phage | ST64T protein, C1 Enterobacteria phage ST104 | Enterobacteria | phage | ST104 protein, cII protein, C1 protein, C1 Salmonella phage ST160 | Salmonella | phage | ST160 protein
contig_2154	98	hypothetical protein, Phage recombination protein
contig_2154	95	NA
contig_2154	275	NA
contig_2154	644	putative HTH domain DNA-binding protein, fig|1147145.3.peg.40 prophage repressor Not in a subsystem 1147145.3 Enterobacteria phage HK446, complete genome. protein, fig|1524881.3.peg.39 repressor cI Not in a subsystem 1524881.3 Enterobacteria phage Sf101, complete genome. protein, fig|1147158.3.peg.37 prophage repressor Not in a subsystem 1147158.3 Enterobacterial phage mEp390, complete genome. protein, fig|1090133.4.peg.34 Phage cI repressor ACLAME_Phage_regulation_of_gene_expression 1090133.4 Enterobacteria phage IME10 protein, fig|539221.6.peg.48 FIG017723: Putative cI prophage repressor protein
contig_2154	203	Cro Not in a subsystem 1524881.3 Enterobacteria phage Sf101, complete genome. protein, prophage antirepressor Not in a subsystem 1147147.3 Enterobacteria phage HK633, complete genome. protein, prophage antirepressor Not in a subsystem 1147145.3 Enterobacteria phage HK446, complete genome. protein, Phage cI repressor protein
contig_2154	221	DNA binding protein, hypothetical protein, fig|1526550.3.peg.48 hypothetical protein, fig|754045.3.peg.28 DNA binding protein, fig|6666666.73705.peg.29 hypothetical protein, fig|6666666.73706.peg.51 hypothetical protein, fig|6666666.73708.peg.47 hypothetical protein
contig_2154	731	Phage protein, Phage replication protein
contig_2154	656	fig|1131315.3.peg.55 Phage protein, fig|1417599.3.peg.50 hypothetical protein, fig|280701.3.peg.33 Phage protein
contig_2154	179	fig|1340829.4.peg.43 helicase Not in a subsystem 1340829.4 Mycobacterium phage Muddy, complete genome. protein, fig|1305710.3.peg.44 hypothetical protein, fig|6666666.74472.peg.56 tape measure protein, fig|1204531.3.peg.143 hypothetical protein, fig|6666666.73752.peg.1 integrase Not in a subsystem 6666666.73752 uncultured Mediterranean phage uvMED-CGR-U-MedDCM-OCT-S30-C28 protein
contig_2154	266	NA
contig_2154	188	fig|1206557.3.peg.8 hypothetical protein, fig|491003.2.peg.10 Phage protein, fig|1308896.3.peg.50 hypothetical protein, fig|764562.3.peg.44 Phage protein
contig_2154	260	Phage protein, hypothetical protein, fig|526118.2.peg.13 Phage protein, fig|674082.2.peg.11 Phage protein, fig|1542498.3.peg.24 hypothetical protein, fig|1041524.5.peg.12 Phage protein, fig|187764.2.peg.26 Phage protein
contig_2154	584	putative ninB protein, Phage NinB DNA recombination ACLAME_Phage_Nin_genes Phage_nin_genes_-_N-independent_survival 10761.1 Enterobacteria phage Sf6 protein, fig|984186.3.peg.21 putative ninB protein, fig|1147143.3.peg.55 NinB protein, fig|10742.1.peg.48 Phage NinB DNA recombination ACLAME_Phage_Nin_genes| Phage_nin_genes_-_N-independent_survival 10742.1 Enterobacteria phage HK022 protein, fig|432200.3.peg.43 NinB protein, fig|10761.1.peg.49 Phage NinB DNA recombination ACLAME_Phage_Nin_genes| Phage_nin_genes_-_N-independent_survival 10761.1 Enterobacteria phage Sf6 protein
contig_2154	308	fig|139870.2.peg.27 Phage minor capsid protein, fig|6666666.74560.peg.45 hypothetical protein
contig_2161	179	Phage tail fiber ACLAME_Phage_tail Phage_tail_ protein, central tail fiber Not in a subsystem 1147143.3 Enterobacteria phage HK140, complete genome. protein, central tail fiber Not in a subsystem 432200.3 Enterobacteria phage HK542, complete genome. protein, tail fiber Not in a subsystem 432201.3 Enterobacteria phage HK544, complete genome. protein, central tail fiber Not in a subsystem 1147145.3 Enterobacteria phage HK446, complete genome. protein, central tail fiber Enterobacteria phage HK140 | tail | fiber | Enterobacteria | phage | HK140 protein, central tail fiber Enterobacteria phage HK542 | tail | fiber | Enterobacteria | phage | HK542 protein, tail fiber Enterobacteria phage HK544 | fiber | Enterobacteria | phage | HK544 protein, central tail fiber Enterobacteria phage HK446 | tail | fiber | Enterobacteria | phage | HK446 protein, central tail fiber Enterobacteria phage mEp235 | tail | fiber | Enterobacteria | phage | mEp235 protein, fig|255431.1.peg.21 Phage tail fiber ACLAME_Phage_tail| Phage_tail_ protein, fig|1147143.3.peg.21 central tail fiber Not in a subsystem 1147143.3 Enterobacteria phage HK140, complete genome. protein, fig|432200.3.peg.19 central tail fiber Not in a subsystem 432200.3 Enterobacteria phage HK542, complete genome. protein, fig|432201.3.peg.20 tail fiber Not in a subsystem 432201.3 Enterobacteria phage HK544, complete genome. protein, fig|1147151.3.peg.20 central tail fiber Not in a subsystem 1147151.3 Enterobacteria phage mEp237, complete genome. protein
contig_2161	125	NA
contig_2161	380	fig|1147149.3.peg.18 central tail fiber Not in a subsystem 1147149.3 Enterobacteria phage mEp043 c-1, complete genome. protein, fig|1147156.3.peg.18 central tail fiber Not in a subsystem 1147156.3 Enterobacterial phage mEp213, complete genome. protein, fig|432198.3.peg.20 central tail fiber J Not in a subsystem 432198.3 Enterobacteria phage HK106, complete genome. protein, fig|1147153.3.peg.20 central tail fiber J Not in a subsystem 1147153.3 Enterobacteria phage mEpX1, complete genome. protein, fig|1147147.3.peg.19 central tail fiber Not in a subsystem 1147147.3 Enterobacteria phage HK633, complete genome. protein
contig_2161	296	hypothetical protein, fig|335797.2.peg.38 Phage tail fiber protein
contig_2161	1073	fig|172667.1.peg.24 Phage protein
contig_2161	1499	fig|1177632.3.peg.21 putative phage tail fiber protein, fig|1147142.3.peg.25 tail fiber Not in a subsystem 1147142.3 Enterobacteria phage HK578, complete genome. protein, fig|432198.3.peg.24 side tail fiber protein, fig|37554.1.peg.22 Phage tail fiber ACLAME_Phage_tail| Phage_tail_ protein, fig|1391659.3.peg.7 putative tail protein
contig_2161	530	fig|1147146.3.peg.23 tail fiber assembly protein, fig|1147148.3.peg.25 tail fiber assembly protein, fig|10710.1.peg.26 Phage tail fiber assembly protein
contig_2161	245	fig|1187128.3.peg.20 Phage protein, fig|551895.2.peg.51 Phage protein, fig|215167.2.peg.53 Phage protein
contig_2161	1070	fig|646413.2.peg.32 Phage minor capsid protein
contig_2161	926	Phage tail fiber ACLAME_Phage_tail Phage_tail_ protein, fig|1177632.3.peg.21 putative phage tail fiber protein, fig|1147142.3.peg.25 tail fiber Not in a subsystem 1147142.3 Enterobacteria phage HK578, complete genome. protein, fig|1391659.3.peg.7 putative tail protein, fig|1109721.3.peg.24 Phage tail fiber ACLAME_Phage_tail| Phage_tail_ protein, fig|984175.3.peg.1 tail fiber protein
contig_2161	1022	fig|6666666.73617.peg.50 putative tail tubular protein, fig|6666666.73618.peg.8 putative tail tubular protein
contig_2161	812	fig|1147149.3.peg.18 central tail fiber Not in a subsystem 1147149.3 Enterobacteria phage mEp043 c-1, complete genome. protein, fig|1147156.3.peg.18 central tail fiber Not in a subsystem 1147156.3 Enterobacterial phage mEp213, complete genome. protein, fig|906669.4.peg.25 Phage tail fiber ACLAME_Phage_tail| Phage_tail_ protein, fig|1500757.3.peg.8 tail fiber protein, fig|432198.3.peg.20 central tail fiber J Not in a subsystem 432198.3 Enterobacteria phage HK106, complete genome. protein
contig_2161	287	tail fiber protein, Phage tail fiber ACLAME_Phage_tail Phage_tail_ protein, TspJ Escherichia virus TLS | Escherichia | virus | TLS protein, fig|1540096.3.peg.22 tail fiber protein, fig|245685.2.peg.51 Phage tail fiber ACLAME_Phage_tail| Phage_tail_ protein, fig|1216926.3.peg.56 hypothetical protein, fig|1073767.3.peg.75 Phage tail fiber protein
contig_2178	353	fig|12417.1.peg.25 Transcriptional repressor protein
contig_2178	152	transcriptional regulator Not in a subsystem 1296662.3 Brevibacillus phage Davies, complete genome. protein, DNA-binding helix-turn-helix protein, XRE family transcriptional regulator (endogenous virus protein, XRE transcriptional regulator (endogenous virus protein, helix-turn-helix XRE protein, fig|1296662.3.peg.52 transcriptional regulator Not in a subsystem 1296662.3 Brevibacillus phage Davies, complete genome. protein, fig|1458852.3.peg.58 C1-like repressor Not in a subsystem 1458852.3 Listeria phage LP-030-3, complete genome. protein, fig|40521.1.peg.36 Repressor (CI-like protein
contig_2178	440	fig|330397.2.peg.41 Transcriptional repressor ACLAME_Phage_regulation_of_gene_expression 330397.2 Siphoviridae Listeria phage B054 protein, fig|483266.3.peg.1 transcription regulator Not in a subsystem 483266.3 Haemophilus phage SuMu, complete genome. protein, fig|1091038.3.peg.30 phage DNA-binding protein, fig|198539.1.peg.15 Transcriptional repressor protein
contig_2178	812	Phage protein, phage antirepressor Lactobacillus phage phiPYB5 | antirepressor | Lactobacillus | phage | phiPYB5 protein, fig|947981.3.peg.44 putative antirepressor Not in a subsystem 947981.3 Lactobacillus phage Sha1 protein, fig|330397.2.peg.72 Phage antirepressor protein, fig|1552735.3.peg.67 antirepressor protein, fig|947980.3.peg.39 antirepressor Not in a subsystem 947980.3 Lactobacillus phage LF1 protein, fig|1197952.3.peg.41 Phage antirepressor protein
contig_2178	164	fig|1204539.3.peg.60 hypothetical protein, fig|6666666.73848.peg.22 hypothetical protein
contig_2178	218	fig|1128071.3.peg.20 Phage protein, fig|445686.6.peg.205 Ribonucleotide reductase of class Ia (aerobic protein, fig|1204516.3.peg.262 NrdH glutaredoxin Not in a subsystem 1204516.3 Aeromonas phage CC2 protein, fig|1126950.4.peg.166 Phage protein, fig|1412875.3.peg.71 hypothetical protein
