scaffold	length	cov	circ	repeat.	mult	alt_grp	graph_path	prediction	type	Quality	COMPLETENESS.score.	SPECIFIC_KEYWORD	TOTAL_PROTEIN_NUM	PHAGE_HIT_PROTEIN_NUM	ATT_SITE_SHOWUP	MOST_COMMON_PHAGE_NAME.hit_genes_count.	engel_match_per	matt_match_len	engel_match_len	matt_match	engel_match	matt_match_per	match	deepvir	metaphinder	PPRmeta	vibrant	virfinder	virsorter	virsorter_virome	vibrant_virome	phaster
contig_2239	18057	14	N	N	3	*	*,2239,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
contig_2240	41407	270	N	Y	2	*	*,2240	virus	lytic	high quality draft	incomplete(60)	tail,head,virion,portal,transposase	38	23	no	PHAGE_Rhodov_RS1_NC_020866(11),PHAGE_Rhodob_RC1_NC_020839(10),PHAGE_Vibrio_12B12_NC_021070(8),PHAGE_Rhodov_vB_RhkS_P1_NC_031059(7),PHAGE_Rhodob_RcapMu_NC_016165(6),PHAGE_Pseudo_JBD25_NC_027992(6),PHAGE_Escher_D108_NC_013594(5),PHAGE_Rhizob_RR1_B_NC_021557(4),PHAGE_Entero_Mu_NC_000929(3),PHAGE_Burkho_BcepMu_NC_005882(3),PHAGE_Pseudo_B3_NC_006548(3),PHAGE_Entero_SfMu_NC_027382(3),PHAGE_Mannhe_vB_MhM_3927AP2_NC_028766(2),PHAGE_Burkho_KS10_NC_011216(2),PHAGE_Ralsto_RS138_NC_029107(2),PHAGE_Halomo_phiHAP_1_NC_010342(1),PHAGE_Bacill_BalMu_1_NC_030945(1),PHAGE_Pseudo_MP29_NC_011613(1),PHAGE_Pseudo_vB_PaeS_PM105_NC_028667(1),PHAGE_Pseudo_JD024_NC_024330(1),PHAGE_Gordon_Twister6_NC_031052(1),PHAGE_Pseudo_LPB1_NC_027298(1),PHAGE_Salmon_SEN4_NC_029015(1),PHAGE_Clostr_c_st_NC_007581(1),PHAGE_Haemop_SuMu_NC_019455(1),PHAGE_Salmon_SEN5_NC_028701(1),PHAGE_Pseudo_JBD18_NC_027986(1),PHAGE_Pseudo_FHA0480_NC_041851(1),PHAGE_Pseudo_D3112_NC_005178(1),PHAGE_Burkho_phiE255_NC_009237(1),PHAGE_Clostr_phiCD211_NC_029048(1),PHAGE_Pseudo_PS_1_NC_029066(1)	92.7273636363636	2411	3250.45454545455	MN855743	JAAOBB010000160.1	92.65175	both	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
contig_2242	7232	50	N	N	1	*	*,2240,2241,2242,-2241,-2240,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	94.627	2289.66666666667	2278	MN855743	JAAOBB010000160.1	94.0503333333333	both	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2243	8265	20	Y	N	2	*	2243	virus	lytic	low quality draft	questionable(70)	tail,plate	7	6	no	PHAGE_Bacill_phiNIT1_NC_021856(1),PHAGE_Bacill_Grass_NC_022771(1),PHAGE_Bacill_Blue_NC_031056(1),PHAGE_Entero_phiEF24C_NC_009904(1),PHAGE_Entero_EFLK1_NC_029026(1),PHAGE_Bacill_vB_BceM_Bc431v3_NC_020873(1),PHAGE_Bacill_JBP901_NC_027352(1),PHAGE_Entero_EFDG1_NC_029009(1),PHAGE_Bacill_BCP8_2_NC_027355(1),PHAGE_Entero_ECP3_NC_027335(1),PHAGE_Lactob_Lb338_1_NC_012530(1),PHAGE_Bacill_BM15_NC_042140(1),PHAGE_Bacill_Bcp1_NC_024137(1)	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
contig_2244	3131	109	N	N	5	*	*,2244,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
contig_2245	9401	50	Y	N	1	*	2245	virus	lytic	low quality draft	questionable(80)	plate	15	12	no	PHAGE_Bacill_Blue_NC_031056(3),PHAGE_Bacill_vB_BceM_Bc431v3_NC_020873(2),PHAGE_Lactob_Lb338_1_NC_012530(2),PHAGE_Entero_phiEF24C_NC_009904(2),PHAGE_Entero_EFLK1_NC_029026(2),PHAGE_Bacill_JBP901_NC_027352(2),PHAGE_Bacill_BCP8_2_NC_027355(2),PHAGE_Entero_ECP3_NC_027335(2),PHAGE_Bacill_BPS10C_NC_023501(1),PHAGE_Bacill_Phrodo_NC_031100(1),PHAGE_Bacill_Riley_NC_024788(1),PHAGE_Bacill_BM15_NC_042140(1),PHAGE_Bacill_Bcp1_NC_024137(1),PHAGE_Entero_EFDG1_NC_029009(1),PHAGE_Bacill_SalinJah_NC_031034(1),PHAGE_Bacill_Nemo_NC_031070(1),PHAGE_Bacill_BigBertha_NC_022769(1),PHAGE_Bacill_AvesoBmore_NC_028887(1)	NA	NA	NA	NA	NA	NA	none	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
contig_2251	21129	18	N	N	2	*	*,2251,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_2252	22072	23	N	N	1	*	*,2252,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2253	27321	15	N	N	1	*	*,2253,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_226	3918	222	N	Y	74	*	226	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	1309.66666666667	NA	MN855708	NA	96.6816666666667	matthijnssen	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
contig_2271	2696	98	N	N	3	*	2271	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	89.323	1601	899.5	MN855645	JAAOBB010000009.1	86.946	both	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
contig_2272	2675	33	N	N	1	*	*,2272,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	87.299	2679	2677	MN855645	JAAOBB010000010.1	87.383	both	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
contig_2273	22403	34	N	N	1	*	*,2273,*	virus	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_2279	10736	16	N	N	2	*	1609,2278,2279,-2278,-1609	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	87.9851	NA	808.6	NA	JAAOBB010000149.1	NA	engel	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_228	1987	10	N	Y	1	*	228	organism	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2280	19778	22	N	N	1	*	*,2280,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_2287	19963	24	N	N	1	*	*,2287,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_2289	40664	52	N	N	5	*	*,2289,*	virus	lysogenic	high quality draft	intact(150)	tail,plate,head,lysin,integrase	59	50	yes	PHAGE_Salmon_Fels_2_NC_010463(9),PHAGE_Salmon_RE_2010_NC_019488(8),PHAGE_Entero_186_NC_001317(8),PHAGE_Burkho_KS5_NC_015265(7),PHAGE_Entero_PsP3_NC_005340(6),PHAGE_Salmon_SEN1_NC_029003(6),PHAGE_Escher_P2_NC_041848(6),PHAGE_Escher_pro483_NC_028943(6),PHAGE_Salmon_SEN4_NC_029015(5),PHAGE_Burkho_KS14_NC_015273(5),PHAGE_Salmon_SEN5_NC_028701(5),PHAGE_Ralsto_RSA1_NC_009382(4),PHAGE_Erwini_ENT90_NC_019932(4),PHAGE_Salmon_SP_004_NC_021774(3),PHAGE_Entero_WPhi_NC_005056(3),PHAGE_Yersin_L_413C_NC_004745(3),PHAGE_Burkho_KL3_NC_015266(3),PHAGE_Ralsto_RSY1_NC_025115(3),PHAGE_Burkho_ST79_NC_021343(3),PHAGE_Pseudo_phiCTX_NC_003278(2),PHAGE_Entero_fiAA91_ss_NC_022750(2),PHAGE_Escher_pro147_NC_028896(2),PHAGE_Entero_P2_NC_001895(2),PHAGE_Bacter_APSE_2_NC_011551(1),PHAGE_Entero_Tyrion_NC_031077(1),PHAGE_Endosy_APSE_1_NC_000935(1),PHAGE_Entero_lambda_NC_001416(1),PHAGE_Escher_TL_2011b_NC_019445(1),PHAGE_Entero_HK106_NC_019768(1),PHAGE_Entero_HK629_NC_019711(1),PHAGE_Haemop_HP2_NC_003315(1),PHAGE_Vibrio_8_NC_022747(1),PHAGE_Klebsi_Matisse_NC_028750(1),PHAGE_Burkho_phi52237_NC_007145(1),PHAGE_Achrom_JWX_NC_028768(1),PHAGE_Vibrio_K139_NC_003313(1),PHAGE_Burkho_KS9_NC_013055(1),PHAGE_Entero_phiEap_3_NC_041980(1),PHAGE_Entero_HK97_NC_002167(1),PHAGE_Mannhe_vB_MhM_587AP1_NC_028898(1),PHAGE_Pseudo_PPpW_3_NC_023006(1),PHAGE_Achrom_83_24_NC_028834(1),PHAGE_Pseudo_phi3_NC_030940(1),PHAGE_Klebsi_Miro_NC_041981(1),PHAGE_Burkho_phiE12_2_NC_009236(1),PHAGE_Mannhe_phiMHaA1_NC_008201(1),PHAGE_Yersin_phiR1_37_NC_016163(1),PHAGE_Entero_P88_NC_026014(1),PHAGE_Pseudo_PaBG_NC_022096(1),PHAGE_Salmon_BP63_NC_031250(1),PHAGE_Entero_HK630_NC_019723(1),PHAGE_Salmon_SPN1S_NC_016761(1),PHAGE_Salmon_epsilon15_NC_004775(1),PHAGE_Burkho_phiE202_NC_009234(1)	NA	47	NA	MN855728	NA	100	matthijnssen	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
contig_2306	19357	20	N	N	1	*	*,2306,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2311	2008	188	N	N	5	*	2311,-2312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2314	1992	23	N	Y	1	*	2314	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	89.066	441	439	MN855732	JAAOBB010000159.1	88.209	both	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
contig_2319	16441	7	N	N	1	*	*,2319,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_2327	2412	8	N	N	1	*	*,1241,2327,-1241,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
contig_2329	54940	23	N	N	2	*	*,2329,*	virus	lytic	low quality draft	incomplete(30)	lysin	27	14	no	PHAGE_Lactob_Lb338_1_NC_012530(5),PHAGE_Entero_EFLK1_NC_029026(3),PHAGE_Entero_phiEF24C_NC_009904(3),PHAGE_Entero_EFDG1_NC_029009(3),PHAGE_Entero_ECP3_NC_027335(3),PHAGE_Staphy_S25_4_NC_022918(2),PHAGE_Lactob_LP65_NC_006565(2),PHAGE_Lactob_LfeInf_NC_029058(2),PHAGE_Lactob_Ldl1_NC_026609(2),PHAGE_Bacill_phiNIT1_NC_021856(1),PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007(1),PHAGE_Lactoc_lato_NC_004746(1),PHAGE_Lister_P70_NC_018831(1),PHAGE_Bacill_Grass_NC_022771(1),PHAGE_Lactoc_KSY1_NC_009817(1),PHAGE_Arthro_Colucci_NC_042000(1),PHAGE_Staphy_phiIPLA_C1C_NC_028962(1),PHAGE_Arthro_vB_ArtM_ArV1_NC_026606(1),PHAGE_Entero_PG7_NC_023561(1),PHAGE_Lister_LMTA_34_NC_042048(1),PHAGE_Klebsi_vB_KpnM_KpV477_NC_031087(1),PHAGE_Klebsi_PKO111_NC_031095(1),PHAGE_Staphy_Twort_NC_007021(1),PHAGE_Lactoc_Q54_NC_008364(1),PHAGE_Entero_EF62phi_NC_017732(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Entero_IME_EFm5_NC_028826(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Lister_LMSP_25_NC_024360(1),PHAGE_Staphy_GH15_NC_019448(1),PHAGE_Staphy_S25_3_NC_022920(1),PHAGE_Klebsi_JD18_NC_028686(1),PHAGE_Lactob_Lv_1_NC_011801(1)	NA	720.333333333333	NA	MN856100	NA	86.7921666666667	matthijnssen	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
contig_2330	8671	21	N	N	1	*	*,2330,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_2331	6515	66	N	N	1	*	*,2331,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_2332	3521	106	Y	Y	3	*	2332	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2339	12152	23	N	N	1	*	*,2339,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2341	5670	53	N	Y	1	267	2341	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	93.495	1630	2583	MN855786	JAAOBB010000177.1	93.804	both	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2343	6602	144	N	N	6	*	2841,2342,2343,-2342,-2841	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
contig_235	4570	27	N	Y	13	*	235	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	660.75	NA	MN855710	NA	96.27475	matthijnssen	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2351	37656	3	N	Y	1	*	2351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_236	3889	7	N	Y	3	*	236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2495	NA	MN855708	NA	85.691	matthijnssen	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2362	32782	6	N	N	1	*	*,2362,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2369	2310	412	N	Y	82	*	2369	NA	NA	NA	NA	NA	NA	NA	NA	NA	92.424	NA	66	NA	JAAOBB010000002.1	NA	engel	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2371	9304	11	N	N	1	*	755,2371,-2370,-755	organism	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	NA	568.5	NA	MN855710	NA	94.4215	matthijnssen	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2372	10623	61	N	N	4	*	755,2372,-2370,-755	plasmid	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	NA	411.625	NA	MN855708	NA	91.561375	matthijnssen	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2373	3844	230	Y	Y	1	*	2373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2376	220308	48	N	N	24	*	*,2376,2378,2377,2378,2377,2378,2377,2377,2378,2377,2378,2377,2378	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
contig_2380	48912	3	N	N	1	*	*,2867,2867,2380,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_2381	14545	26	N	N	1	*	-1539,2381,1539	virus	lytic	low quality draft	incomplete(20)	head	21	17	no	PHAGE_Aggreg_S1249_NC_013597(10),PHAGE_Haemop_Aaphi23_NC_004827(10),PHAGE_Salmon_BP63_NC_031250(2),PHAGE_Psychr_pOW20_A_NC_020841(1),PHAGE_Rhizob_RHEph06_NC_027296(1),PHAGE_Rhizob_RHEph04_NC_041908(1),PHAGE_Mycoba_ZoeJ_NC_024147(1),PHAGE_Vibrio_vB_VchM_138_NC_019518(1),PHAGE_Erwini_phiEt88_NC_015295(1),PHAGE_Klebsi_vB_KpnM_KpV52_NC_041900(1),PHAGE_Klebsi_vB_KpnM_KpV79_NC_042041(1),PHAGE_Vibrio_CP_T1_NC_019457(1),PHAGE_Salmon_SEN34_NC_028699(1),PHAGE_Vibrio_VBM1_NC_020850(1)	79.03125	3646.75	1420.375	MN856102	JAAOBB010000140.1	96.04075	both	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
contig_2383	2500	135	N	N	13	*	*,2383,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2387	26233	13	N	N	1	*	*,2387,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_2388	9847	48	N	N	1	*	*,2388,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_239	4113	27	N	Y	9	*	239	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	2059	NA	MN855708	NA	95.9105	matthijnssen	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2391	4351	190	N	N	6	*	*,2391,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	755	NA	MN855985	NA	85.0245	matthijnssen	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2393	4404	138	N	N	34	*	*,2393,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	487	NA	MN855985	NA	87.0376666666667	matthijnssen	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2396	4897	60	Y	N	2	*	2396	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
contig_2398	17261	64	N	Y	1	*	2398	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	75.746	5318	268	MN855692	JAAOBB010000054.1	85.634	both	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
contig_2399	2372	8	N	N	1	*	2399,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1258	NA	MN855690	NA	87.838	matthijnssen	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2407	1861	478	N	Y	4	*	2407	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	79.096	1403	1416	MN855953	JAAOBB010000175.1	86.172	both	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_2415	40732	8	N	N	1	*	*,2415,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_2425	24785	207	N	N	2	*	2610,2425,-2607	virus	lytic	medium quality draft	incomplete(30)	tail	36	17	no	PHAGE_Rhodoc_ReqiPoco6_NC_023694(7),PHAGE_Arthro_Mudcat_NC_031224(6),PHAGE_Rhodoc_ReqiPepy6_NC_023735(6),PHAGE_Strept_Scap1_NC_042042(6),PHAGE_Arthro_Gordon_NC_041952(6),PHAGE_Arthro_CaptnMurica_NC_041951(5),PHAGE_Arthro_Circum_NC_041948(5),PHAGE_Strept_Bing_NC_042106(4),PHAGE_Strept_Rima_NC_041889(3),PHAGE_Strept_DrGrey_NC_042016(3),PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007(1),PHAGE_Bacter_Diva_NC_028788(1),PHAGE_Staphy_6ec_NC_024355(1),PHAGE_Paenib_phiIBB_Pl23_NC_021865(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Strept_T12_NC_028700(1),PHAGE_Strept_315.5_NC_004588(1),PHAGE_Lactob_Ld3_NC_025421(1),PHAGE_Lactob_c5_NC_019449(1),PHAGE_Strept_A25_NC_028697(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Lactob_LLKu_NC_022989(1),PHAGE_Paenib_HB10c2_NC_028758(1),PHAGE_Vibrio_nt_1_NC_021529(1),PHAGE_Lactob_Ld17_NC_025420(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Staphy_vB_SepS_SEP9_NC_023582(1),PHAGE_Bacter_Rani_NC_029084(1),PHAGE_Paenib_Shelly_NC_041909(1),PHAGE_Lactoc_WRP3_NC_027341(1),PHAGE_Clostr_phiCD211_NC_029048(1)	NA	5536.5	NA	MN856120	NA	82.6285	matthijnssen	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
contig_2431	23543	20	N	N	1	*	*,2431,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_2439	27361	10	N	N	1	*	*,2439,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_244	3326	42	N	Y	21	*	244	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	1015	NA	MN855708	NA	94.212	matthijnssen	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2441	4238	75	Y	Y	3	*	2441	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2445	4017	104	N	Y	3	*	2445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2458	2127	125	Y	Y	1	*	2458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2460	11144	90	Y	N	1	*	2460	virus	lytic,lytic	low quality draft	incomplete(50)	protease,virion,portal,lysis	18	12	no	PHAGE_Pseudo_D3112_NC_005178(4),PHAGE_Haemop_SuMu_NC_019455(4),PHAGE_Pseudo_H70_NC_027384(3),PHAGE_Pseudo_JBD69_NC_030908(3),PHAGE_Pseudo_LPB1_NC_027298(3),PHAGE_Mannhe_vB_MhM_3927AP2_NC_028766(2),PHAGE_Pseudo_MP38_NC_011611(2),PHAGE_Pseudo_PA1phi_NC_023700(2),PHAGE_Pseudo_MP29_NC_011613(2),PHAGE_Pseudo_JD024_NC_024330(2),PHAGE_Rhodov_vB_RhkS_P1_NC_031059(2),PHAGE_Ralsto_RS138_NC_029107(2),PHAGE_Pseudo_JBD24_NC_020203(2),PHAGE_Pseudo_73_NC_007806(1),PHAGE_Pseudo_vB_PaeS_PAO1_Ab30_NC_026601(1),PHAGE_Morgan_vB_MmoP_MP2_NC_031115(1),PHAGE_Pseudo_JBD88a_NC_020200(1),PHAGE_Burkho_KL1_NC_018278(1),PHAGE_Pseudo_MP48_NC_024782(1),PHAGE_Pseudo_FHA0480_NC_041851(1),PHAGE_Stenot_vB_SmaS_DLP_2_NC_029019(1),PHAGE_Pseudo_JBD30_NC_020198(1),PHAGE_Pseudo_DMS3_NC_008717(1),PHAGE_Pseudo_JBD25_NC_027992(1),PHAGE_Pseudo_vB_Pae_Kakheti25_NC_017864(1),PHAGE_Pseudo_JBD93_NC_030918(1),PHAGE_Burkho_phiE255_NC_009237(1),PHAGE_Pseudo_JBD5_NC_020202(1),PHAGE_Burkho_BcepMu_NC_005882(1),PHAGE_Thalas_BA3_NC_009990(1)	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
contig_2462	1734	20	N	N	2	*	*,2462,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
contig_2470	33024	19	N	N	1	*	*,2470,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_2485	27042	9	N	N	1	*	*,2485,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_2488	57180	47	N	N	1	*	2488,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
