scaffold	length	cov	circ	repeat.	mult	alt_grp	graph_path	prediction	type	Quality	COMPLETENESS.score.	SPECIFIC_KEYWORD	TOTAL_PROTEIN_NUM	PHAGE_HIT_PROTEIN_NUM	ATT_SITE_SHOWUP	MOST_COMMON_PHAGE_NAME.hit_genes_count.	engel_match_per	matt_match_len	engel_match_len	matt_match	engel_match	matt_match_per	match
contig_23	13889	614	N	Y	5	*	23	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_230	545	6	N	Y	1	*	230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2300	88258	32	N	N	1	*	*,2300,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2301	3239	65	N	N	1	*	*,2301,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2302	7409	72	N	Y	1	*	*,2302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2303	8740	16	N	N	1	*	*,2302,2303,-2302,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2304	603	11	N	Y	1	*	2304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	598	NA	MN855965	NA	96.154	matthijnssen
contig_2305	663	36	N	Y	2	*	2305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	656	NA	MN855965	NA	97.256	matthijnssen
contig_2306	19357	20	N	N	1	*	*,2306,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2311	2008	188	N	N	5	*	2311,-2312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2314	1992	23	N	Y	1	*	2314	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	89.066	441	439	MN855732	JAAOBB010000159.1	88.209	both
contig_2315	31272	28	N	N	1	*	*,2315,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2318	21824	13	N	N	1	*	*,2318,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2319	16441	7	N	N	1	*	*,2319,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_232	652	9	N	Y	3	*	232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	434	NA	MN855708	NA	93.318	matthijnssen
contig_2320	9349	65	N	N	1	*	*,2320,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2321	18828	61	N	N	1	*	*,2321,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2322	24553	59	N	N	1	*	*,2322,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2323	4412	43	Y	Y	1	174	2323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2324	37212	60	N	N	1	*	*,2324,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2325	17585	25	N	N	1	*	*,2325,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2326	48705	85	N	N	1	*	*,2326,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2327	2412	8	N	N	1	*	*,1241,2327,-1241,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2328	56872	7	N	N	1	*	*,2328,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2329	54940	23	N	N	2	*	*,2329,*	virus	lytic	low quality draft	incomplete(30)	lysin	27	14	no	PHAGE_Lactob_Lb338_1_NC_012530(5),PHAGE_Entero_EFLK1_NC_029026(3),PHAGE_Entero_phiEF24C_NC_009904(3),PHAGE_Entero_EFDG1_NC_029009(3),PHAGE_Entero_ECP3_NC_027335(3),PHAGE_Staphy_S25_4_NC_022918(2),PHAGE_Lactob_LP65_NC_006565(2),PHAGE_Lactob_LfeInf_NC_029058(2),PHAGE_Lactob_Ldl1_NC_026609(2),PHAGE_Bacill_phiNIT1_NC_021856(1),PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007(1),PHAGE_Lactoc_lato_NC_004746(1),PHAGE_Lister_P70_NC_018831(1),PHAGE_Bacill_Grass_NC_022771(1),PHAGE_Lactoc_KSY1_NC_009817(1),PHAGE_Arthro_Colucci_NC_042000(1),PHAGE_Staphy_phiIPLA_C1C_NC_028962(1),PHAGE_Arthro_vB_ArtM_ArV1_NC_026606(1),PHAGE_Entero_PG7_NC_023561(1),PHAGE_Lister_LMTA_34_NC_042048(1),PHAGE_Klebsi_vB_KpnM_KpV477_NC_031087(1),PHAGE_Klebsi_PKO111_NC_031095(1),PHAGE_Staphy_Twort_NC_007021(1),PHAGE_Lactoc_Q54_NC_008364(1),PHAGE_Entero_EF62phi_NC_017732(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Entero_IME_EFm5_NC_028826(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Lister_LMSP_25_NC_024360(1),PHAGE_Staphy_GH15_NC_019448(1),PHAGE_Staphy_S25_3_NC_022920(1),PHAGE_Klebsi_JD18_NC_028686(1),PHAGE_Lactob_Lv_1_NC_011801(1)	NA	720.333333333333	NA	MN856100	NA	86.7921666666667	matthijnssen
contig_233	418	10	N	Y	1	*	233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73	NA	MN855708	NA	91.781	matthijnssen
contig_2330	8671	21	N	N	1	*	*,2330,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2331	6515	66	N	N	1	*	*,2331,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2332	3521	106	Y	Y	3	*	2332	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2333	15344	33	N	N	1	*	*,2333,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2334	32300	12	N	N	1	*	*,2334,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2335	16965	28	N	N	1	*	*,2335,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2336	43784	41	N	N	1	*	*,2336,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2338	20621	66	Y	Y	1	*	2338	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2339	12152	23	N	N	1	*	*,2339,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_234	39	28	N	Y	1	*	234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2340	21993	11	N	N	1	*	*,2340,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2341	5670	53	N	Y	1	267	2341	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	93.495	1630	2583	MN855786	JAAOBB010000177.1	93.804	both
contig_2343	6602	144	N	N	6	*	2841,2342,2343,-2342,-2841	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2344	31577	31	N	N	1	*	*,2344,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2345	35982	23	N	N	1	*	*,2345,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2346	28209	28	N	N	1	*	*,2346,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2347	29887	16	N	N	1	*	*,2347,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2349	1903	10	N	N	1	*	2349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_235	4570	27	N	Y	13	*	235	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	660.75	NA	MN855710	NA	96.27475	matthijnssen
contig_2350	849	10	N	N	1	*	*,2350,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2351	37656	3	N	Y	1	*	2351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2352	11584	40	N	N	1	*	*,2352,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2353	556	385	N	Y	2	*	2353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2354	1170	372	N	Y	2	*	2354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2357	22707	298	N	N	3	*	2355,2865,2356,2357,-704,-704,-704,-704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1462	NA	MN855708	NA	89.33	matthijnssen
contig_2358	23101	33	N	N	1	*	*,2358,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2359	6578	9	N	N	1	*	*,2359,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_236	3889	7	N	Y	3	*	236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2495	NA	MN855708	NA	85.691	matthijnssen
contig_2360	31400	38	N	N	2	*	*,2360,*	organism,organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2361	20748	15	N	N	1	*	*,2361,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2362	32782	6	N	N	1	*	*,2362,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2363	20201	3	N	N	1	*	*,2363,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2364	33000	12	N	N	1	*	*,2364,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2365	10796	43	N	Y	1	*	2365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2366	11843	7	N	N	1	*	-2365,2366,2365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2367	563	12	N	Y	1	*	2367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2368	789	347	N	Y	2	*	2368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2369	2310	412	N	Y	82	*	2369	NA	NA	NA	NA	NA	NA	NA	NA	NA	92.424	NA	66	NA	JAAOBB010000002.1	NA	engel
contig_2371	9304	11	N	N	1	*	755,2371,-2370,-755	organism	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	NA	568.5	NA	MN855710	NA	94.4215	matthijnssen
contig_2372	10623	61	N	N	4	*	755,2372,-2370,-755	plasmid	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	NA	411.625	NA	MN855708	NA	91.561375	matthijnssen
contig_2373	3844	230	Y	Y	1	*	2373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2374	7601	65	N	N	2	*	*,2374,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2375	8815	11	N	N	2	*	*,2375,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2376	220308	48	N	N	24	*	*,2376,2378,2377,2378,2377,2378,2377,2377,2378,2377,2378,2377,2378	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_238	663	8	N	Y	1	*	238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2380	48912	3	N	N	1	*	*,2867,2867,2380,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2381	14545	26	N	N	1	*	-1539,2381,1539	virus	lytic	low quality draft	incomplete(20)	head	21	17	no	PHAGE_Aggreg_S1249_NC_013597(10),PHAGE_Haemop_Aaphi23_NC_004827(10),PHAGE_Salmon_BP63_NC_031250(2),PHAGE_Psychr_pOW20_A_NC_020841(1),PHAGE_Rhizob_RHEph06_NC_027296(1),PHAGE_Rhizob_RHEph04_NC_041908(1),PHAGE_Mycoba_ZoeJ_NC_024147(1),PHAGE_Vibrio_vB_VchM_138_NC_019518(1),PHAGE_Erwini_phiEt88_NC_015295(1),PHAGE_Klebsi_vB_KpnM_KpV52_NC_041900(1),PHAGE_Klebsi_vB_KpnM_KpV79_NC_042041(1),PHAGE_Vibrio_CP_T1_NC_019457(1),PHAGE_Salmon_SEN34_NC_028699(1),PHAGE_Vibrio_VBM1_NC_020850(1)	79.03125	3646.75	1420.375	MN856102	JAAOBB010000140.1	96.04075	both
contig_2382	35955	28	N	N	1	*	-1539,2382,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1514	NA	MN856102	NA	88.045	matthijnssen
contig_2383	2500	135	N	N	13	*	*,2383,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2385	20081	26	N	N	1	*	*,2385,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2386	19926	21	N	N	1	*	*,2386,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2387	26233	13	N	N	1	*	*,2387,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2388	9847	48	N	N	1	*	*,2388,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2389	33862	18	N	N	1	*	*,2389,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_239	4113	27	N	Y	9	*	239	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	2059	NA	MN855708	NA	95.9105	matthijnssen
contig_2391	4351	190	N	N	6	*	*,2391,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	755	NA	MN855985	NA	85.0245	matthijnssen
contig_2393	4404	138	N	N	34	*	*,2393,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	487	NA	MN855985	NA	87.0376666666667	matthijnssen
contig_2395	1073	46	Y	Y	1	*	2395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	955	NA	MN855985	NA	81.257	matthijnssen
contig_2396	4897	60	Y	N	2	*	2396	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2397	8800	24	N	Y	1	*	2397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2398	17261	64	N	Y	1	*	2398	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	75.746	5318	268	MN855692	JAAOBB010000054.1	85.634	both
contig_2399	2372	8	N	N	1	*	2399,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1258	NA	MN855690	NA	87.838	matthijnssen
contig_24	24626	88	N	N	1	*	24,-17,-15,-11	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2400	25059	26	N	N	1	*	*,2400,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2401	24497	15	N	N	1	*	*,2401,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2402	536	10	N	Y	1	*	2402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	536	NA	MN855735	NA	94.59	matthijnssen
contig_2403	537	385	N	Y	3	*	2403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69	NA	MN856065	NA	94.203	matthijnssen
contig_2404	757	306	N	Y	2	*	2404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2405	269	11	N	Y	1	*	2405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2406	627	426	N	Y	4	*	2406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	624	NA	MN855735	NA	75.321	matthijnssen
contig_2407	1861	478	N	Y	4	*	2407	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	79.096	1403	1416	MN855953	JAAOBB010000175.1	86.172	both
contig_2408	1306	261	N	N	13	*	*,2408,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	84.441	1012	752	MN855735	JAAOBB010000029.1	85.079	both
contig_2409	32417	7	N	N	1	*	*,2409,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_241	5422	8	N	Y	4	*	241	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	1108.66666666667	NA	MN855708	NA	92.2663333333333	matthijnssen
contig_2411	18540	54	N	N	1	*	2413,2410,2411,-2410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2412	4975	100	N	N	1	*	*,2412,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2414	14793	56	N	N	2	*	*,2414,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2415	40732	8	N	N	1	*	*,2415,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2416	1196	9	N	N	1	*	*,2416,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2417	21303	31	N	N	3	*	*,2417,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1241	NA	MN855708	NA	82.917	matthijnssen
contig_2418	25781	9	N	N	1	*	*,2418,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2419	4734	24	N	Y	1	342	*,2419,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_242	759	177	N	Y	1	*	242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	MN855708	NA	95.536	matthijnssen
contig_2420	4485	90	N	Y	1	342	*,2420,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2421	3210	8	N	Y	1	280	*,2421,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2422	3368	51	N	Y	1	280	*,2422,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2423	4116	112	N	Y	1	302	*,2423,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2424	28606	38	N	N	1	*	*,2424,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	82.333	NA	300	NA	JAAOBB010000022.1	NA	engel
contig_2425	24785	207	N	N	2	*	2610,2425,-2607	virus	lytic	medium quality draft	incomplete(30)	tail	36	17	no	PHAGE_Rhodoc_ReqiPoco6_NC_023694(7),PHAGE_Arthro_Mudcat_NC_031224(6),PHAGE_Rhodoc_ReqiPepy6_NC_023735(6),PHAGE_Strept_Scap1_NC_042042(6),PHAGE_Arthro_Gordon_NC_041952(6),PHAGE_Arthro_CaptnMurica_NC_041951(5),PHAGE_Arthro_Circum_NC_041948(5),PHAGE_Strept_Bing_NC_042106(4),PHAGE_Strept_Rima_NC_041889(3),PHAGE_Strept_DrGrey_NC_042016(3),PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007(1),PHAGE_Bacter_Diva_NC_028788(1),PHAGE_Staphy_6ec_NC_024355(1),PHAGE_Paenib_phiIBB_Pl23_NC_021865(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Strept_T12_NC_028700(1),PHAGE_Strept_315.5_NC_004588(1),PHAGE_Lactob_Ld3_NC_025421(1),PHAGE_Lactob_c5_NC_019449(1),PHAGE_Strept_A25_NC_028697(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Lactob_LLKu_NC_022989(1),PHAGE_Paenib_HB10c2_NC_028758(1),PHAGE_Vibrio_nt_1_NC_021529(1),PHAGE_Lactob_Ld17_NC_025420(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Staphy_vB_SepS_SEP9_NC_023582(1),PHAGE_Bacter_Rani_NC_029084(1),PHAGE_Paenib_Shelly_NC_041909(1),PHAGE_Lactoc_WRP3_NC_027341(1),PHAGE_Clostr_phiCD211_NC_029048(1)	NA	5536.5	NA	MN856120	NA	82.6285	matthijnssen
contig_2429	36899	38	N	N	3	*	*,2429,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_243	1397	35	N	Y	5	*	243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	791	NA	MN855708	NA	92.162	matthijnssen
contig_2430	26551	11	N	N	1	*	*,2430,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2431	23543	20	N	N	1	*	*,2431,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2432	997	6	Y	Y	1	180	2432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2433	74026	29	N	N	1	*	*,2433,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2434	13902	52	N	N	1	*	*,2434,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2435	55687	82	N	N	1	*	*,2435,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2436	22535	20	N	N	2	*	*,2436,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2437	64433	7	N	N	1	*	*,2437,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2438	3961	10	N	N	1	*	2438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2439	27361	10	N	N	1	*	*,2439,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_244	3326	42	N	Y	21	*	244	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	1015	NA	MN855708	NA	94.212	matthijnssen
contig_2440	18152	21	N	N	1	*	*,2440,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2441	4238	75	Y	Y	3	*	2441	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2442	63571	31	N	N	1	*	*,2442,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2443	28396	17	N	N	1	*	*,2443,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2444	4956	137	N	Y	1	*	2444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2445	4017	104	N	Y	3	*	2445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2446	4293	156	N	Y	1	*	2446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2448	799	6	N	N	1	*	*,2448,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	85.52	808	808	MN855735	JAAOBB010000029.1	86.51	both
contig_2450	493	13	N	Y	1	*	2450	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.25	490	128	MN855965	JAAOBB010000161.1	93.673	both
contig_2451	639	10	N	Y	1	*	2451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	639	NA	MN855965	NA	93.74	matthijnssen
contig_2452	668	9	N	Y	1	*	2452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	670	NA	MN855965	NA	94.627	matthijnssen
contig_2453	37859	5	N	N	1	*	*,2453,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2454	17210	79	N	N	1	*	*,2454,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2455	11260	8	N	Y	1	282	*,2455,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2456	11059	138	N	Y	2	282	*,2456,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2457	1854	3	Y	Y	1	*	2457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2458	2127	125	Y	Y	1	*	2458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2459	22068	15	N	N	1	*	*,2459,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_246	478	19	N	Y	1	*	246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	471	NA	MN855708	NA	92.357	matthijnssen
