V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,host
contig_1822,GIAP001_0029_d01_CNTG00037_12385_13574_SPACER13453,100,29,0,0,15461,15489,4,32,2.83e-08,56.4,Gilliamella apicola NO4_S12
contig_1822,GIAP001_0055_d01_CNTG00019_12472_13661_SPACER13540,100,29,0,0,5230,5258,32,4,2.83e-08,56.4,Gilliamella apicola NO14_S27
contig_1822,GIAP001_0055_d01_CNTG00019_12472_13661_SPACER13540,100,29,0,0,15461,15489,4,32,2.83e-08,56.4,Gilliamella apicola NO14_S27
contig_1822,GIAP001_0027_d01_CNTG00012_12716_13905_SPACER13784,100,29,0,0,5230,5258,32,4,2.83e-08,56.4,Gilliamella apicola NO12_S17
contig_1822,GIAP001_0027_d01_CNTG00012_12716_13905_SPACER13784,100,29,0,0,15461,15489,4,32,2.83e-08,56.4,Gilliamella apicola NO12_S17
contig_1822,GIAP001_0002_d01_CNTG00012_12495_13684_SPACER13563,100,29,0,0,5230,5258,32,4,2.83e-08,56.4,Gilliamella apicola NO15_S32
contig_1822,GIAP001_0002_d01_CNTG00012_12495_13684_SPACER13563,100,29,0,0,15461,15489,4,32,2.83e-08,56.4,Gilliamella apicola NO15_S32
contig_1822,GIAP001_0069_d01_CNTG00012_12460_13649_SPACER13528,100,29,0,0,5230,5258,32,4,2.83e-08,56.4,Gilliamella apicola NO13_S22
contig_1822,GIAP001_0069_d01_CNTG00012_12460_13649_SPACER13528,100,29,0,0,15461,15489,4,32,2.83e-08,56.4,Gilliamella apicola NO13_S22
contig_1822,GIAP001_0043_d01_CNTG00001_279251_280440_SPACER280319,100,29,0,0,5230,5258,32,4,2.83e-08,56.4,Gilliamella apicola NO1_S2
contig_1822,GIAP001_0043_d01_CNTG00001_279251_280440_SPACER280319,100,29,0,0,15461,15489,4,32,2.83e-08,56.4,Gilliamella apicola NO1_S2
contig_1822,GIAP001_0088_d01_CNTG00001_274249_275438_SPACER275317,100,29,0,0,5230,5258,32,4,2.83e-08,56.4,Gilliamella apicola NO3_S7
contig_1822,GIAP001_0088_d01_CNTG00001_274249_275438_SPACER275317,100,29,0,0,15461,15489,4,32,2.83e-08,56.4,Gilliamella apicola NO3_S7
contig_1822,GIAP001_0068_d01_CNTG00001_66382_67571_SPACER66472,100,29,0,0,15461,15489,29,1,2.83e-08,56.4,Gilliamella apicola NO16_S37
contig_1822,GIAP001_0068_d01_CNTG00001_66382_67571_SPACER66472,100,29,0,0,5230,5258,1,29,2.83e-08,56.4,Gilliamella apicola NO16_S37
contig_1823,GIAP001_0059_c01_1802112_1802324_SPACER1802263,100,33,0,0,4282,4314,33,1,9.06e-11,64.1,Gilliamella apicola wkB1b
contig_1823,GIAP001_0084_d01_CNTG00068_3574_4323_SPACER3664,100,32,0,0,1048,1079,1,32,3.44e-10,62.2,Gilliamella apicola A9_S9
contig_1823,GIAP001_0091_d01_CNTG00058_3759_5252_SPACER4337,100,32,0,0,10073,10104,1,32,3.44e-10,62.2,Gilliamella apicola A-9-12_S11
contig_1823,GIAP001_0029_d01_CNTG00037_12385_13574_SPACER13148,100,32,0,0,6627,6658,1,32,3.44e-10,62.2,Gilliamella apicola NO4_S12
contig_1823,GIAP001_0055_d01_CNTG00019_12472_13661_SPACER13235,100,32,0,0,6627,6658,1,32,3.44e-10,62.2,Gilliamella apicola NO14_S27
contig_1823,GIAP001_0027_d01_CNTG00012_12716_13905_SPACER13479,100,32,0,0,6627,6658,1,32,3.44e-10,62.2,Gilliamella apicola NO12_S17
contig_1823,GIAP001_0002_d01_CNTG00012_12495_13684_SPACER13258,100,32,0,0,6627,6658,1,32,3.44e-10,62.2,Gilliamella apicola NO15_S32
contig_1823,GIAP001_0069_d01_CNTG00012_12460_13649_SPACER13223,100,32,0,0,6627,6658,1,32,3.44e-10,62.2,Gilliamella apicola NO13_S22
contig_1823,GIAP001_0010_d01_CNTG00010_63610_64126_SPACER64066,100,32,0,0,8302,8333,1,32,3.44e-10,62.2,Gilliamella apicola G4_S4
contig_1823,GIAP001_0017_d01_CNTG00007_97973_99466_SPACER98551,100,32,0,0,10073,10104,1,32,3.44e-10,62.2,Gilliamella apicola A-1-24_S9
contig_1823,GIAP001_0041_d01_CNTG00004_181488_182981_SPACER182066,100,32,0,0,10073,10104,1,32,3.44e-10,62.2,Gilliamella apicola A-7-12_S13
contig_1823,GIAP001_0022_d01_CNTG00002_194324_194474_SPACER194414,100,32,0,0,10658,10689,1,32,3.44e-10,62.2,Gilliamella apicola G5_S5
contig_1823,GIAP001_0043_d01_CNTG00001_279251_280440_SPACER280014,100,32,0,0,6627,6658,1,32,3.44e-10,62.2,Gilliamella apicola NO1_S2
contig_1823,GIAP001_0088_d01_CNTG00001_274249_275438_SPACER275012,100,32,0,0,6627,6658,1,32,3.44e-10,62.2,Gilliamella apicola NO3_S7
contig_1823,GIAP001_0052_d01_CNTG00047_3565_5058_SPACER4449,100,32,0,0,10073,10104,32,1,3.44e-10,62.2,Gilliamella apicola A-2-24_S10
contig_1823,GIAP001_0009_d01_CNTG00026_218_1711_SPACER1102,100,32,0,0,10073,10104,32,1,3.44e-10,62.2,Gilliamella apicola AW13_S29
contig_1823,GIAP001_0051_d01_CNTG00008_3357_4106_SPACER3985,100,32,0,0,1048,1079,32,1,3.44e-10,62.2,Gilliamella apicola A8_S4
contig_1823,GIAP001_0090_d01_CNTG00004_172180_172391_SPACER172209,100,32,0,0,8434,8465,32,1,3.44e-10,62.2,Gilliamella apicola P54G
contig_1823,GIAP001_0068_d01_CNTG00001_66382_67571_SPACER66777,100,32,0,0,6627,6658,32,1,3.44e-10,62.2,Gilliamella apicola NO16_S37
contig_1824,GIAP001_0057_d01_CNTG00003_50077_50593_SPACER50411,100,32,0,0,344,375,32,1,4.78e-10,62.2,Gilliamella apicola 28_S38
contig_1824,GIAP001_0007_d01_CNTG00002_96696_98343_SPACER97984,100,32,0,0,6227,6258,32,1,4.78e-10,62.2,Gilliamella apicola Nev5_1
contig_1824,GIAP001_0007_d01_CNTG00002_96696_98343_SPACER97264,100,32,0,0,1010,1041,32,1,4.78e-10,62.2,Gilliamella apicola Nev5_1
contig_1824,GIAP001_0007_d01_CNTG00001_66327_67132_SPACER66415,100,32,0,0,980,1011,32,1,4.78e-10,62.2,Gilliamella apicola Nev5_1
contig_1824,GIAP001_0059_c01_2636052_2637484_SPACER2637363,100,32,0,0,5966,5997,32,1,4.78e-10,62.2,Gilliamella apicola wkB1b
contig_1825,GIAP001_0091_d01_CNTG00058_3759_5252_SPACER4337,100,32,0,0,2816,2847,32,1,1.92e-10,62.2,Gilliamella apicola A-9-12_S11
contig_1825,GIAP001_0052_d01_CNTG00047_3565_5058_SPACER4449,100,32,0,0,2816,2847,1,32,1.92e-10,62.2,Gilliamella apicola A-2-24_S10
contig_1825,GIAP001_0009_d01_CNTG00026_218_1711_SPACER1102,100,32,0,0,2816,2847,1,32,1.92e-10,62.2,Gilliamella apicola AW13_S29
contig_1825,GIAP001_0010_d01_CNTG00010_63610_64126_SPACER64066,100,32,0,0,4565,4596,32,1,1.92e-10,62.2,Gilliamella apicola G4_S4
contig_1825,GIAP001_0017_d01_CNTG00007_97973_99466_SPACER98551,100,32,0,0,2816,2847,32,1,1.92e-10,62.2,Gilliamella apicola A-1-24_S9
contig_1825,GIAP001_0041_d01_CNTG00004_181488_182981_SPACER182066,100,32,0,0,2816,2847,32,1,1.92e-10,62.2,Gilliamella apicola A-7-12_S13
contig_1825,GIAP001_0090_d01_CNTG00004_172180_172391_SPACER172209,100,32,0,0,4432,4463,1,32,1.92e-10,62.2,Gilliamella apicola P54G
contig_1825,GIAP001_0057_d01_CNTG00003_50077_50593_SPACER50411,100,32,0,0,784,815,1,32,1.92e-10,62.2,Gilliamella apicola 28_S38
contig_1825,GIAP001_0022_d01_CNTG00002_194324_194474_SPACER194414,100,32,0,0,2231,2262,32,1,1.92e-10,62.2,Gilliamella apicola G5_S5
contig_1832,LAKU001_0002_c01_326400_328349_SPACER328218,100,30,0,0,7222,7251,30,1,3.22e-09,58.4,Lactobacillus kullabergensis Lb_186
contig_1897,LASP001_0001_d01_CNTG00004_77059_81386_SPACER79141,100,30,0,0,3188,3217,1,30,2.34e-09,58.4,Lactobacillus sp. Hma2
contig_1900,GIAP001_0022_d01_CNTG00013_5375_6075_SPACER5648,100,32,0,0,2769,2800,32,1,2.92e-10,62.2,Gilliamella apicola G5_S5
contig_1900,GIAP001_0004_d01_CNTG00006_432692_432960_SPACER432721,100,31,0,0,8680,8710,31,1,1.11e-09,60.3,Gilliamella apicola ESL0297
contig_1900,GIAP001_0006_d01_CNTG00005_1307188_1307696_SPACER1307577,100,31,0,0,4098,4128,1,31,1.11e-09,60.3,Gilliamella apicola Ga_172
contig_1912,GIAP001_0086_d01_CNTG00061_13144_13890_SPACER13292,100,31,0,0,38254,38284,32,2,3.76e-09,60.3,Gilliamella apicola Fer1-1
contig_1912,GIAP001_0086_d01_CNTG00061_13144_13890_SPACER13292,100,31,0,0,6962,6992,2,32,3.76e-09,60.3,Gilliamella apicola Fer1-1
contig_1919,LAAP002_0004_c01_479209_479971_SPACER479444,100,29,0,0,2448,2476,29,1,1.35e-08,56.4,Lactobacillus apis Lb_185
contig_1921,LAHE002_0001_d01_CNTG00002_248009_248572_SPACER248441,100,30,0,0,1883,1912,1,30,7.92e-09,58.4,Lactobacillus helsingborgensis ESL0262
contig_1921,LAHE001_0001_d01_CNTG00001_358144_358707_SPACER358576,100,30,0,0,1883,1912,1,30,7.92e-09,58.4,Lactobacillus helsinborgensis Lb_183
contig_1928,LASP001_0004_d01_CNTG00004_31573_33060_SPACER32533,100,30,0,0,14762,14791,1,30,9.66e-09,58.4,Lactobacillus sp. wkB10
contig_1928,LAME003_0004_d01_CNTG00003_259009_260100_SPACER259243,100,30,0,0,9101,9130,1,30,9.66e-09,58.4,Lactobacillus melliventris ESL0393
contig_1928,LAKU001_0002_c01_326400_328349_SPACER327822,100,30,0,0,749,778,1,30,9.66e-09,58.4,Lactobacillus kullabergensis Lb_186
contig_1952,GIAP001_0009_d01_CNTG00038_29031_30035_SPACER29304,100,32,0,0,7474,7505,32,1,3.15e-10,62.2,Gilliamella apicola AW13_S29
contig_1952,GIAP001_0009_d01_CNTG00038_29031_30035_SPACER29304,100,32,0,0,4138,4169,1,32,3.15e-10,62.2,Gilliamella apicola AW13_S29
contig_1952,GIAP001_0052_d01_CNTG00034_29031_30035_SPACER29304,100,32,0,0,7474,7505,32,1,3.15e-10,62.2,Gilliamella apicola A-2-24_S10
contig_1952,GIAP001_0052_d01_CNTG00034_29031_30035_SPACER29304,100,32,0,0,4138,4169,1,32,3.15e-10,62.2,Gilliamella apicola A-2-24_S10
contig_1952,GIAP001_0017_d01_CNTG00014_53621_54625_SPACER54321,100,32,0,0,4138,4169,32,1,3.15e-10,62.2,Gilliamella apicola A-1-24_S9
contig_1952,GIAP001_0017_d01_CNTG00014_53621_54625_SPACER54321,100,32,0,0,7474,7505,1,32,3.15e-10,62.2,Gilliamella apicola A-1-24_S9
contig_1952,GIAP001_0022_d01_CNTG00013_13445_13962_SPACER13596,100,32,0,0,9861,9892,32,1,3.15e-10,62.2,Gilliamella apicola G5_S5
contig_1952,GIAP001_0022_d01_CNTG00013_13445_13962_SPACER13596,100,32,0,0,1750,1781,1,32,3.15e-10,62.2,Gilliamella apicola G5_S5
contig_1952,GIAP001_0084_d01_CNTG00012_32003_33130_SPACER32276,100,32,0,0,7474,7505,32,1,3.15e-10,62.2,Gilliamella apicola A9_S9
contig_1952,GIAP001_0084_d01_CNTG00012_32003_33130_SPACER32276,100,32,0,0,4138,4169,1,32,3.15e-10,62.2,Gilliamella apicola A9_S9
contig_1952,GIAP001_0081_d01_CNTG00009_221488_222065_SPACER221761,100,32,0,0,7474,7505,32,1,3.15e-10,62.2,Gilliamella apicola Ga_178
contig_1952,GIAP001_0081_d01_CNTG00009_221488_222065_SPACER221761,100,32,0,0,4138,4169,1,32,3.15e-10,62.2,Gilliamella apicola Ga_178
contig_1952,GIAP001_0051_d01_CNTG00006_70815_71942_SPACER71638,100,32,0,0,4138,4169,32,1,3.15e-10,62.2,Gilliamella apicola A8_S4
contig_1952,GIAP001_0051_d01_CNTG00006_70815_71942_SPACER71638,100,32,0,0,7474,7505,1,32,3.15e-10,62.2,Gilliamella apicola A8_S4
contig_1952,GIAP001_0091_d01_CNTG00005_125465_126469_SPACER126165,100,32,0,0,4138,4169,32,1,3.15e-10,62.2,Gilliamella apicola A-9-12_S11
contig_1952,GIAP001_0091_d01_CNTG00005_125465_126469_SPACER126165,100,32,0,0,7474,7505,1,32,3.15e-10,62.2,Gilliamella apicola A-9-12_S11
contig_1952,GIAP001_0041_d01_CNTG00004_29031_30035_SPACER29304,100,32,0,0,7474,7505,32,1,3.15e-10,62.2,Gilliamella apicola A-7-12_S13
contig_1952,GIAP001_0041_d01_CNTG00004_29031_30035_SPACER29304,100,32,0,0,4138,4169,1,32,3.15e-10,62.2,Gilliamella apicola A-7-12_S13
contig_2052,BAAP001_0002_d01_CNTG00007_338135_339691_SPACER338766,100,31,0,0,8734,8764,1,31,1.69e-09,60.3,Bartonella apis PEB0149
contig_2052,BAAP001_0006_d01_CNTG00003_160877_161179_SPACER161113,100,30,0,0,3900,3929,30,1,6.42e-09,58.4,Bartonella apis PEB0122
contig_2052,BAAP001_0006_d01_CNTG00003_160877_161179_SPACER161113,100,30,0,0,12700,12729,1,30,6.42e-09,58.4,Bartonella apis PEB0122
contig_2055,LAME003_0004_d01_CNTG00003_259009_260100_SPACER259375,100,29,0,0,13967,13995,1,29,3.93e-08,56.4,Lactobacillus melliventris ESL0393
contig_2080,BIAS001_0010_d01_CNTG00009_207968_214890_SPACER212450,100,33,0,0,16079,16111,33,1,2.08e-10,64.1,Bifidobacterium asteroides Bi_198
contig_2080,BIAS001_0010_d01_CNTG00009_207968_214890_SPACER214647,100,32,0,0,30032,30063,33,2,7.9e-10,62.2,Bifidobacterium asteroides Bi_198
contig_2102,LAME003_0005_d01_CNTG00004_174834_175727_SPACER175332,100,30,0,0,22481,22510,1,30,1.64e-08,58.4,Lactobacillus melliventris ESL0260
contig_2102,LAME003_0002_d01_CNTG00002_41408_41839_SPACER41576,100,30,0,0,12296,12325,1,30,1.64e-08,58.4,Lactobacillus melliventris Lb_184
contig_2102,LAME003_0002_d01_CNTG00002_41408_41839_SPACER41576,100,30,0,0,28149,28178,1,30,1.64e-08,58.4,Lactobacillus melliventris Lb_184
contig_2102,LAME003_0002_d01_CNTG00002_41408_41839_SPACER41576,100,30,0,0,26208,26237,30,1,1.64e-08,58.4,Lactobacillus melliventris Lb_184
contig_2102,LAME003_0002_d01_CNTG00002_41408_41839_SPACER41576,100,30,0,0,13371,13400,30,1,1.64e-08,58.4,Lactobacillus melliventris Lb_184
contig_2104,LAME003_0005_d01_CNTG00004_174834_175727_SPACER175332,100,30,0,0,835,864,1,30,2.64e-09,58.4,Lactobacillus melliventris ESL0260
contig_2153,GIAP001_0059_c01_1946842_1947176_SPACER1946932,100,32,0,0,899,930,1,32,1.83e-10,62.2,Gilliamella apicola wkB1b
contig_2154,GIAP001_0059_c01_1946842_1947176_SPACER1946932,100,32,0,0,899,930,1,32,1.83e-10,62.2,Gilliamella apicola wkB1b
contig_2196,GIAP001_0029_d01_CNTG00025_11800_12255_SPACER11829,100,32,0,0,24808,24839,1,32,1.97e-09,62.2,Gilliamella apicola NO4_S12
contig_2196,GIAP001_0029_d01_CNTG00025_11800_12255_SPACER11829,100,32,0,0,22490,22521,32,1,1.97e-09,62.2,Gilliamella apicola NO4_S12
contig_2196,GIAP001_0055_d01_CNTG00019_31691_32146_SPACER31720,100,32,0,0,24808,24839,1,32,1.97e-09,62.2,Gilliamella apicola NO14_S27
contig_2196,GIAP001_0055_d01_CNTG00019_31691_32146_SPACER31720,100,32,0,0,22490,22521,32,1,1.97e-09,62.2,Gilliamella apicola NO14_S27
contig_2196,GIAP001_0009_d01_CNTG00019_29975_30247_SPACER30004,100,32,0,0,35018,35049,1,32,1.97e-09,62.2,Gilliamella apicola AW13_S29
contig_2196,GIAP001_0014_d01_CNTG00012_67619_68259_SPACER68137,100,32,0,0,25024,25055,1,32,1.97e-09,62.2,Gilliamella apicola AW-TSA2_S12
contig_2196,GIAP001_0014_d01_CNTG00012_67619_68259_SPACER68137,100,32,0,0,22274,22305,32,1,1.97e-09,62.2,Gilliamella apicola AW-TSA2_S12
contig_2196,GIAP001_0027_d01_CNTG00012_31935_32390_SPACER31964,100,32,0,0,24808,24839,1,32,1.97e-09,62.2,Gilliamella apicola NO12_S17
contig_2196,GIAP001_0027_d01_CNTG00012_31935_32390_SPACER31964,100,32,0,0,22490,22521,32,1,1.97e-09,62.2,Gilliamella apicola NO12_S17
contig_2196,GIAP001_0002_d01_CNTG00012_31714_32169_SPACER31743,100,32,0,0,24808,24839,1,32,1.97e-09,62.2,Gilliamella apicola NO15_S32
contig_2196,GIAP001_0002_d01_CNTG00012_31714_32169_SPACER31743,100,32,0,0,22490,22521,32,1,1.97e-09,62.2,Gilliamella apicola NO15_S32
contig_2196,GIAP001_0069_d01_CNTG00012_31679_32134_SPACER31708,100,32,0,0,24808,24839,1,32,1.97e-09,62.2,Gilliamella apicola NO13_S22
contig_2196,GIAP001_0069_d01_CNTG00012_31679_32134_SPACER31708,100,32,0,0,22490,22521,32,1,1.97e-09,62.2,Gilliamella apicola NO13_S22
contig_2196,GIAP001_0049_d01_CNTG00008_67619_68259_SPACER68137,100,32,0,0,25024,25055,1,32,1.97e-09,62.2,Gilliamella apicola TSA1_S3
contig_2196,GIAP001_0049_d01_CNTG00008_67619_68259_SPACER68137,100,32,0,0,22274,22305,32,1,1.97e-09,62.2,Gilliamella apicola TSA1_S3
contig_2196,GIAP001_0038_d01_CNTG00007_67619_68259_SPACER68137,100,32,0,0,25024,25055,1,32,1.97e-09,62.2,Gilliamella apicola TSA3_S8
contig_2196,GIAP001_0038_d01_CNTG00007_67619_68259_SPACER68137,100,32,0,0,22274,22305,32,1,1.97e-09,62.2,Gilliamella apicola TSA3_S8
contig_2196,GIAP001_0024_d01_CNTG00007_67619_68259_SPACER68137,100,32,0,0,25024,25055,1,32,1.97e-09,62.2,Gilliamella apicola TSA4_S13
contig_2196,GIAP001_0024_d01_CNTG00007_67619_68259_SPACER68137,100,32,0,0,22274,22305,32,1,1.97e-09,62.2,Gilliamella apicola TSA4_S13
contig_2196,GIAP001_0085_d01_CNTG00003_100026_100177_SPACER100055,100,32,0,0,21679,21710,1,32,1.97e-09,62.2,Gilliamella apicola P62G
contig_2196,GIAP001_0085_d01_CNTG00003_100026_100177_SPACER100055,100,32,0,0,25619,25650,32,1,1.97e-09,62.2,Gilliamella apicola P62G
contig_2196,GIAP001_0017_d01_CNTG00002_197162_197434_SPACER197191,100,32,0,0,35018,35049,1,32,1.97e-09,62.2,Gilliamella apicola A-1-24_S9
contig_2196,GIAP001_0091_d01_CNTG00002_172305_172577_SPACER172334,100,32,0,0,35018,35049,1,32,1.97e-09,62.2,Gilliamella apicola A-9-12_S11
contig_2196,GIAP001_0043_d01_CNTG00001_298470_298925_SPACER298499,100,32,0,0,24808,24839,1,32,1.97e-09,62.2,Gilliamella apicola NO1_S2
contig_2196,GIAP001_0043_d01_CNTG00001_298470_298925_SPACER298499,100,32,0,0,22490,22521,32,1,1.97e-09,62.2,Gilliamella apicola NO1_S2
contig_2196,GIAP001_0088_d01_CNTG00001_293468_293923_SPACER293497,100,32,0,0,24808,24839,1,32,1.97e-09,62.2,Gilliamella apicola NO3_S7
contig_2196,GIAP001_0088_d01_CNTG00001_293468_293923_SPACER293497,100,32,0,0,22490,22521,32,1,1.97e-09,62.2,Gilliamella apicola NO3_S7
contig_2196,GIAP001_0068_d01_CNTG00001_47897_48352_SPACER48292,100,32,0,0,22490,22521,1,32,1.97e-09,62.2,Gilliamella apicola NO16_S37
contig_2196,GIAP001_0068_d01_CNTG00001_47897_48352_SPACER48292,100,32,0,0,24808,24839,32,1,1.97e-09,62.2,Gilliamella apicola NO16_S37
contig_2196,GIAP001_0084_d01_CNTG00020_25542_25814_SPACER25754,100,32,0,0,35018,35049,32,1,1.97e-09,62.2,Gilliamella apicola A9_S9
contig_2196,GIAP001_0051_d01_CNTG00019_36708_36980_SPACER36920,100,32,0,0,35018,35049,32,1,1.97e-09,62.2,Gilliamella apicola A8_S4
contig_2196,GIAP001_0041_d01_CNTG00003_14276_14548_SPACER14488,100,32,0,0,35018,35049,32,1,1.97e-09,62.2,Gilliamella apicola A-7-12_S13
contig_2196,GIAP001_0052_d01_CNTG00002_17271_17543_SPACER17483,100,32,0,0,35018,35049,32,1,1.97e-09,62.2,Gilliamella apicola A-2-24_S10
contig_2196,GIAP001_0006_d01_CNTG00005_481811_481960_SPACER481901,100,30,0,0,20961,20990,1,30,2.82e-08,58.4,Gilliamella apicola Ga_172
contig_2196,GIAP001_0006_d01_CNTG00005_481811_481960_SPACER481901,100,30,0,0,26340,26369,30,1,2.82e-08,58.4,Gilliamella apicola Ga_172
contig_2196,GIAP001_0076_d01_CNTG00013_56134_56344_SPACER56284,100,30,0,0,29142,29171,33,4,2.82e-08,58.4,Gilliamella apicola A-4-12_S26
contig_2196,GIAP001_0066_d01_CNTG00006_144421_145168_SPACER144929,100,30,0,0,18552,18581,32,3,2.82e-08,58.4,Gilliamella apicola G1_S23
contig_2233,GIAP001_0037_d01_CNTG00035_298907_299608_SPACER298936,100,28,0,0,27676,27703,2,29,1.82e-07,54.5,Gilliamella apicola App4-10
contig_2233,GIAP001_0037_d01_CNTG00035_298907_299608_SPACER298936,100,28,0,0,27676,27703,4,31,1.82e-07,54.5,Gilliamella apicola App4-10
contig_2240,BAAP001_0003_c01_1915359_1916120_SPACER1915591,100,30,0,0,24251,24280,30,1,1.5e-08,58.4,Bartonella apis BBC178
contig_2289,GIAP001_0043_d01_CNTG00025_16446_16713_SPACER16534,100,32,0,0,382,413,1,32,1.02e-09,62.2,Gilliamella apicola NO1_S2
contig_2289,GIAP001_0060_d01_CNTG00023_2149_2356_SPACER2237,100,32,0,0,2431,2462,1,32,1.02e-09,62.2,Gilliamella apicola G3_S3
contig_2289,GIAP001_0068_d01_CNTG00020_8802_9069_SPACER8950,100,32,0,0,382,413,32,1,1.02e-09,62.2,Gilliamella apicola NO16_S37
contig_2289,GIAP001_0039_d01_CNTG00013_330_717_SPACER538,100,32,0,0,9441,9472,1,32,1.02e-09,62.2,Gilliamella apicola A7_S18
contig_2289,GIAP001_0039_d01_CNTG00013_330_717_SPACER538,100,32,0,0,6502,6533,32,1,1.02e-09,62.2,Gilliamella apicola A7_S18
contig_2289,GIAP001_0055_d01_CNTG00008_21781_22048_SPACER21929,100,32,0,0,382,413,32,1,1.02e-09,62.2,Gilliamella apicola NO14_S27
contig_2289,GIAP001_0066_d01_CNTG00006_58206_58773_SPACER58474,100,32,0,0,1695,1726,1,32,1.02e-09,62.2,Gilliamella apicola G1_S23
contig_2289,GIAP001_0060_d01_CNTG00006_58206_58713_SPACER58474,100,32,0,0,1695,1726,1,32,1.02e-09,62.2,Gilliamella apicola G3_S3
contig_2289,GIAP001_0002_d01_CNTG00006_8802_9069_SPACER8950,100,32,0,0,382,413,32,1,1.02e-09,62.2,Gilliamella apicola NO15_S32
contig_2289,GIAP001_0069_d01_CNTG00005_226433_226700_SPACER226521,100,32,0,0,382,413,1,32,1.02e-09,62.2,Gilliamella apicola NO13_S22
contig_2289,GIAP001_0088_d01_CNTG00005_163611_163878_SPACER163699,100,32,0,0,382,413,1,32,1.02e-09,62.2,Gilliamella apicola NO3_S7
contig_2289,GIAP001_0027_d01_CNTG00005_8510_8777_SPACER8658,100,32,0,0,382,413,32,1,1.02e-09,62.2,Gilliamella apicola NO12_S17
contig_2289,GIAP001_0029_d01_CNTG00004_105182_105449_SPACER105270,100,32,0,0,382,413,1,32,1.02e-09,62.2,Gilliamella apicola NO4_S12
contig_2289,GIAP001_0035_d01_CNTG00002_14447_14534_SPACER14475,100,32,0,0,1330,1361,1,32,1.02e-09,62.2,Gilliamella apicola P83G
contig_2289,GIAP001_0076_d01_CNTG00001_154439_154769_SPACER154528,100,31,0,0,2432,2462,31,1,3.88e-09,60.3,Gilliamella apicola A-4-12_S26
contig_2289,GIAP001_0010_d01_CNTG00010_456_723_SPACER544,100,29,0,0,773,801,1,29,5.58e-08,56.4,Gilliamella apicola G4_S4
contig_2398,BIAS001_0010_d01_CNTG00009_207968_214890_SPACER214342,100,33,0,0,3258,3290,33,1,1.23e-10,64.1,Bifidobacterium asteroides Bi_198
contig_2398,BIAS001_0010_d01_CNTG00009_207968_214890_SPACER210192,100,33,0,0,15771,15803,1,33,1.23e-10,64.1,Bifidobacterium asteroides Bi_198
contig_2499,GIAP001_0068_d01_CNTG00001_66382_67571_SPACER67021,100,33,0,0,21229,21261,1,33,1.57e-10,64.1,Gilliamella apicola NO16_S37
contig_2499,GIAP001_0029_d01_CNTG00037_12385_13574_SPACER12903,100,33,0,0,21229,21261,33,1,1.57e-10,64.1,Gilliamella apicola NO4_S12
contig_2499,GIAP001_0055_d01_CNTG00019_12472_13661_SPACER12990,100,33,0,0,21229,21261,33,1,1.57e-10,64.1,Gilliamella apicola NO14_S27
contig_2499,GIAP001_0027_d01_CNTG00012_12716_13905_SPACER13234,100,33,0,0,21229,21261,33,1,1.57e-10,64.1,Gilliamella apicola NO12_S17
contig_2499,GIAP001_0002_d01_CNTG00012_12495_13684_SPACER13013,100,33,0,0,21229,21261,33,1,1.57e-10,64.1,Gilliamella apicola NO15_S32
contig_2499,GIAP001_0069_d01_CNTG00012_12460_13649_SPACER12978,100,33,0,0,21229,21261,33,1,1.57e-10,64.1,Gilliamella apicola NO13_S22
contig_2499,GIAP001_0043_d01_CNTG00001_279251_280440_SPACER279769,100,33,0,0,21229,21261,33,1,1.57e-10,64.1,Gilliamella apicola NO1_S2
contig_2499,GIAP001_0088_d01_CNTG00001_274249_275438_SPACER274767,100,33,0,0,21229,21261,33,1,1.57e-10,64.1,Gilliamella apicola NO3_S7
contig_2499,GIAP001_0091_d01_CNTG00058_3759_5252_SPACER4215,100,32,0,0,3846,3877,1,32,5.96e-10,62.2,Gilliamella apicola A-9-12_S11
contig_2499,GIAP001_0091_d01_CNTG00058_3759_5252_SPACER4215,100,32,0,0,11128,11159,32,1,5.96e-10,62.2,Gilliamella apicola A-9-12_S11
contig_2499,GIAP001_0052_d01_CNTG00047_3565_5058_SPACER4571,100,32,0,0,11128,11159,1,32,5.96e-10,62.2,Gilliamella apicola A-2-24_S10
contig_2499,GIAP001_0052_d01_CNTG00047_3565_5058_SPACER4571,100,32,0,0,3846,3877,32,1,5.96e-10,62.2,Gilliamella apicola A-2-24_S10
contig_2499,GIAP001_0009_d01_CNTG00026_218_1711_SPACER1224,100,32,0,0,11128,11159,1,32,5.96e-10,62.2,Gilliamella apicola AW13_S29
contig_2499,GIAP001_0009_d01_CNTG00026_218_1711_SPACER1224,100,32,0,0,3846,3877,32,1,5.96e-10,62.2,Gilliamella apicola AW13_S29
contig_2499,GIAP001_0081_d01_CNTG00010_94472_95415_SPACER94867,100,32,0,0,215,246,1,32,5.96e-10,62.2,Gilliamella apicola Ga_178
contig_2499,GIAP001_0021_d01_CNTG00009_400723_400930_SPACER400871,100,32,0,0,11783,11814,1,32,5.96e-10,62.2,Gilliamella apicola Ga_182
contig_2499,GIAP001_0017_d01_CNTG00007_97973_99466_SPACER98429,100,32,0,0,3846,3877,1,32,5.96e-10,62.2,Gilliamella apicola A-1-24_S9
contig_2499,GIAP001_0017_d01_CNTG00007_97973_99466_SPACER98429,100,32,0,0,11128,11159,32,1,5.96e-10,62.2,Gilliamella apicola A-1-24_S9
